symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ACB,,,4.36,0.471,26.0,0.6285,48.0,0.787,34.0,0.8164,33.0,0.8458,34.0,0.7906,41.0,0.5546,17.0,0.7761,45.0,0.8755,44.0,0.9749,54.0,20270115.0,35.0,609.0,1.0723909848113669
ACCO,104.0,2026-02-18,3.48,0.5233,88.0,0.5991,97.0,,,,,,,0.3632,45.0,0.325,55.0,,,,,,,20251219.0,35.0,217.0,
ACDC,118.0,2026-03-04,5.11,1.4947,99.0,1.0815,98.0,1.433,99.0,1.2312,99.0,1.0294,93.0,1.1168,100.0,0.753,88.0,0.8275,94.0,1.0243,100.0,1.221,100.0,20251121.0,35.0,189.0,0.8319525666016894
ACEL,111.0,2026-02-25,10.14,0.2649,38.0,0.3139,55.0,,,,,0.5705,63.0,0.3367,34.0,0.2555,16.0,,,,,0.5705,68.0,20260116.0,35.0,245.0,
ACES,,,34.41,0.5235,91.0,0.2649,53.0,0.3835,56.0,0.3882,52.0,0.3929,51.0,0.3232,21.0,0.2162,9.0,0.3836,86.0,0.3916,84.0,0.3997,78.0,20251219.0,35.0,217.0,1.0087583719732098
ACET,118.0,2026-03-04,0.68,0.8315,85.0,0.9142,91.0,3.8675,100.0,,,,,0.8481,78.0,0.8227,89.0,3.8675,100.0,,,,,20260116.0,35.0,245.0,
ACGL,,,87.76,0.1301,31.0,0.1857,59.0,0.2282,59.0,0.285,80.0,0.3417,89.0,0.2289,68.0,0.2059,60.0,0.2752,82.0,0.2759,82.0,0.2766,82.0,20251219.0,35.0,217.0,0.9680701754385964
ACHC,111.0,2026-02-25,20.26,0.2931,50.0,0.591,94.0,0.9948,99.0,0.879,98.0,0.7631,96.0,0.5603,91.0,0.5025,90.0,0.7105,100.0,0.7051,100.0,0.6997,100.0,20260116.0,35.0,245.0,0.8021615472127417
ACHR,111.0,2026-02-25,8.88,0.713,50.0,0.6056,31.0,1.0254,84.0,1.023,82.0,1.0207,76.0,0.8574,50.0,0.696,35.0,0.9019,85.0,0.893,79.0,0.8841,64.0,20270115.0,7.0,609.0,0.8729227761485827
ACHV,,,4.74,0.6737,72.0,0.6753,66.0,0.9885,33.0,0.9692,24.0,0.9499,25.0,1.1242,100.0,0.7881,84.0,1.162,61.0,1.056,28.0,0.9499,19.0,20251219.0,35.0,217.0,1.0895583986793234
ACI,,,17.48,0.1612,12.0,0.2432,21.0,0.2746,10.0,0.2746,7.0,0.2746,7.0,0.2884,15.0,0.216,12.0,0.2295,8.0,0.2625,5.0,0.2955,5.0,20270115.0,7.0,609.0,0.9559359067734888
ACIC,111.0,2026-02-25,12.19,0.3194,52.0,0.3587,50.0,0.4199,21.0,0.4762,26.0,0.5324,32.0,0.325,12.0,0.2983,12.0,0.4275,11.0,0.48,13.0,0.5324,19.0,20251121.0,35.0,189.0,1.007979840403192
ACIO,,,43.47,0.0739,,0.0935,,,,,,,,0.0735,,0.0708,,,,,,,,20251121.0,35.0,189.0,
ACIU,,,3.45,1.1302,92.0,1.3803,97.0,1.7879,93.0,1.5782,93.0,1.3685,84.0,0.85,73.0,0.8538,96.0,1.9678,99.0,1.6682,100.0,1.3685,90.0,20251121.0,35.0,189.0,1.0570269927765807
ACIW,111.0,2026-02-25,50.63,0.4677,86.0,0.3865,79.0,0.2767,21.0,0.3302,43.0,0.3837,61.0,0.2681,24.0,0.2573,20.0,0.3496,65.0,0.3281,49.0,0.3066,36.0,20251121.0,35.0,189.0,0.9936402180496668
ACLS,,,82.14,0.5219,61.0,0.5389,67.0,0.5072,48.0,0.4852,38.0,0.4632,30.0,0.4581,33.0,0.4092,20.0,0.5518,67.0,0.5438,63.0,0.5359,59.0,20251219.0,35.0,217.0,1.1207749381698269
ACLX,,,88.2,0.4287,39.0,0.4994,48.0,0.5157,17.0,0.5724,26.0,0.6291,38.0,0.3552,1.0,0.468,14.0,0.5382,5.0,0.5267,4.0,0.5151,3.0,20251219.0,35.0,217.0,0.9201607267645002
ACM,,,130.15,0.1899,31.0,0.2019,34.0,0.3692,71.0,0.3559,67.0,0.3426,62.0,0.1915,2.0,0.1801,3.0,0.2547,13.0,0.2639,17.0,0.273,24.0,20260417.0,35.0,336.0,0.7415004214667043
ACMR,110.0,2026-02-24,30.92,1.379,95.0,0.5269,54.0,0.6751,65.0,0.679,65.0,0.6829,66.0,0.7068,48.0,0.4682,57.0,0.6918,61.0,0.6791,56.0,0.6664,53.0,20270115.0,35.0,609.0,1.0001472754050074
ACN,,,241.34,0.2801,73.0,0.2621,79.0,0.3316,81.0,0.3286,80.0,0.3255,78.0,0.2701,70.0,0.2303,67.0,0.305,84.0,0.3474,90.0,0.3897,91.0,20270115.0,7.0,609.0,1.057212416311625
ACNB,,,46.7,0.1769,9.0,0.4176,81.0,0.3278,20.0,0.3972,57.0,0.4667,84.0,0.238,1.0,0.2349,1.0,0.3278,52.0,0.3068,27.0,0.2859,13.0,20260116.0,35.0,245.0,0.7724068479355489
ACNT,116.0,2026-03-02,12.42,0.3483,63.0,0.3061,28.0,0.2863,,,,,,0.2694,9.0,0.291,1.0,0.6324,,,,,,20251219.0,35.0,217.0,
ACR,117.0,2026-03-03,21.75,0.5466,91.0,0.2783,44.0,0.3984,36.0,,,,,0.2598,10.0,0.2621,11.0,0.3984,41.0,,,,,20251121.0,35.0,189.0,
ACRE,,,4.49,0.4169,89.0,0.3416,87.0,0.6558,94.0,,,,,0.3479,75.0,0.3037,79.0,0.6558,95.0,,,,,20251121.0,35.0,189.0,
ACRS,111.0,2026-02-25,2.27,0.7341,71.0,1.0946,91.0,1.4991,86.0,1.5622,90.0,1.6252,91.0,0.6422,40.0,0.7066,60.0,1.0911,73.0,0.9952,70.0,0.8992,62.0,20251219.0,35.0,217.0,0.6370503136602227
ACT,,,36.74,0.2329,63.0,0.2452,67.0,0.1788,4.0,0.3113,53.0,0.4438,76.0,0.2062,31.0,0.2005,30.0,0.1788,1.0,0.2736,20.0,0.3684,73.0,20260116.0,35.0,245.0,0.8788949566334725
ACTG,,,3.58,0.8162,91.0,0.5477,73.0,0.6567,61.0,,,,,0.3934,26.0,0.3817,20.0,0.6134,57.0,,,,,20251121.0,35.0,189.0,
ACVA,103.0,2026-02-17,5.09,2.7921,100.0,1.1183,100.0,1.026,97.0,0.8633,85.0,0.7006,64.0,0.8129,100.0,0.4409,48.0,0.7165,95.0,0.8176,96.0,0.9188,95.0,20251121.0,35.0,189.0,0.9470635931889264
ACWI,,,139.34,0.1108,39.0,0.0832,41.0,0.1387,59.0,0.1418,56.0,0.1449,53.0,0.1019,11.0,0.0854,28.0,0.1478,67.0,0.1646,57.0,0.1814,41.0,20270115.0,35.0,609.0,1.160789844851904
ACWV,,,118.01,0.0757,40.0,0.0634,44.0,0.1414,84.0,0.1473,81.0,0.1533,78.0,0.0785,17.0,0.0588,10.0,0.088,53.0,0.1147,52.0,0.1414,46.0,20260116.0,35.0,245.0,0.7786829599456891
ACWX,,,65.81,0.103,28.0,0.0768,40.0,0.1483,61.0,0.1597,63.0,0.1711,61.0,0.1083,10.0,0.0689,14.0,0.1483,68.0,0.1626,59.0,0.177,44.0,20251219.0,35.0,217.0,1.0181590482154037
AD,,,47.69,0.2491,,0.3168,,0.2984,,0.4812,,0.6641,,0.0,,0.0,,0.338,,0.3413,,0.3446,,,,,0.7092684954280963
ADAM,103.0,2026-02-17,6.89,0.3515,,0.3295,,,,,,0.4586,,0.0,,0.0,,,,,,0.4586,,,,,
ADAP,,,0.03,7.8963,100.0,0.0,1.0,,,,,,,3.097,100.0,0.0,1.0,,,,,,,20251219.0,35.0,217.0,
ADAPY,,,0.04,0.8423,,1.992,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,,,327.35,0.3811,77.0,0.2904,72.0,0.338,66.0,0.3304,63.0,0.3229,60.0,0.2695,34.0,0.234,39.0,0.4145,91.0,0.413,91.0,0.4115,91.0,20271217.0,7.0,945.0,1.2499999999999998
ADBG,,,9.19,0.7793,,0.591,,0.5406,,0.6913,,0.842,,0.5465,,0.4488,,0.9162,,0.9794,,1.0427,,,,,1.4167510487487345
ADC,,,72.52,0.0937,10.0,0.1772,46.0,0.2287,51.0,0.2228,39.0,0.2169,35.0,0.155,10.0,0.1496,1.0,0.1712,27.0,0.2071,40.0,0.243,57.0,20260116.0,35.0,245.0,0.9295332136445242
ADCT,,,4.16,0.6341,63.0,0.6128,61.0,1.4943,96.0,,,,,0.9271,80.0,0.8374,85.0,1.4943,97.0,,,,,20260116.0,35.0,245.0,
ADEA,102.0,2026-02-16,14.0,1.3447,100.0,0.8864,100.0,0.4208,17.0,0.5707,44.0,0.7206,57.0,0.4849,73.0,0.3837,70.0,0.506,69.0,0.5125,33.0,0.5189,27.0,20251219.0,35.0,217.0,0.8980199754687226
ADI,103.0,2026-02-17,232.88,0.264,53.0,0.2351,52.0,0.3551,75.0,0.3565,74.0,0.3579,74.0,0.2564,35.0,0.2304,42.0,0.2871,59.0,0.3236,70.0,0.3601,80.0,20270617.0,7.0,762.0,0.9077138849929874
ADM,,,56.72,0.3978,89.0,0.4499,97.0,0.273,64.0,0.2907,71.0,0.3084,76.0,0.263,63.0,0.2702,81.0,0.338,90.0,0.3151,83.0,0.2921,54.0,20270115.0,7.0,609.0,1.0839353285173718
ADMA,116.0,2026-03-02,14.03,0.7149,76.0,0.5618,55.0,0.6418,18.0,0.6702,21.0,0.6986,30.0,0.4278,7.0,0.4247,18.0,0.7306,35.0,0.6581,28.0,0.5856,14.0,20270115.0,35.0,609.0,0.981945687854372
ADNT,,,18.98,1.1525,96.0,0.6301,91.0,0.6581,77.0,0.5625,61.0,0.4669,42.0,0.4674,45.0,0.3688,43.0,0.5141,50.0,0.5121,49.0,0.5101,49.0,20260116.0,35.0,245.0,0.9104
ADP,,,252.36,0.4181,95.0,0.2645,90.0,0.2175,69.0,0.2151,67.0,0.2127,65.0,0.1861,45.0,0.1671,47.0,0.1804,30.0,0.2322,63.0,0.2839,86.0,20270115.0,7.0,609.0,1.0794979079497906
ADPT,,,15.56,0.8435,76.0,0.6256,47.0,1.1901,86.0,1.1007,85.0,1.0113,78.0,0.5564,15.0,0.5367,22.0,0.8764,74.0,0.8016,69.0,0.7267,49.0,20260116.0,35.0,245.0,0.7282638321068411
ADSE,,,10.12,0.9007,95.0,1.0978,98.0,0.5133,,0.879,,1.2448,,0.7214,100.0,0.8628,100.0,0.5133,,0.9534,,1.3935,,20251121.0,35.0,189.0,1.084641638225256
ADSK,111.0,2026-02-25,294.86,0.3194,60.0,0.2129,25.0,0.2668,21.0,0.2632,19.0,0.2595,18.0,0.2621,9.0,0.2064,3.0,0.3457,39.0,0.3468,35.0,0.3479,32.0,20270617.0,7.0,762.0,1.317629179331307
ADT,111.0,2026-02-25,8.16,0.5494,88.0,0.3915,75.0,0.2997,26.0,0.2966,23.0,0.2935,22.0,0.2471,10.0,0.2118,3.0,0.3367,39.0,0.3183,32.0,0.2999,20.0,20251121.0,35.0,189.0,1.0731625084288603
ADTN,110.0,2026-02-24,8.03,1.7758,100.0,0.6928,97.0,0.858,99.0,0.7336,97.0,0.6092,89.0,0.6935,98.0,0.4562,85.0,0.6728,100.0,0.6247,99.0,0.5767,95.0,20251121.0,35.0,189.0,0.8515539803707742
ADUR,,,12.05,0.6493,,0.6708,,1.164,,1.1014,,1.0387,,0.8918,,0.791,,1.0838,,0.9984,,0.913,,,,,0.9064826584347194
ADUS,109.0,2026-02-23,114.19,0.7109,97.0,0.5277,93.0,0.2952,16.0,0.2913,13.0,0.2874,13.0,0.3156,31.0,0.3092,22.0,0.2637,8.0,0.2601,5.0,0.2565,4.0,20260116.0,35.0,245.0,0.8928939237899073
ADV,119.0,2026-03-05,1.2,0.3146,21.0,0.776,85.0,,,,,,,0.885,97.0,0.8448,97.0,,,,,,,20251121.0,35.0,189.0,
ADVM,,,4.28,0.1335,1.0,0.23,1.0,0.5397,1.0,0.7697,8.0,0.9997,60.0,0.9497,77.0,0.9885,90.0,0.4421,1.0,0.5372,1.0,0.6322,1.0,20251219.0,35.0,217.0,0.6979342601013382
AEE,,,102.01,0.1069,21.0,0.1616,57.0,0.2397,83.0,0.2082,64.0,0.1767,33.0,0.1364,18.0,0.1384,23.0,0.2051,74.0,0.1954,56.0,0.1856,36.0,20260116.0,35.0,245.0,0.9385206532180596
AEG,,,7.61,0.137,9.0,0.1071,10.0,,,,,0.6036,85.0,0.2178,17.0,0.1185,5.0,,,,,0.341,41.0,20260116.0,35.0,245.0,
AEHR,,,23.69,0.9582,65.0,0.714,49.0,0.8979,57.0,0.9133,59.0,0.9287,61.0,1.0629,82.0,0.7967,55.0,0.8173,44.0,0.8727,63.0,0.9281,78.0,20270115.0,35.0,609.0,0.9555458228402496
AEIS,,,219.2,1.0294,97.0,0.5472,85.0,0.4768,59.0,0.4683,56.0,0.4598,53.0,0.4126,41.0,0.3392,31.0,0.4602,61.0,0.4542,57.0,0.4482,53.0,20260116.0,35.0,245.0,0.9698910954516335
AEM,,,159.29,0.401,60.0,0.2894,42.0,0.4324,64.0,0.4213,59.0,0.4102,55.0,0.3639,37.0,0.2772,28.0,0.3897,48.0,0.388,42.0,0.3864,39.0,20270617.0,7.0,762.0,0.9209589366247328
AEO,,,16.6,0.4218,64.0,0.4187,73.0,0.7267,93.0,0.6299,87.0,0.5331,76.0,0.7662,96.0,0.4932,85.0,0.54,91.0,0.5992,94.0,0.6583,95.0,20270115.0,7.0,609.0,0.9512621050960468
AEP,,,119.53,0.3839,95.0,0.1602,51.0,0.1923,66.0,0.1851,57.0,0.178,45.0,0.173,46.0,0.149,27.0,0.2155,74.0,0.215,67.0,0.2146,40.0,20270115.0,35.0,609.0,1.161534305780659
AER,110.0,2026-02-24,132.25,0.5274,84.0,0.2721,54.0,0.2353,21.0,0.21,10.0,0.1848,5.0,0.1995,14.0,0.1725,7.0,0.2853,32.0,0.2684,23.0,0.2514,15.0,20270115.0,35.0,609.0,1.2780952380952382
AES,112.0,2026-02-26,14.19,0.427,80.0,0.4081,83.0,0.554,90.0,0.521,87.0,0.4879,85.0,0.5288,88.0,0.3609,81.0,0.1763,3.0,0.2698,27.0,0.3633,57.0,20270115.0,7.0,609.0,0.5178502879078695
AESI,110.0,2026-02-24,11.19,1.5498,100.0,0.855,99.0,0.5994,92.0,0.6998,96.0,0.8002,97.0,0.5412,86.0,0.443,86.0,0.6397,100.0,0.6308,100.0,0.622,97.0,20260116.0,35.0,245.0,0.9014004001143184
AETH,,,39.35,0.3521,23.0,0.2059,66.0,0.6276,50.0,0.657,46.0,0.6863,43.0,0.5452,41.0,0.2559,59.0,0.4671,18.0,0.62,39.0,0.7728,81.0,20251219.0,35.0,217.0,0.943683409436834
AEVA,,,12.94,1.0992,81.0,0.9342,77.0,1.2178,89.0,1.222,91.0,1.2263,92.0,1.1537,98.0,1.0693,97.0,1.0132,80.0,1.0501,87.0,1.0869,90.0,20270115.0,35.0,609.0,0.859328968903437
AEYE,,,13.48,0.7296,50.0,0.7374,44.0,1.2035,86.0,1.159,64.0,1.1145,57.0,0.5886,1.0,0.5719,1.0,0.8945,46.0,0.8178,12.0,0.7411,2.0,20251219.0,35.0,217.0,0.7056082830025884
AFCG,,,3.08,0.3345,64.0,0.4646,94.0,0.5025,81.0,0.6624,84.0,0.8224,83.0,0.623,96.0,0.5269,100.0,0.5025,95.0,0.6624,100.0,0.8224,98.0,20260116.0,35.0,245.0,1.0
AFG,,,141.42,0.309,83.0,0.2567,82.0,0.2782,74.0,0.2316,57.0,0.185,27.0,0.2127,57.0,0.1907,61.0,0.2465,68.0,0.2324,62.0,0.2183,53.0,20251219.0,35.0,217.0,1.003454231433506
AFK,,,23.87,0.2279,72.0,0.1937,63.0,,,,,0.3761,70.0,0.1689,19.0,0.1885,46.0,,,,,0.3109,45.0,20251219.0,35.0,217.0,
AFL,,,113.7,0.1936,55.0,0.2298,75.0,0.2026,52.0,0.1996,48.0,0.1966,43.0,0.1725,28.0,0.1639,35.0,0.2309,61.0,0.2318,56.0,0.2327,43.0,20270115.0,7.0,609.0,1.1613226452905812
AFMDQ,,,0.01,64.1089,,34.5409,,,,,,,,0.0,,0.0,,,,,,,,,,,
AFRM,,,65.96,0.6598,38.0,0.5329,21.0,1.1451,83.0,1.1182,81.0,1.0914,79.0,0.5866,11.0,0.4925,11.0,0.7056,27.0,0.7124,27.0,0.7191,27.0,20270115.0,7.0,609.0,0.637095331783223
AFRU,,,12.68,1.2804,,0.9308,,1.9122,,1.9686,,2.0249,,0.0,,0.0,,1.3005,,1.368,,1.4354,,,,,0.6949100883876868
AFYA,,,14.12,0.1464,3.0,0.3202,24.0,,,,,0.4978,28.0,0.2635,7.0,0.3046,12.0,,,,,0.4978,28.0,20251219.0,35.0,217.0,
AG,,,10.9,0.6933,77.0,0.5681,77.0,0.6679,81.0,0.6563,78.0,0.6447,77.0,0.6322,61.0,0.5096,60.0,0.6707,77.0,0.6395,69.0,0.6083,56.0,20270115.0,7.0,609.0,0.974401950327594
AGCO,,,105.65,0.2967,57.0,0.368,85.0,0.3717,76.0,0.348,68.0,0.3244,56.0,0.3142,52.0,0.2759,47.0,0.3867,83.0,0.3772,76.0,0.3678,64.0,20251121.0,35.0,189.0,1.0839080459770114
AGEN,,,3.84,0.6265,57.0,0.4777,26.0,0.9876,68.0,0.974,69.0,0.9603,67.0,1.0167,84.0,0.8741,83.0,1.4336,88.0,1.2674,85.0,1.1012,78.0,20251121.0,35.0,189.0,1.3012320328542095
AGG,,,100.24,0.0471,71.0,0.0258,41.0,0.0503,70.0,0.056,69.0,0.0616,62.0,0.0413,61.0,0.0269,40.0,0.0503,79.0,0.0668,82.0,0.0834,78.0,20251219.0,35.0,217.0,1.1928571428571428
AGGY,,,44.25,0.0476,32.0,0.0298,32.0,,,,,,,0.0441,1.0,0.0281,1.0,,,,,,,20260116.0,35.0,245.0,
AGI,,,30.44,0.4104,52.0,0.3638,49.0,0.4458,41.0,0.433,34.0,0.4203,30.0,0.406,30.0,0.3193,19.0,0.448,36.0,0.4296,28.0,0.4112,21.0,20270115.0,35.0,609.0,0.9921478060046188
