symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AAPL,75.0,2026-01-28,272.41,0.1507,18.0,0.1946,40.0,0.2136,24.0,0.213,23.0,0.2123,23.0,0.2265,21.0,0.1988,28.0,0.2824,33.0,0.2916,34.0,0.3008,39.0,20271217.0,7.0,945.0,1.3690140845070424
AAPU,,,36.52,0.3052,38.0,0.382,70.0,0.4548,53.0,0.412,28.0,0.3692,15.0,0.4519,61.0,0.3902,69.0,0.4813,81.0,0.5252,80.0,0.5691,79.0,20260116.0,35.0,245.0,1.274757281553398
AAPW,,,42.17,0.2011,,0.2008,,,,,,1.8862,,0.2855,,0.2232,,,,,,0.8029,,20251219.0,35.0,217.0,
AAPX,,,31.55,0.3124,,0.3375,,0.4647,,0.495,,0.5252,,0.4547,,0.3745,,0.4647,,0.7343,,1.0038,,20251219.0,35.0,217.0,1.483434343434343
AAPY,,,25.21,0.1036,,0.0939,,,,,,0.5298,,0.1878,,0.1172,,,,,,0.3012,,20260116.0,35.0,245.0,
AAT,81.0,2026-02-03,19.33,0.214,56.0,0.1904,42.0,,,,,0.362,72.0,0.2578,64.0,0.2167,55.0,,,,,0.362,79.0,20260116.0,35.0,245.0,
AAXJ,,,93.91,0.1511,48.0,0.1171,77.0,0.1579,37.0,0.2178,77.0,0.2777,91.0,0.1445,17.0,0.0823,19.0,0.1679,42.0,0.1926,50.0,0.2174,57.0,20251219.0,35.0,217.0,0.884297520661157
AB,82.0,2026-02-04,39.34,0.118,7.0,0.1239,1.0,0.2464,39.0,0.3106,59.0,0.3747,71.0,0.1764,4.0,0.181,1.0,0.255,57.0,0.2568,35.0,0.2586,18.0,20260116.0,35.0,245.0,0.8267868641339343
ABAT,90.0,2026-02-12,3.6,1.7896,96.0,1.3285,93.0,1.3446,,1.3873,,1.43,,1.5188,92.0,1.2308,93.0,1.487,,1.4351,,1.3832,,20251219.0,35.0,217.0,1.0344554169970446
ABBV,76.0,2026-01-29,232.36,0.2512,69.0,0.2429,74.0,0.2218,52.0,0.2226,48.0,0.2235,46.0,0.2234,35.0,0.2039,35.0,0.2754,90.0,0.2732,67.0,0.2711,25.0,20270115.0,7.0,609.0,1.2273135669362083
ABCB,75.0,2026-01-28,72.89,0.1972,31.0,0.2366,38.0,0.2907,40.0,0.3104,43.0,0.3302,55.0,0.2499,32.0,0.2233,7.0,0.2749,39.0,0.2924,43.0,0.3099,51.0,20260116.0,35.0,245.0,0.9420103092783504
ABCL,103.0,2026-02-25,3.69,1.0044,93.0,0.8653,91.0,1.0634,91.0,0.9898,89.0,0.9163,84.0,0.8242,94.0,0.7736,93.0,1.0163,83.0,1.2336,98.0,1.451,100.0,20260116.0,35.0,245.0,1.2463123863406749
ABEO,,,4.45,1.2652,92.0,0.9473,77.0,0.7627,20.0,,,,,0.5222,8.0,0.519,6.0,1.4188,82.0,,,,,20251219.0,35.0,217.0,
ABEV,,,2.55,0.237,39.0,0.1373,2.0,0.2258,9.0,0.277,17.0,0.3282,21.0,0.2445,16.0,0.2062,20.0,0.2258,17.0,0.2912,23.0,0.3567,28.0,20270115.0,35.0,609.0,1.0512635379061372
ABFL,,,70.67,0.2211,,0.1427,,0.274,,0.3035,,0.333,,0.135,,0.1381,,0.1958,,0.2326,,0.2693,,20251219.0,35.0,217.0,0.7663920922570017
ABG,75.0,2026-01-28,222.09,0.3162,47.0,0.2901,41.0,0.3942,61.0,0.3755,54.0,0.3568,46.0,0.3285,39.0,0.3068,38.0,0.3709,51.0,0.3697,48.0,0.3684,47.0,20260116.0,35.0,245.0,0.984553928095872
ABL,,,6.55,1.2386,96.0,0.8024,91.0,0.7637,,,,,,0.7023,98.0,0.665,97.0,0.6116,,,,,,20270115.0,35.0,609.0,
ABM,32.0,2025-12-16,42.07,0.2607,61.0,0.2279,52.0,0.3617,70.0,0.3776,71.0,0.3934,76.0,0.2681,49.0,0.2472,51.0,0.3151,67.0,0.3474,71.0,0.3796,80.0,20260116.0,35.0,245.0,0.920021186440678
ABNB,89.0,2026-02-11,122.02,0.1822,7.0,0.3362,50.0,0.3361,28.0,0.3065,17.0,0.2769,8.0,0.2587,11.0,0.234,14.0,0.3735,11.0,0.379,7.0,0.3844,6.0,20270115.0,7.0,609.0,1.2365415986949428
ABNY,,,9.35,0.1801,20.0,0.2532,84.0,,,,,,,0.2334,44.0,0.1827,50.0,,,,,,,20260116.0,35.0,245.0,
ABOS,,,1.73,0.6443,43.0,0.7616,54.0,,,,,,,0.8599,59.0,0.8243,55.0,,,,,,,20260116.0,35.0,245.0,
ABR,97.0,2026-02-19,8.79,0.2129,51.0,0.2491,64.0,0.2748,46.0,0.2911,38.0,0.3074,39.0,0.3699,77.0,0.3248,72.0,0.4506,93.0,0.4372,79.0,0.4239,52.0,20270115.0,7.0,609.0,1.5018893850910338
ABSI,,,2.82,1.6963,98.0,0.9506,65.0,1.0662,35.0,1.0352,24.0,1.0043,23.0,0.915,28.0,0.7475,1.0,1.1491,52.0,1.1965,57.0,1.2439,70.0,20251121.0,35.0,189.0,1.1558153013910355
ABT,67.0,2026-01-20,130.59,0.1009,14.0,0.1411,30.0,0.1893,49.0,0.1955,51.0,0.2017,54.0,0.2089,57.0,0.1911,62.0,0.1854,26.0,0.2236,47.0,0.2618,67.0,20270115.0,7.0,609.0,1.1437340153452684
ABTC,0.0,2025-11-14,4.86,0.5728,,1.0881,,0.8862,,1.0802,,1.2743,,0.0,,0.0,,1.2108,,1.3484,,1.4859,,,,,1.248287354193668
ABUS,,,4.52,0.5436,56.0,0.5302,42.0,0.9164,52.0,0.8882,46.0,0.86,44.0,0.4184,15.0,0.4414,17.0,1.5628,84.0,1.5307,90.0,1.4986,94.0,20270115.0,35.0,609.0,1.7233731141634767
ABVC,,,2.92,0.625,,0.5319,,3.5594,,,,,,1.2194,,1.0052,,3.5594,,,,,,,,,
ABVE,,,2.18,2.0771,,1.8009,,,,,,,,3.2016,,2.3766,,,,,,,,,,,
ABVX,,,110.39,0.736,,0.5652,,0.6761,,0.6886,,0.7011,,2.7929,,0.5704,,0.9146,,0.8976,,0.8805,,,,,1.3035143769968052
ACA,103.0,2026-02-25,100.48,0.2106,24.0,0.2506,39.0,0.308,24.0,0.3628,41.0,0.4177,66.0,0.3295,35.0,0.2523,20.0,0.3642,64.0,0.3639,65.0,0.3636,63.0,20251219.0,35.0,217.0,1.00303197353914
ACAD,102.0,2026-02-24,24.02,0.5635,64.0,0.6513,74.0,0.3709,3.0,0.5459,27.0,0.7209,60.0,0.3711,1.0,0.3648,3.0,0.5499,24.0,0.549,23.0,0.548,21.0,20251219.0,35.0,217.0,1.005678695731819
ACB,,,4.31,0.4481,22.0,0.3938,8.0,0.7839,34.0,0.7758,28.0,0.7678,25.0,0.7875,40.0,0.5533,16.0,0.7627,43.0,0.9397,59.0,1.1166,77.0,20270115.0,35.0,609.0,1.211265790152101
ACCO,96.0,2026-02-18,3.42,0.4233,78.0,0.3648,72.0,,,,,,,0.362,45.0,0.3266,56.0,,,,,,,20251219.0,35.0,217.0,
ACDC,110.0,2026-03-04,3.82,1.4877,99.0,0.8321,90.0,0.7582,70.0,0.8835,86.0,1.0088,92.0,1.1492,100.0,0.7436,88.0,0.9163,99.0,1.0452,100.0,1.1742,100.0,20251121.0,35.0,189.0,1.1830220713073003
ACEL,103.0,2026-02-25,10.27,0.1733,10.0,0.1973,14.0,,,,,0.8282,95.0,0.3363,34.0,0.2563,16.0,,,,,0.6182,78.0,20260116.0,35.0,245.0,
ACES,,,32.57,0.4441,80.0,0.4008,93.0,0.3843,56.0,0.4206,67.0,0.457,77.0,0.3324,24.0,0.2318,20.0,0.3627,79.0,0.394,84.0,0.4254,85.0,20251219.0,35.0,217.0,0.936757013789824
ACET,110.0,2026-03-04,0.66,0.62,71.0,0.8249,87.0,4.1707,100.0,,,,,0.7853,74.0,0.8155,88.0,4.1707,100.0,,,,,20260116.0,35.0,245.0,
ACGL,87.0,2026-02-09,92.52,0.1214,27.0,0.1703,51.0,0.2423,66.0,0.2547,70.0,0.2672,74.0,0.2233,66.0,0.2043,59.0,0.2383,62.0,0.2467,65.0,0.2551,69.0,20251219.0,35.0,217.0,0.9685904986258344
ACHC,103.0,2026-02-25,16.02,0.5056,87.0,0.6672,96.0,0.9499,99.0,1.255,100.0,1.5602,100.0,0.5743,93.0,0.4951,89.0,0.7265,100.0,0.6906,100.0,0.6547,98.0,20260116.0,35.0,245.0,0.5502788844621515
ACHR,103.0,2026-02-25,7.88,0.8999,66.0,0.8406,73.0,0.783,37.0,0.7787,27.0,0.7743,25.0,0.7817,44.0,0.6791,32.0,0.9052,86.0,0.894,79.0,0.8827,64.0,20270115.0,7.0,609.0,1.1480672916399128
ACHV,115.0,2026-03-09,4.38,0.6098,64.0,0.7759,80.0,1.0475,41.0,,,,,1.0999,100.0,0.7759,81.0,1.1353,56.0,,,,,20251219.0,35.0,217.0,
ACI,,,18.21,0.1735,14.0,0.1795,11.0,0.2854,10.0,0.292,9.0,0.2985,9.0,0.2876,15.0,0.2148,12.0,0.2283,8.0,0.27,6.0,0.3118,7.0,20270115.0,7.0,609.0,0.9246575342465756
ACIC,103.0,2026-02-25,11.68,0.1649,20.0,0.3078,35.0,0.5579,48.0,0.5548,44.0,0.5516,35.0,0.3185,12.0,0.2913,12.0,0.5579,51.0,0.4799,13.0,0.4019,3.0,20251121.0,35.0,189.0,0.8649963950973324
ACIO,,,43.58,0.1413,,0.11,,,,,,0.2161,,0.0785,,0.0738,,,,,,0.2161,,20251121.0,35.0,189.0,
ACIU,117.0,2026-03-11,3.29,0.3991,25.0,0.6439,56.0,2.0143,96.0,1.6298,94.0,1.2452,78.0,0.8439,71.0,0.8539,96.0,2.0409,99.0,1.643,98.0,1.2452,86.0,20251121.0,35.0,189.0,1.00809915327034
ACIW,103.0,2026-02-25,46.97,0.4403,83.0,0.3667,76.0,0.3539,52.0,0.349,50.0,0.344,50.0,0.2737,27.0,0.2599,22.0,0.353,67.0,0.3427,60.0,0.3324,51.0,20251121.0,35.0,189.0,0.981948424068768
ACLS,87.0,2026-02-09,81.54,0.4386,46.0,0.4863,57.0,0.4899,41.0,0.537,57.0,0.5841,70.0,0.4659,36.0,0.419,24.0,0.5256,57.0,0.526,56.0,0.5265,55.0,20251219.0,35.0,217.0,0.9795158286778398
ACLX,,,89.98,0.448,43.0,0.4566,36.0,0.6162,32.0,0.5914,28.0,0.5667,27.0,0.3634,1.0,0.4306,1.0,0.5156,4.0,0.5145,3.0,0.5134,3.0,20251219.0,35.0,217.0,0.8699695637470408
ACM,4.0,2025-11-18,133.52,0.1359,12.0,0.2015,33.0,0.3555,67.0,0.3952,77.0,0.435,84.0,0.1912,2.0,0.1829,4.0,0.2581,15.0,0.2696,22.0,0.281,31.0,20260417.0,35.0,336.0,0.6821862348178138
ACMR,102.0,2026-02-24,31.51,0.5559,54.0,0.5499,57.0,0.6248,56.0,0.6293,55.0,0.6337,56.0,0.7115,49.0,0.4766,57.0,0.635,49.0,0.646,48.0,0.6569,51.0,20270115.0,35.0,609.0,1.0265374225329733
ACN,34.0,2025-12-18,245.21,0.247,65.0,0.2516,77.0,0.3042,75.0,0.3054,74.0,0.3067,73.0,0.2717,71.0,0.2335,68.0,0.3066,84.0,0.351,90.0,0.3954,92.0,20270115.0,7.0,609.0,1.149312377210216
ACNB,68.0,2026-01-21,47.32,0.1865,11.0,0.313,54.0,0.4005,57.0,0.4504,80.0,0.5003,90.0,0.2406,1.0,0.2444,1.0,0.323,47.0,0.3034,24.0,0.2839,12.0,20260116.0,35.0,245.0,0.6736234458259325
ACNT,108.0,2026-03-02,13.79,0.3169,54.0,0.3723,48.0,0.376,,0.3797,,0.3834,2.0,0.2503,2.0,0.2831,1.0,0.376,,0.3797,,0.3834,2.0,20251219.0,35.0,217.0,1.0
ACR,109.0,2026-03-03,21.42,0.1294,8.0,0.1794,10.0,,,,,,,0.2598,10.0,0.2584,10.0,,,,,,,20251121.0,35.0,189.0,
ACRE,88.0,2026-02-10,4.93,0.9045,99.0,0.4982,96.0,0.3369,60.0,,,,,0.3963,87.0,0.3195,82.0,0.3872,80.0,,,,,20251121.0,35.0,189.0,
ACRS,103.0,2026-02-25,2.52,0.9657,86.0,1.1965,94.0,1.0995,68.0,1.3416,84.0,1.5837,90.0,0.6645,45.0,0.7294,61.0,1.1977,79.0,1.3121,87.0,1.4265,91.0,20251219.0,35.0,217.0,0.978011329755516
ACT,80.0,2026-02-02,37.7,0.1244,12.0,0.2462,68.0,0.3086,56.0,,,,,0.2024,31.0,0.1991,30.0,0.3086,64.0,,,,,20260116.0,35.0,245.0,
ACTG,117.0,2026-03-11,3.67,0.2563,21.0,0.4109,46.0,0.4008,7.0,,,,,0.3923,26.0,0.3846,21.0,0.4008,4.0,,,,,20251121.0,35.0,189.0,
ACVA,95.0,2026-02-17,6.24,3.1668,100.0,1.1081,100.0,0.624,50.0,0.6672,57.0,0.7104,65.0,0.8507,100.0,0.4545,49.0,0.692,91.0,0.7046,85.0,0.7172,81.0,20251121.0,35.0,189.0,1.0560551558752995
ACWI,,,140.08,0.1507,62.0,0.1102,62.0,0.1369,57.0,0.1725,74.0,0.2082,83.0,0.1059,14.0,0.0871,32.0,0.1461,66.0,0.1681,60.0,0.1901,51.0,20270115.0,35.0,609.0,0.9744927536231884
ACWV,,,120.45,0.066,31.0,0.0594,36.0,0.3222,99.0,0.2334,97.0,0.1445,74.0,0.0751,10.0,0.0575,8.0,0.0951,60.0,0.1164,54.0,0.1378,40.0,20260116.0,35.0,245.0,0.4987146529562982
ACWX,,,66.56,0.126,41.0,0.0872,51.0,,,,,0.6602,100.0,0.1108,10.0,0.0701,15.0,,,,,0.2984,95.0,20251219.0,35.0,217.0,
AD,,,45.88,0.3256,,0.3679,,0.3409,,0.3608,,0.3807,,0.0,,0.0,,0.3477,,0.3528,,0.3578,,,,,0.9778270509977828
ADAM,95.0,2026-02-17,7.15,0.1926,,0.1937,,0.1857,,0.31,,0.4342,,0.0,,0.0,,0.1857,,0.31,,0.4342,,,,,1.0
ADAPY,,,0.03,2.5917,,2.958,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,27.0,2025-12-11,331.11,0.2137,37.0,0.1864,26.0,0.2842,46.0,0.3076,55.0,0.3311,63.0,0.2661,32.0,0.2348,40.0,0.4063,91.0,0.4071,91.0,0.4078,91.0,20271217.0,7.0,945.0,1.323472041612484
ADBG,,,9.37,0.4293,,0.3678,,0.5913,,0.9622,,1.3331,,0.5401,,0.4507,,0.628,,0.7102,,0.7923,,,,,0.738100187071295
ADC,87.0,2026-02-09,73.78,0.0881,8.0,0.109,2.0,0.2022,35.0,0.2102,31.0,0.2181,36.0,0.1511,7.0,0.1486,1.0,0.2376,69.0,0.208,41.0,0.1784,6.0,20260116.0,35.0,245.0,0.9895337773549
ADCT,,,3.96,0.5969,59.0,0.8225,81.0,1.486,96.0,,,,,0.7353,61.0,0.781,80.0,1.4931,97.0,,,,,20260116.0,35.0,245.0,
ADEA,94.0,2026-02-16,12.86,0.3825,69.0,0.391,71.0,0.487,44.0,0.5276,31.0,0.5682,37.0,0.4918,79.0,0.3911,74.0,0.3081,1.0,0.4315,7.0,0.5549,34.0,20251219.0,35.0,217.0,0.8178544351781654
ADI,11.0,2025-11-25,234.89,0.3134,65.0,0.2397,54.0,0.3814,82.0,0.3814,81.0,0.3814,80.0,0.2634,40.0,0.2328,44.0,0.2924,63.0,0.3292,73.0,0.3659,82.0,20270617.0,7.0,762.0,0.8631358154168851
ADM,80.0,2026-02-02,58.61,0.2354,57.0,0.2414,70.0,0.2407,48.0,0.2701,62.0,0.2995,73.0,0.2619,62.0,0.2692,81.0,0.3307,89.0,0.3155,83.0,0.3003,61.0,20270115.0,7.0,609.0,1.1680858941132914
ADMA,108.0,2026-03-02,15.56,0.9179,87.0,0.5999,61.0,0.7312,28.0,0.7485,32.0,0.7657,39.0,0.4499,12.0,0.4294,18.0,0.6494,26.0,0.6732,31.0,0.6971,35.0,20270115.0,35.0,609.0,0.8993987975951904
ADNT,73.0,2026-01-26,20.02,0.6099,77.0,0.4523,66.0,0.4385,36.0,0.4344,36.0,0.4303,36.0,0.4767,46.0,0.377,43.0,0.5124,50.0,0.4946,47.0,0.4767,43.0,20260116.0,35.0,245.0,1.1385819521178635
ADP,74.0,2026-01-27,253.09,0.1854,59.0,0.1859,67.0,0.2269,73.0,0.2146,67.0,0.2022,57.0,0.1821,44.0,0.1674,47.0,0.2504,79.0,0.245,71.0,0.2397,55.0,20270115.0,7.0,609.0,1.1416589002795898
ADPT,87.0,2026-02-09,14.1,0.6865,57.0,0.618,45.0,1.3452,92.0,1.4573,98.0,1.5694,98.0,0.5596,16.0,0.5392,22.0,0.7427,55.0,0.7249,50.0,0.7071,44.0,20260116.0,35.0,245.0,0.4974267480957935
ADSE,,,10.2,0.1277,1.0,0.5314,36.0,,,,,2.0809,,0.7099,100.0,0.8478,100.0,,,,,1.5093,,20251121.0,35.0,189.0,
ADSK,11.0,2025-11-25,299.39,0.1942,21.0,0.1838,13.0,0.3762,64.0,0.3706,62.0,0.3651,60.0,0.2628,10.0,0.2082,3.0,0.3451,38.0,0.3516,41.0,0.358,44.0,20270617.0,7.0,762.0,0.9487317862924988
ADT,103.0,2026-02-25,8.26,0.2327,30.0,0.2022,17.0,0.2855,22.0,0.358,36.0,0.4305,51.0,0.2483,10.0,0.2126,3.0,0.3267,36.0,0.3216,32.0,0.3165,27.0,20251121.0,35.0,189.0,0.8983240223463688
ADTN,102.0,2026-02-24,7.47,0.3588,57.0,0.438,79.0,0.6085,90.0,0.5933,88.0,0.5781,85.0,0.6928,98.0,0.4597,85.0,0.6756,100.0,0.5903,98.0,0.5051,81.0,20251121.0,35.0,189.0,0.9949435361537164
ADUR,,,11.1,0.6914,,0.9871,,1.3616,,1.251,,1.1404,,0.8826,,0.8004,,1.0442,,1.0002,,0.9563,,,,,0.7995203836930456
ADUS,101.0,2026-02-23,109.07,0.315,61.0,0.344,66.0,0.3862,51.0,0.3244,23.0,0.2627,8.0,0.3168,31.0,0.312,25.0,0.2656,8.0,0.2673,8.0,0.2691,7.0,20260116.0,35.0,245.0,0.8239827373612822
ADV,111.0,2026-03-05,1.15,1.1201,95.0,1.0841,95.0,,,,,,,0.8893,97.0,0.8288,97.0,,,,,,,20251121.0,35.0,189.0,
ADVM,,,4.29,0.1472,1.0,0.1529,1.0,,,,,1.244,81.0,0.8777,72.0,0.9319,84.0,,,,,0.6425,2.0,20251219.0,35.0,217.0,
AEE,89.0,2026-02-11,105.02,0.172,61.0,0.1782,68.0,0.1172,5.0,0.148,15.0,0.1788,35.0,0.1367,18.0,0.1383,23.0,0.1846,60.0,0.1842,45.0,0.1838,33.0,20260116.0,35.0,245.0,1.2445945945945946
AEG,,,7.8,0.1565,15.0,0.1181,17.0,,,,,0.8022,94.0,0.2162,16.0,0.117,4.0,,,,,0.4413,69.0,20260116.0,35.0,245.0,
AEHR,59.0,2026-01-12,20.34,0.8345,54.0,0.8171,62.0,0.8713,53.0,0.8696,51.0,0.8678,50.0,1.0809,83.0,0.8124,59.0,0.843,57.0,0.8661,60.0,0.8892,61.0,20270115.0,35.0,609.0,0.9959751609935602
AEIS,88.0,2026-02-10,202.48,0.3013,32.0,0.468,74.0,0.4634,56.0,0.4364,46.0,0.4093,36.0,0.4198,44.0,0.3519,38.0,0.4708,64.0,0.463,61.0,0.4553,56.0,20260116.0,35.0,245.0,1.0609532538955089
AEM,,,168.11,0.3501,48.0,0.3512,63.0,0.4007,53.0,0.3998,52.0,0.3988,52.0,0.366,37.0,0.2843,31.0,0.3917,48.0,0.3907,43.0,0.3897,39.0,20270617.0,7.0,762.0,0.9772386193096548
AEO,18.0,2025-12-02,17.56,0.3884,57.0,0.386,67.0,0.4105,50.0,0.5122,73.0,0.6138,85.0,0.7548,95.0,0.4931,85.0,0.5262,90.0,0.5908,94.0,0.6554,95.0,20270115.0,7.0,609.0,1.1534556813744632
AEP,89.0,2026-02-11,121.3,0.1565,49.0,0.1343,30.0,0.1695,49.0,0.174,47.0,0.1785,45.0,0.1681,41.0,0.1477,25.0,0.1461,27.0,0.2038,57.0,0.2616,73.0,20270115.0,35.0,609.0,1.171264367816092
AER,102.0,2026-02-24,136.86,0.1901,28.0,0.2069,31.0,0.1755,4.0,0.2022,8.0,0.2289,18.0,0.2022,15.0,0.1727,7.0,0.2541,19.0,0.2691,24.0,0.2841,28.0,20270115.0,35.0,609.0,1.3308605341246291
AES,104.0,2026-02-26,13.82,0.2145,35.0,0.3445,75.0,0.3309,63.0,0.3658,70.0,0.4008,76.0,0.5175,88.0,0.3579,80.0,0.203,10.0,0.2602,25.0,0.3174,41.0,20270115.0,7.0,609.0,0.7113176599234554
AESI,102.0,2026-02-24,8.94,1.1045,99.0,0.9047,99.0,0.7541,98.0,0.733,98.0,0.712,92.0,0.5993,100.0,0.4852,88.0,0.6721,100.0,0.68,100.0,0.688,100.0,20260116.0,35.0,245.0,0.9276944065484312
AETH,,,39.37,0.0297,11.0,0.0284,45.0,0.7965,92.0,0.7551,80.0,0.7137,52.0,0.5227,37.0,0.2472,57.0,0.4591,17.0,0.6139,35.0,0.7687,80.0,20251219.0,35.0,217.0,0.8130049000132433
AEVA,,,9.99,1.1653,86.0,1.104,89.0,1.5459,97.0,1.3801,97.0,1.2143,91.0,1.1294,97.0,1.0343,94.0,1.2039,97.0,1.1173,95.0,1.0307,79.0,20270115.0,35.0,609.0,0.8095790160133323
AEYE,116.0,2026-03-10,11.98,0.5764,30.0,0.7018,37.0,1.2477,89.0,1.0528,53.0,0.8578,25.0,0.5774,1.0,0.5744,1.0,0.7806,12.0,0.8124,11.0,0.8443,17.0,20251219.0,35.0,217.0,0.7716565349544073
AFCG,117.0,2026-03-11,3.13,0.4872,85.0,0.4776,94.0,0.5616,88.0,0.7392,89.0,0.9167,87.0,0.6222,96.0,0.5228,100.0,0.5616,97.0,0.7392,100.0,0.9167,100.0,20260116.0,35.0,245.0,1.0
AFG,80.0,2026-02-02,142.44,0.2847,79.0,0.2925,88.0,0.265,71.0,0.2292,57.0,0.1933,33.0,0.2083,56.0,0.1964,62.0,0.2653,75.0,0.2403,64.0,0.2153,51.0,20251219.0,35.0,217.0,1.0484293193717278
AFK,,,24.3,0.2932,92.0,0.1742,45.0,,,,,0.4206,87.0,0.1732,19.0,0.1815,42.0,,,,,0.463,96.0,20251219.0,35.0,217.0,
AFL,81.0,2026-02-03,114.34,0.1448,36.0,0.1646,46.0,0.1563,22.0,0.1602,22.0,0.1642,22.0,0.1695,26.0,0.1642,35.0,0.2242,59.0,0.2276,54.0,0.231,42.0,20270115.0,7.0,609.0,1.4207240948813982
AFMDQ,,,0.01,55.8749,,25.787,,,,,,,,0.0,,0.0,,,,,,,,,,,
AFRM,83.0,2026-02-05,70.51,1.1144,78.0,0.6951,46.0,0.6234,16.0,0.623,16.0,0.6227,16.0,0.6042,11.0,0.5017,11.0,0.6974,24.0,0.7005,24.0,0.7036,24.0,20270115.0,7.0,609.0,1.1243980738362762
AFRU,,,14.04,2.1825,,1.2984,,1.4151,,1.577,,1.7389,,0.0,,0.0,,1.3283,,1.3545,,1.3807,,,,,0.8589093214965124
AFYA,117.0,2026-03-11,14.84,0.1747,5.0,0.3179,23.0,,,,,0.6391,66.0,0.2594,7.0,0.3032,12.0,,,,,0.6391,84.0,20251219.0,35.0,217.0,
AG,,,12.01,0.4849,44.0,0.5531,74.0,0.6426,76.0,0.6195,71.0,0.5964,66.0,0.6379,63.0,0.5175,62.0,0.6642,75.0,0.6323,66.0,0.6004,52.0,20270115.0,7.0,609.0,1.0206618240516545
AGCO,82.0,2026-02-04,104.43,0.2382,40.0,0.2818,62.0,0.3516,71.0,0.3385,64.0,0.3254,56.0,0.3148,52.0,0.2803,49.0,0.3928,85.0,0.3804,78.0,0.3681,64.0,20251121.0,35.0,189.0,1.123781388478582
AGEN,115.0,2026-03-09,4.34,0.4227,28.0,0.8394,78.0,0.9739,67.0,1.3094,89.0,1.6448,96.0,1.0123,84.0,0.8733,83.0,1.0186,72.0,1.0225,72.0,1.0264,71.0,20251121.0,35.0,189.0,0.7808920116083703
AGG,,,100.0,0.0373,54.0,0.0202,22.0,0.0291,17.0,0.0413,35.0,0.0535,50.0,0.0402,60.0,0.0261,37.0,0.0291,24.0,0.0576,67.0,0.0861,79.0,20251219.0,35.0,217.0,1.3946731234866827
AGGY,,,44.1,0.0437,24.0,0.0198,1.0,,,,,,,0.0431,1.0,0.0272,1.0,,,,,,,20260116.0,35.0,245.0,
