symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AAXJ,,,93.33,0.1649,55.0,0.0956,57.0,0.1687,47.0,0.1972,66.0,0.2256,78.0,0.142,16.0,0.08,14.0,0.1716,46.0,0.1973,57.0,0.223,64.0,20251219.0,35.0,217.0,1.0005070993914809
AB,89.0,2026-02-04,39.14,0.1756,24.0,0.1653,10.0,0.2472,39.0,0.2698,39.0,0.2925,43.0,0.1829,5.0,0.1854,2.0,0.1969,28.0,0.2343,22.0,0.2717,24.0,20260116.0,35.0,245.0,0.868421052631579
ABAT,5.0,2025-11-12,4.43,1.8209,96.0,1.2624,92.0,1.3768,,1.4224,,1.4681,,1.5083,91.0,1.2367,93.0,1.4129,,1.4616,,1.5103,,20251219.0,35.0,217.0,1.0275590551181102
ABBV,83.0,2026-01-29,219.16,0.3788,91.0,0.2358,71.0,0.2221,52.0,0.2218,47.0,0.2216,45.0,0.2338,45.0,0.2067,40.0,0.2693,86.0,0.275,71.0,0.2807,36.0,20270115.0,7.0,609.0,1.2398557258791705
ABCB,82.0,2026-01-28,73.68,0.1214,9.0,0.2164,28.0,0.3346,56.0,0.3375,52.0,0.3404,57.0,0.2473,30.0,0.2185,5.0,0.2804,43.0,0.2944,44.0,0.3085,50.0,20260116.0,35.0,245.0,0.8722962962962962
ABCL,110.0,2026-02-25,3.91,0.9068,90.0,0.8084,87.0,1.0075,87.0,1.0718,94.0,1.1361,97.0,0.8138,94.0,0.7699,93.0,1.179,92.0,1.0556,95.0,0.9323,94.0,20260116.0,35.0,245.0,0.9848852397835416
ABEO,10.0,2025-11-17,4.2,0.4544,23.0,0.577,27.0,2.9952,96.0,2.5092,92.0,2.0231,88.0,0.4703,6.0,0.4956,5.0,0.9629,51.0,1.04,54.0,1.1172,67.0,20251219.0,35.0,217.0,0.414474732982624
ABEV,,,2.43,0.3015,60.0,0.2106,35.0,0.1804,1.0,0.3285,40.0,0.4766,80.0,0.2391,12.0,0.2073,21.0,0.2313,19.0,0.354,47.0,0.4766,70.0,20270115.0,35.0,609.0,1.0776255707762556
ABFL,,,71.14,0.1598,,0.0994,,0.163,,0.1726,,0.1821,,0.1302,,0.1352,,0.1726,,0.1852,,0.1979,,20251219.0,35.0,217.0,1.0730011587485515
ABG,82.0,2026-01-28,226.61,0.2538,28.0,0.2442,22.0,0.349,43.0,0.3697,52.0,0.3904,60.0,0.3247,38.0,0.3028,35.0,0.3636,47.0,0.3668,46.0,0.3699,47.0,20260116.0,35.0,245.0,0.992155802001623
ABL,,,6.45,1.3161,98.0,0.6952,84.0,0.6057,,0.7138,,0.822,,0.6987,98.0,0.6512,77.0,0.6057,,0.7408,,0.8759,,20270115.0,35.0,609.0,1.0378257214906137
ABM,39.0,2025-12-16,41.95,0.2772,65.0,0.252,61.0,0.4222,81.0,0.3804,71.0,0.3386,61.0,0.2686,49.0,0.2458,50.0,0.3463,75.0,0.3496,71.0,0.353,72.0,20260116.0,35.0,245.0,0.9190325972660358
ABNB,96.0,2026-02-11,120.88,0.2304,15.0,0.3347,50.0,0.3451,32.0,0.3438,31.0,0.3426,31.0,0.2615,11.0,0.2326,14.0,0.3723,10.0,0.378,6.0,0.3837,6.0,20270115.0,7.0,609.0,1.099476439790576
ABNY,,,9.32,0.1825,21.0,0.2584,84.0,,,,,,,0.2339,44.0,0.1823,50.0,,,,,,,20260116.0,35.0,245.0,
ABOS,5.0,2025-11-12,1.88,0.8156,67.0,0.7577,54.0,,,,,,,0.8597,59.0,0.8229,54.0,,,,,,,20260116.0,35.0,245.0,
ABR,104.0,2026-02-19,9.23,0.7539,97.0,0.6446,98.0,0.2468,35.0,0.4217,72.0,0.5966,87.0,0.3725,78.0,0.3263,73.0,0.4135,91.0,0.3956,68.0,0.3777,45.0,20270115.0,7.0,609.0,0.9381076594735592
ABSI,5.0,2025-11-12,3.33,0.6326,27.0,0.6609,17.0,1.3378,67.0,1.2986,57.0,1.2594,60.0,0.8345,5.0,0.7584,1.0,0.7895,2.0,0.8306,2.0,0.8718,9.0,20251121.0,35.0,189.0,0.6396118897273988
ABT,74.0,2026-01-20,126.36,0.1491,40.0,0.1538,41.0,0.197,54.0,0.1967,52.0,0.1964,51.0,0.214,62.0,0.1928,63.0,0.1887,30.0,0.2264,50.0,0.2641,68.0,20270115.0,7.0,609.0,1.1509913573970512
ABTC,7.0,2025-11-14,4.64,0.6144,,0.9389,,1.0823,,1.3536,,1.6249,,0.0,,0.0,,0.9881,,1.0059,,1.0237,,,,,0.7431294326241136
ABUS,,,4.5,0.516,52.0,0.5308,42.0,0.7587,28.0,1.0481,69.0,1.3375,89.0,0.4078,13.0,0.4356,16.0,1.586,85.0,1.8153,96.0,2.0446,99.0,20270115.0,35.0,609.0,1.731991222211621
ABVC,5.0,2025-11-12,2.91,0.5406,,0.5996,,3.6541,,,,,,1.2962,,1.062,,3.6541,,,,,,,,,
ABVE,,,2.73,1.3644,,1.6544,,3.0424,,2.5522,,2.0619,,3.1851,,2.3724,,3.2688,,2.7775,,2.2862,,,,,1.0882767808165503
ABVX,,,105.27,0.4961,,0.5238,,0.5245,,0.5154,,0.5062,,2.7903,,0.565,,0.9003,,0.8888,,0.8774,,,,,1.7244858362436943
ACA,110.0,2026-02-25,99.08,0.656,93.0,0.4338,88.0,0.3359,35.0,0.3531,37.0,0.3703,46.0,0.3299,35.0,0.2502,19.0,0.3504,53.0,0.3599,60.0,0.3694,67.0,20251219.0,35.0,217.0,1.0192580005664118
ACAD,109.0,2026-02-24,22.57,0.4107,40.0,0.5784,66.0,0.5288,26.0,0.5386,25.0,0.5484,28.0,0.4901,18.0,0.4505,24.0,0.4796,11.0,0.4936,12.0,0.5075,15.0,20251219.0,35.0,217.0,0.9164500556999629
ACB,,,4.55,0.6045,45.0,0.6586,54.0,0.9263,50.0,0.9584,49.0,0.9905,52.0,0.7925,41.0,0.5562,17.0,0.7825,46.0,0.9378,57.0,1.093,74.0,20270115.0,35.0,609.0,0.9785058430717862
ACCO,103.0,2026-02-18,3.44,0.5106,87.0,0.5775,97.0,,,,,,,0.3632,45.0,0.3251,55.0,,,,,,,20251219.0,35.0,217.0,
ACDC,117.0,2026-03-04,5.03,0.6374,57.0,0.7842,82.0,0.8273,81.0,1.213,99.0,1.5988,100.0,1.0984,100.0,0.741,88.0,0.8078,92.0,1.0685,100.0,1.3292,100.0,20251121.0,35.0,189.0,0.880873866446826
ACEL,110.0,2026-02-25,10.18,0.2481,33.0,0.3194,56.0,,,,,0.5945,67.0,0.3362,34.0,0.2558,16.0,,,,,0.5945,73.0,20260116.0,35.0,245.0,
ACES,,,34.92,0.535,92.0,0.3049,70.0,0.294,20.0,0.4,57.0,0.506,87.0,0.319,19.0,0.2189,10.0,0.3248,62.0,0.3882,83.0,0.4516,90.0,20251219.0,35.0,217.0,0.9705
ACET,117.0,2026-03-04,0.64,0.5297,62.0,0.8453,88.0,4.6799,100.0,,,,,0.8449,78.0,0.8256,89.0,4.6799,100.0,,,,,20260116.0,35.0,245.0,
ACGL,94.0,2026-02-09,89.57,0.154,45.0,0.1787,56.0,0.1871,32.0,0.2891,81.0,0.391,93.0,0.2302,69.0,0.2059,60.0,0.2342,60.0,0.2412,62.0,0.2483,65.0,20251219.0,35.0,217.0,0.8343133863714977
ACHC,110.0,2026-02-25,19.51,0.2973,51.0,0.6086,95.0,0.6588,93.0,0.6683,94.0,0.6778,94.0,0.559,91.0,0.4933,89.0,0.7172,100.0,0.7072,100.0,0.6973,100.0,20260116.0,35.0,245.0,1.0582073918898698
ACHR,110.0,2026-02-25,8.18,0.7168,50.0,0.7411,57.0,0.8538,57.0,0.8526,47.0,0.8513,45.0,0.8125,47.0,0.6838,32.0,0.9147,88.0,0.9165,83.0,0.9183,73.0,20270115.0,7.0,609.0,1.0749472202674173
ACHV,,,4.59,0.642,68.0,0.7166,73.0,1.1926,59.0,1.0866,39.0,0.9805,28.0,1.122,100.0,0.7895,85.0,1.473,79.0,2.2126,94.0,2.9521,100.0,20251219.0,35.0,217.0,2.0362598932449845
ACI,,,17.73,0.2057,18.0,0.2538,23.0,0.263,9.0,0.261,6.0,0.2591,6.0,0.2871,15.0,0.2151,12.0,0.2326,8.0,0.2802,7.0,0.3279,10.0,20270115.0,7.0,609.0,1.0735632183908046
ACIC,110.0,2026-02-25,12.14,0.3,49.0,0.3518,47.0,0.5892,57.0,0.5444,41.0,0.4996,26.0,0.3251,12.0,0.2986,12.0,0.3759,2.0,0.5022,16.0,0.6285,57.0,20251121.0,35.0,189.0,0.9224834680382072
ACIO,,,43.44,0.0865,,0.0981,,,,,,,,0.074,,0.0712,,,,,,,,20251121.0,35.0,189.0,
ACIU,,,3.3,0.9524,85.0,1.172,95.0,1.9065,95.0,1.5938,93.0,1.2812,80.0,0.8508,73.0,0.8539,96.0,1.9065,99.0,1.5938,97.0,1.2812,87.0,20251121.0,35.0,189.0,1.0
ACIW,110.0,2026-02-25,48.96,0.3969,78.0,0.354,73.0,0.4762,77.0,0.4136,67.0,0.3509,52.0,0.2721,26.0,0.2578,20.0,0.3931,77.0,0.3664,70.0,0.3396,57.0,20251121.0,35.0,189.0,0.8858800773694391
ACLS,94.0,2026-02-09,85.74,0.5827,68.0,0.5869,74.0,0.4826,38.0,0.4728,33.0,0.4631,30.0,0.4616,35.0,0.4127,22.0,0.5255,57.0,0.5426,63.0,0.5596,69.0,20251219.0,35.0,217.0,1.1476311336717429
ACLX,,,86.55,0.4324,40.0,0.5036,50.0,0.4155,2.0,0.4595,4.0,0.5035,15.0,0.3549,1.0,0.4676,14.0,0.5102,3.0,0.5136,3.0,0.517,3.0,20251219.0,35.0,217.0,1.1177366702937974
ACM,11.0,2025-11-18,130.75,0.181,27.0,0.2032,35.0,0.2998,47.0,0.3468,64.0,0.3938,76.0,0.1916,2.0,0.1809,3.0,0.249,10.0,0.2576,13.0,0.2662,17.0,20260417.0,35.0,336.0,0.7427912341407151
ACMR,109.0,2026-02-24,31.1,1.3072,94.0,0.5379,55.0,0.667,64.0,0.6772,65.0,0.6875,67.0,0.7063,48.0,0.4699,57.0,0.663,54.0,0.668,53.0,0.6729,55.0,20270115.0,35.0,609.0,0.9864146485528648
ACN,41.0,2025-12-18,245.76,0.2916,75.0,0.2586,78.0,0.306,75.0,0.3068,74.0,0.3077,74.0,0.2717,71.0,0.2314,67.0,0.2972,82.0,0.3438,89.0,0.3904,91.0,20270115.0,7.0,609.0,1.120599739243807
ACNB,75.0,2026-01-21,46.98,0.1523,5.0,0.3921,75.0,0.3242,19.0,0.3929,55.0,0.4615,83.0,0.2375,1.0,0.2351,1.0,0.3242,49.0,0.3103,30.0,0.2964,21.0,20260116.0,35.0,245.0,0.7897683889030288
ACNT,115.0,2026-03-02,12.69,0.3337,60.0,0.3296,34.0,,,,,,,0.2492,1.0,0.2851,1.0,,,,,,,20251219.0,35.0,217.0,
ACR,116.0,2026-03-03,21.99,0.5232,90.0,0.2517,33.0,0.3945,35.0,,,,,0.2602,10.0,0.2611,11.0,0.3945,40.0,,,,,20251121.0,35.0,189.0,
ACRE,0.0,2025-11-07,5.06,0.8089,98.0,0.4265,93.0,,,,,0.413,77.0,0.3875,85.0,0.3121,81.0,,,,,0.4339,83.0,20251121.0,35.0,189.0,
ACRS,110.0,2026-02-25,2.32,0.7453,72.0,1.1082,91.0,1.1757,73.0,1.0697,68.0,0.9637,60.0,0.6413,39.0,0.7101,60.0,0.9297,60.0,0.9362,68.0,0.9426,68.0,20251219.0,35.0,217.0,0.8751986538281761
ACT,87.0,2026-02-02,37.0,0.1929,43.0,0.2637,74.0,,,,,0.3419,62.0,0.2063,31.0,0.2024,30.0,,,,,0.3419,66.0,20260116.0,35.0,245.0,
ACTG,,,3.56,0.7835,90.0,0.5249,69.0,0.6179,53.0,,,,,0.3934,26.0,0.3823,20.0,0.6179,59.0,,,,,20251121.0,35.0,189.0,
ACVA,102.0,2026-02-17,5.4,2.9109,100.0,1.1323,100.0,0.6001,44.0,0.6924,61.0,0.7847,75.0,0.8185,100.0,0.4435,48.0,0.962,100.0,0.8612,97.0,0.7604,87.0,20251121.0,35.0,189.0,1.243789716926632
ACWI,,,139.54,0.1128,40.0,0.0904,48.0,0.1364,57.0,0.1628,69.0,0.1892,76.0,0.1017,11.0,0.0859,30.0,0.1431,64.0,0.174,65.0,0.2049,65.0,20270115.0,35.0,609.0,1.0687960687960687
ACWV,,,118.72,0.051,15.0,0.0499,20.0,0.2502,98.0,0.1987,94.0,0.1472,75.0,0.0776,15.0,0.0585,9.0,0.0944,59.0,0.1208,60.0,0.1472,55.0,20260116.0,35.0,245.0,0.6079516859587318
ACWX,,,65.92,0.1063,30.0,0.0732,35.0,0.1373,53.0,0.1594,63.0,0.1815,66.0,0.1083,10.0,0.0693,14.0,0.1373,56.0,0.1644,62.0,0.1916,60.0,20251219.0,35.0,217.0,1.0313676286072773
AD,,,46.36,0.2748,,0.3707,,0.3185,,0.3167,,0.315,,0.0,,0.0,,0.3334,,0.332,,0.3306,,,,,1.0483107041364068
ADAM,102.0,2026-02-17,7.0,0.3617,,0.3114,,,,,,0.4862,,0.0,,0.0,,,,,,0.4862,,,,,
ADAPY,,,0.03,0.7562,,2.0436,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,32.0,2025-12-09,326.95,0.1579,18.0,0.2348,50.0,0.3091,56.0,0.3103,56.0,0.3115,56.0,0.2694,34.0,0.2347,40.0,0.4105,91.0,0.4191,92.0,0.4277,92.0,20271217.0,7.0,945.0,1.350628424105704
ADBG,,,9.15,0.3148,,0.4595,,0.6156,,0.7282,,0.8407,,0.5455,,0.4504,,0.7572,,0.897,,1.0369,,,,,1.231804449327108
ADC,94.0,2026-02-09,73.41,0.1024,13.0,0.1528,26.0,0.1815,22.0,0.2032,26.0,0.2249,41.0,0.1554,10.0,0.1492,1.0,0.1537,15.0,0.2026,35.0,0.2514,65.0,20260116.0,35.0,245.0,0.9970472440944882
ADCT,3.0,2025-11-10,4.04,0.5391,52.0,0.7348,74.0,1.022,84.0,,,,,0.928,80.0,0.8415,85.0,1.6359,97.0,,,,,20260116.0,35.0,245.0,
ADEA,101.0,2026-02-16,13.89,1.3442,100.0,0.8807,100.0,0.4196,17.0,0.486,19.0,0.5525,33.0,0.485,73.0,0.3845,71.0,0.5289,78.0,0.5407,41.0,0.5525,34.0,20251219.0,35.0,217.0,1.112551440329218
ADI,102.0,2026-02-17,228.48,0.2661,53.0,0.2373,53.0,0.3181,63.0,0.3173,62.0,0.3164,60.0,0.2569,36.0,0.2306,42.0,0.2837,57.0,0.3244,70.0,0.3652,82.0,20270617.0,7.0,762.0,1.0223763000315158
ADM,87.0,2026-02-02,56.98,0.4079,89.0,0.4491,97.0,0.2583,57.0,0.2743,64.0,0.2903,69.0,0.2622,62.0,0.2685,80.0,0.3305,89.0,0.3264,86.0,0.3223,75.0,20270115.0,7.0,609.0,1.189938024061247
ADMA,115.0,2026-03-02,14.52,0.7735,82.0,0.5846,59.0,0.5071,8.0,0.5169,7.0,0.5267,9.0,0.4295,8.0,0.4226,17.0,0.6814,30.0,0.71,34.0,0.7386,41.0,20270115.0,35.0,609.0,1.373573224995163
ADNT,80.0,2026-01-26,19.62,1.2042,97.0,0.6601,93.0,0.4613,40.0,0.4656,41.0,0.47,43.0,0.469,45.0,0.3715,43.0,0.5298,53.0,0.5304,54.0,0.531,55.0,20260116.0,35.0,245.0,1.1391752577319587
ADP,81.0,2026-01-27,254.16,0.202,66.0,0.2096,77.0,0.201,61.0,0.1993,59.0,0.1976,56.0,0.1865,46.0,0.1675,47.0,0.1834,33.0,0.2312,62.0,0.279,85.0,20270115.0,7.0,609.0,1.1600602107375817
ADPT,94.0,2026-02-09,14.79,0.8728,78.0,0.6344,49.0,1.3375,92.0,1.053,82.0,0.7686,40.0,0.5605,16.0,0.5366,22.0,0.6842,38.0,0.7264,50.0,0.7686,59.0,20260116.0,35.0,245.0,0.6898385565052233
ADSE,,,10.25,0.8549,93.0,1.0449,97.0,,,,,1.4906,,0.7216,100.0,0.8633,100.0,,,,,1.4685,,20251121.0,35.0,189.0,
ADSK,110.0,2026-02-25,297.18,0.1809,17.0,0.1745,9.0,0.2721,24.0,0.2707,23.0,0.2693,22.0,0.2617,9.0,0.206,3.0,0.3469,41.0,0.351,40.0,0.3552,41.0,20270617.0,7.0,762.0,1.2966383450314
ADT,110.0,2026-02-25,8.27,0.5641,88.0,0.3955,76.0,0.2814,21.0,0.3593,36.0,0.4372,52.0,0.2467,10.0,0.2117,3.0,0.3249,35.0,0.3259,33.0,0.3269,30.0,20251121.0,35.0,189.0,0.9070414695240746
ADTN,109.0,2026-02-24,7.97,1.7794,100.0,0.7002,98.0,0.5218,79.0,0.5716,85.0,0.6214,90.0,0.6923,98.0,0.4573,85.0,0.5916,98.0,0.5872,97.0,0.5827,95.0,20251121.0,35.0,189.0,1.027291812456263
ADUR,,,12.31,0.7094,,0.809,,1.0004,,1.097,,1.1936,,0.8911,,0.7984,,0.8946,,0.9833,,1.072,,,,,0.8963536918869645
ADUS,108.0,2026-02-23,113.08,0.6874,96.0,0.537,94.0,0.3254,27.0,0.318,20.0,0.3105,20.0,0.3158,31.0,0.3105,23.0,0.2565,5.0,0.2558,4.0,0.2551,4.0,20260116.0,35.0,245.0,0.8044025157232705
ADV,118.0,2026-03-05,1.13,0.3513,27.0,0.8518,88.0,,,,,,,0.8844,97.0,0.8448,97.0,,,,,,,20251121.0,35.0,189.0,
ADVM,,,4.32,0.1297,1.0,0.2199,1.0,0.3882,1.0,0.7235,3.0,1.0589,69.0,0.9027,73.0,0.9695,89.0,0.3747,1.0,0.5158,1.0,0.6569,2.0,20251219.0,35.0,217.0,0.7129232895646165
AEE,96.0,2026-02-11,104.65,0.1799,65.0,0.1805,70.0,0.1641,37.0,0.1739,35.0,0.1837,38.0,0.1398,21.0,0.14,25.0,0.1828,57.0,0.1861,47.0,0.1894,39.0,20260116.0,35.0,245.0,1.0701552616446233
AEG,,,7.6,0.1383,10.0,0.1101,12.0,,,,,0.6712,89.0,0.2177,17.0,0.1188,6.0,,,,,0.3901,57.0,20260116.0,35.0,245.0,
AEHR,66.0,2026-01-12,24.48,0.8364,54.0,0.6504,36.0,0.8707,52.0,0.9072,57.0,0.9436,64.0,1.0635,82.0,0.7986,56.0,0.7613,19.0,0.8552,55.0,0.9492,85.0,20270115.0,35.0,609.0,0.9426807760141092
AEIS,95.0,2026-02-10,216.73,1.0353,98.0,0.5488,85.0,0.4278,44.0,0.4318,44.0,0.4359,45.0,0.4124,41.0,0.3405,32.0,0.4648,63.0,0.4576,57.0,0.4504,54.0,20260116.0,35.0,245.0,1.0597498842056507
AEM,,,161.41,0.4056,61.0,0.2805,39.0,0.402,53.0,0.4064,54.0,0.4109,55.0,0.3641,37.0,0.2777,28.0,0.3873,47.0,0.3912,43.0,0.3951,41.0,20270617.0,7.0,762.0,0.9625984251968503
AEO,25.0,2025-12-02,17.1,0.4583,70.0,0.441,77.0,0.5976,84.0,0.5931,84.0,0.5886,83.0,0.7638,96.0,0.4934,85.0,0.5132,88.0,0.5874,94.0,0.6617,95.0,20270115.0,7.0,609.0,0.990389479008599
AEP,96.0,2026-02-11,121.43,0.1406,40.0,0.1464,41.0,0.1258,10.0,0.1846,56.0,0.2433,81.0,0.1727,46.0,0.1486,27.0,0.2126,73.0,0.2122,65.0,0.2118,38.0,20270115.0,35.0,609.0,1.1495124593716144
AER,109.0,2026-02-24,132.95,0.1683,22.0,0.2141,33.0,0.2124,11.0,0.2204,14.0,0.2283,18.0,0.1994,14.0,0.1718,7.0,0.2746,28.0,0.2692,24.0,0.2638,20.0,20270115.0,35.0,609.0,1.2214156079854808
AES,111.0,2026-02-26,14.13,0.4261,80.0,0.4167,84.0,0.4417,82.0,0.4506,82.0,0.4595,83.0,0.5231,88.0,0.3586,80.0,0.2,9.0,0.2672,26.0,0.3344,47.0,20270115.0,7.0,609.0,0.5929871282734132
AESI,109.0,2026-02-24,11.15,1.182,100.0,0.6441,98.0,0.7026,97.0,0.71,96.0,0.7174,92.0,0.541,86.0,0.4434,86.0,0.5718,100.0,0.6007,100.0,0.6296,97.0,20260116.0,35.0,245.0,0.846056338028169
AETH,,,39.23,0.3311,22.0,0.172,60.0,0.6851,72.0,0.6865,57.0,0.6879,43.0,0.5295,38.0,0.2512,57.0,0.4485,15.0,0.5896,23.0,0.7308,71.0,20251219.0,35.0,217.0,0.8588492352512747
AEVA,,,13.06,0.9214,66.0,0.9698,81.0,1.0917,80.0,1.1872,89.0,1.2826,94.0,1.1524,98.0,1.0702,97.0,1.0403,85.0,1.0442,85.0,1.0481,83.0,20270115.0,35.0,609.0,0.8795485175202157
AEYE,,,13.34,0.7253,50.0,0.7966,54.0,1.0566,68.0,1.1635,64.0,1.2703,67.0,0.576,1.0,0.5727,1.0,0.7518,7.0,0.7968,8.0,0.8418,17.0,20251219.0,35.0,217.0,0.6848302535453373
AFCG,5.0,2025-11-12,3.12,0.3599,68.0,0.4571,93.0,,,,,0.9684,89.0,0.6225,96.0,0.5271,100.0,,,,,0.9872,100.0,20260116.0,35.0,245.0,
AFG,87.0,2026-02-02,143.06,0.2798,79.0,0.3271,92.0,0.2761,74.0,0.2222,54.0,0.1682,17.0,0.2131,57.0,0.1964,62.0,0.2515,70.0,0.2343,62.0,0.2171,52.0,20251219.0,35.0,217.0,1.0544554455445545
AFK,,,23.73,0.229,72.0,0.1637,36.0,,,,,0.3858,74.0,0.1663,18.0,0.1866,44.0,,,,,0.2927,40.0,20251219.0,35.0,217.0,
AFL,88.0,2026-02-03,114.09,0.1541,40.0,0.2296,75.0,0.1647,27.0,0.1684,26.0,0.172,26.0,0.1724,28.0,0.1641,35.0,0.2267,60.0,0.2249,53.0,0.2231,36.0,20270115.0,7.0,609.0,1.3355106888361046
AFMDQ,,,0.0,62.7337,,34.2674,,,,,,,,0.0,,0.0,,,,,,,,,,,
AFRM,90.0,2026-02-05,73.62,0.9894,68.0,0.5776,30.0,0.6482,21.0,0.6541,22.0,0.66,23.0,0.6065,11.0,0.495,11.0,0.6793,18.0,0.6901,22.0,0.7009,24.0,20270115.0,7.0,609.0,1.055037456046476
AFRU,,,15.59,1.9112,,1.0383,,1.1662,,1.3405,,1.5149,,0.0,,0.0,,1.3357,,1.4329,,1.53,,,,,1.068929503916449
AFYA,6.0,2025-11-13,14.08,0.1427,3.0,0.2799,14.0,,,,,0.4194,10.0,0.2633,7.0,0.3016,11.0,,,,,0.4955,28.0,20251219.0,35.0,217.0,
AG,,,11.41,0.8062,86.0,0.5744,78.0,0.6724,81.0,0.6657,80.0,0.6589,80.0,0.6347,62.0,0.5104,60.0,0.6715,77.0,0.6657,77.0,0.6599,75.0,20270115.0,7.0,609.0,1.0
AGCO,89.0,2026-02-04,105.56,0.2938,57.0,0.3998,90.0,0.338,66.0,0.3525,69.0,0.3669,72.0,0.3141,52.0,0.2787,48.0,0.3681,77.0,0.3786,77.0,0.389,75.0,20251121.0,35.0,189.0,1.0740425531914894
AGEN,3.0,2025-11-10,3.98,0.5981,53.0,0.5135,33.0,0.8708,53.0,0.8609,50.0,0.851,50.0,1.0166,84.0,0.8685,83.0,1.408,88.0,1.2481,85.0,1.0882,77.0,20251121.0,35.0,189.0,1.4497618771053549
AGG,,,100.2,0.0413,62.0,0.0207,24.0,0.0986,96.0,0.0743,88.0,0.05,43.0,0.0413,61.0,0.0269,40.0,0.0175,3.0,0.0498,52.0,0.082,77.0,20251219.0,35.0,217.0,0.6702557200538357
AGGY,,,44.2,0.0412,20.0,0.0241,7.0,,,,,,,0.0442,1.0,0.0281,1.0,,,,,,,20260116.0,35.0,245.0,
