symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ACES,,,33.54,0.2846,36.0,0.1968,15.0,0.3638,48.0,0.4297,70.0,0.4956,85.0,0.3295,23.0,0.2428,28.0,0.3278,64.0,0.3661,75.0,0.4045,80.0,20251219.0,35.0,217.0,0.8519897602978821
ACET,90.0,2026-03-04,0.56,0.8842,87.0,0.8471,88.0,,,,,,,0.7948,75.0,0.8277,89.0,,,,,,,20260116.0,35.0,245.0,
ACGL,67.0,2026-02-09,92.27,0.148,41.0,0.1475,36.0,0.2758,78.0,0.24,63.0,0.2041,41.0,0.212,61.0,0.1945,51.0,0.2239,54.0,0.2273,54.0,0.2307,55.0,20251219.0,35.0,217.0,0.9470833333333334
ACHC,83.0,2026-02-25,14.59,0.8948,97.0,0.7795,98.0,0.7407,96.0,0.8234,98.0,0.906,99.0,0.5996,93.0,0.5235,92.0,0.646,98.0,0.5716,94.0,0.4972,87.0,20260116.0,35.0,245.0,0.6941948020403206
ACHR,83.0,2026-02-25,8.95,0.708,49.0,0.6182,33.0,0.76,32.0,0.7665,25.0,0.7729,25.0,0.7897,45.0,0.6875,33.0,0.8683,77.0,0.871,72.0,0.8737,61.0,20270115.0,7.0,609.0,1.1363339856490542
ACHV,95.0,2026-03-09,4.79,1.0634,92.0,0.8526,86.0,1.1849,59.0,1.027,32.0,0.8692,18.0,1.0945,100.0,0.7678,80.0,1.11,49.0,0.9896,19.0,0.8692,15.0,20251219.0,35.0,217.0,0.9635832521908472
ACI,,,17.66,0.2427,24.0,0.1963,13.0,0.3386,21.0,0.3174,13.0,0.2962,9.0,0.2912,15.0,0.2177,12.0,0.2253,7.0,0.2647,5.0,0.3041,6.0,20270115.0,7.0,609.0,0.8339634530560806
ACIC,83.0,2026-02-25,12.21,0.1896,25.0,0.1994,19.0,0.4021,18.0,0.3796,6.0,0.357,6.0,0.2934,12.0,0.2847,12.0,0.5206,36.0,0.546,31.0,0.5714,34.0,20251121.0,35.0,189.0,1.4383561643835618
ACIO,,,44.16,0.0458,,0.063,,,,,,0.2165,,0.0784,,0.0756,,,,,,0.2165,,20251121.0,35.0,189.0,
ACIU,97.0,2026-03-11,2.89,0.7147,69.0,0.7718,74.0,1.3679,83.0,1.4441,89.0,1.5203,89.0,0.8325,69.0,0.8543,96.0,1.5761,94.0,1.5482,95.0,1.5203,93.0,20251121.0,35.0,189.0,1.0720864206079912
ACIW,83.0,2026-02-25,46.34,0.1863,23.0,0.157,3.0,0.3061,34.0,0.3057,32.0,0.3053,32.0,0.2691,25.0,0.2573,20.0,0.3644,70.0,0.3465,63.0,0.3286,49.0,20251121.0,35.0,189.0,1.1334641805691852
ACLS,67.0,2026-02-09,88.77,0.4627,51.0,0.4453,46.0,0.4688,33.0,0.4746,34.0,0.4805,36.0,0.4579,33.0,0.4205,25.0,0.4963,43.0,0.508,48.0,0.5196,52.0,20251219.0,35.0,217.0,1.0703750526759377
ACLX,103.0,2026-03-17,68.14,0.6019,73.0,0.6914,83.0,0.7775,54.0,0.7985,60.0,0.8195,68.0,0.4433,4.0,0.4794,17.0,0.5101,3.0,0.5176,3.0,0.5252,4.0,20251219.0,35.0,217.0,0.6482154038822793
ACM,60.0,2026-02-02,105.16,0.248,52.0,0.2339,51.0,0.29,43.0,0.3083,50.0,0.3265,56.0,0.2811,43.0,0.2348,34.0,0.2631,18.0,0.2696,22.0,0.2762,27.0,20260417.0,35.0,336.0,0.8744729159909179
ACMR,82.0,2026-02-24,34.67,0.3014,20.0,0.4345,41.0,0.629,57.0,0.6094,52.0,0.5898,49.0,0.7143,50.0,0.4953,57.0,0.6317,49.0,0.6628,52.0,0.6939,62.0,20270115.0,35.0,609.0,1.0876271742697734
ACN,14.0,2025-12-18,269.34,0.3153,79.0,0.3044,86.0,0.3788,88.0,0.3771,87.0,0.3754,86.0,0.2948,74.0,0.249,75.0,0.2932,80.0,0.334,87.0,0.3749,90.0,20270115.0,7.0,609.0,0.8857067090957307
ACNB,48.0,2026-01-21,49.58,0.1981,13.0,0.2422,27.0,0.3818,49.0,0.3531,28.0,0.3245,28.0,0.2438,1.0,0.2493,1.0,0.2671,8.0,0.2888,11.0,0.3106,32.0,20260116.0,35.0,245.0,0.8178986122911356
ACNT,88.0,2026-03-02,15.11,0.4916,85.0,0.4929,75.0,,,,,0.8194,32.0,0.2761,11.0,0.3059,8.0,,,,,0.8194,42.0,20251219.0,35.0,217.0,
ACR,89.0,2026-03-03,22.97,0.5584,91.0,0.5118,93.0,0.208,1.0,0.4295,39.0,0.651,89.0,0.2922,17.0,0.2718,14.0,0.208,1.0,0.4295,49.0,0.651,94.0,20251121.0,35.0,189.0,1.0
ACRE,68.0,2026-02-10,5.15,0.4119,88.0,0.3108,82.0,,,,,0.3063,57.0,0.3985,88.0,0.3232,83.0,,,,,0.3063,59.0,20251121.0,35.0,189.0,
ACRS,83.0,2026-02-25,3.04,0.8431,80.0,0.7333,66.0,2.4782,95.0,1.959,95.0,1.4398,87.0,0.6696,46.0,0.7323,62.0,1.3375,85.0,1.4015,89.0,1.4656,91.0,20251219.0,35.0,217.0,0.7154160285860133
ACT,60.0,2026-02-02,37.82,0.1905,42.0,0.1542,15.0,0.3127,57.0,,,,,0.2027,31.0,0.1951,28.0,0.2498,16.0,,,,,20260116.0,35.0,245.0,
ACTG,97.0,2026-03-11,3.84,0.3365,39.0,0.3761,36.0,0.6515,60.0,,,,,0.3988,27.0,0.3911,23.0,0.6515,68.0,,,,,20251121.0,35.0,189.0,
ACVA,75.0,2026-02-17,7.89,0.4117,42.0,0.405,39.0,0.5261,27.0,0.5494,33.0,0.5726,40.0,0.863,100.0,0.4755,51.0,0.6771,89.0,0.657,75.0,0.637,65.0,20251121.0,35.0,189.0,1.1958500182016747
ACWI,,,141.97,0.0717,16.0,0.0743,32.0,0.1264,50.0,0.1667,71.0,0.207,82.0,0.1079,15.0,0.0927,40.0,0.1303,53.0,0.1602,53.0,0.1901,51.0,20270115.0,35.0,609.0,0.961007798440312
ACWV,,,120.05,0.0779,42.0,0.051,21.0,0.2447,98.0,0.2546,98.0,0.2646,98.0,0.0762,12.0,0.0561,7.0,0.0809,44.0,0.1098,44.0,0.1387,42.0,20260116.0,35.0,245.0,0.4312647289866457
ACWX,,,66.82,0.0739,12.0,0.0612,22.0,0.135,50.0,0.1531,57.0,0.1712,61.0,0.1146,14.0,0.0738,19.0,0.135,53.0,0.1531,44.0,0.1712,37.0,20251219.0,35.0,217.0,1.0
AD,,,49.81,0.1502,,0.1978,,0.3003,,0.3144,,0.3286,,0.0,,0.0,,0.3259,,0.314,,0.3021,,,,,0.9987277353689568
ADAM,75.0,2026-02-17,7.45,0.3386,,0.2606,,0.1219,,,,,,0.0,,0.0,,0.1219,,,,,,,,,
ADAPY,,,0.04,1.4732,,2.2487,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,6.0,2025-12-10,328.74,0.0992,4.0,0.2059,35.0,0.6254,95.0,0.626,95.0,0.6265,96.0,0.2707,34.0,0.2428,45.0,0.3973,89.0,0.3995,90.0,0.4018,90.0,20271217.0,7.0,945.0,0.6381789137380192
ADBG,,,9.15,0.1876,,0.3858,,1.0769,,1.0639,,1.0509,,0.5475,,0.4667,,0.7877,,0.7353,,0.6829,,,,,0.69113638499859
ADC,67.0,2026-02-09,74.38,0.102,13.0,0.1037,1.0,0.192,28.0,0.1956,21.0,0.1992,23.0,0.1478,7.0,0.1449,1.0,0.1525,13.0,0.1965,28.0,0.2405,56.0,20260116.0,35.0,245.0,1.0046012269938651
ADCT,111.0,2026-03-25,3.54,1.2292,92.0,1.6782,100.0,1.3705,95.0,,,,,0.7013,57.0,0.7703,79.0,2.5394,99.0,,,,,20260116.0,35.0,245.0,
ADEA,74.0,2026-02-16,12.39,0.1245,2.0,0.2278,12.0,0.3658,4.0,,,,,0.4896,77.0,0.3983,85.0,0.5687,88.0,,,,,20251219.0,35.0,217.0,
ADI,75.0,2026-02-17,276.62,0.2803,57.0,0.4181,92.0,0.2391,30.0,0.2478,32.0,0.2566,35.0,0.2762,47.0,0.2487,55.0,0.342,82.0,0.3372,77.0,0.3324,60.0,20270617.0,7.0,762.0,1.360774818401937
ADM,60.0,2026-02-02,59.36,0.166,30.0,0.2085,53.0,0.2549,55.0,0.257,55.0,0.2592,55.0,0.2699,65.0,0.2793,84.0,0.2321,40.0,0.306,79.0,0.3798,94.0,20270115.0,7.0,609.0,1.1906614785992218
ADMA,88.0,2026-03-02,20.16,0.3001,12.0,0.3708,15.0,0.3871,1.0,0.5234,8.0,0.6598,23.0,0.4668,13.0,0.4397,18.0,0.5973,18.0,0.5858,14.0,0.5744,12.0,20270115.0,35.0,609.0,1.119220481467329
ADNT,53.0,2026-01-26,18.97,0.2174,12.0,0.3057,28.0,0.5009,49.0,0.4234,34.0,0.3458,23.0,0.4801,46.0,0.3874,46.0,0.5649,64.0,0.5446,59.0,0.5244,54.0,20260116.0,35.0,245.0,1.286254133207369
ADP,54.0,2026-01-27,258.99,0.1672,51.0,0.1849,66.0,0.1812,50.0,0.1837,50.0,0.1862,49.0,0.1854,45.0,0.172,51.0,0.2428,74.0,0.2379,66.0,0.233,49.0,20270115.0,7.0,609.0,1.2950462710941752
ADPT,67.0,2026-02-09,17.31,0.55,39.0,0.6403,50.0,1.5237,96.0,1.1831,90.0,0.8424,53.0,0.6373,27.0,0.5788,25.0,0.8171,68.0,0.7757,63.0,0.7343,52.0,20260116.0,35.0,245.0,0.6556504099399881
ADSE,,,12.04,0.4365,56.0,0.4593,18.0,,,,,2.0451,,0.6258,94.0,0.7853,100.0,,,,,1.4102,,20251121.0,35.0,189.0,
ADSK,83.0,2026-02-25,306.21,0.1887,19.0,0.3185,69.0,0.2357,8.0,0.2338,7.0,0.2319,7.0,0.2688,14.0,0.2179,6.0,0.3448,38.0,0.344,32.0,0.3431,27.0,20270617.0,7.0,762.0,1.4713430282292557
ADT,83.0,2026-02-25,8.11,0.2056,24.0,0.1669,7.0,0.28,20.0,0.2575,14.0,0.235,9.0,0.2362,7.0,0.2046,2.0,0.3372,39.0,0.3238,33.0,0.3104,25.0,20251121.0,35.0,189.0,1.2574757281553397
ADTN,82.0,2026-02-24,8.53,0.3265,51.0,0.4591,82.0,0.5401,82.0,0.5634,84.0,0.5867,86.0,0.6941,98.0,0.4644,86.0,0.5698,97.0,0.6095,98.0,0.6491,99.0,20251121.0,35.0,189.0,1.0818246361377353
ADUR,,,14.17,1.1819,,0.7403,,1.1247,,1.2122,,1.2997,,0.8786,,0.7743,,0.9386,,0.94,,0.9414,,,,,0.7754495957762745
ADUS,81.0,2026-02-23,114.51,0.3527,69.0,0.276,40.0,0.3006,18.0,0.2745,9.0,0.2484,7.0,0.3206,35.0,0.3142,28.0,0.2596,6.0,0.2592,5.0,0.2587,4.0,20260116.0,35.0,245.0,0.9442622950819672
ADV,91.0,2026-03-05,0.97,0.3972,37.0,0.5257,46.0,,,,,,,0.8298,96.0,0.8002,96.0,,,,,,,20251121.0,35.0,189.0,
ADVM,102.0,2026-03-16,4.17,0.1924,1.0,0.2386,1.0,,,,,1.6631,94.0,0.8223,66.0,0.8988,78.0,,,,,0.5519,1.0,20251219.0,35.0,217.0,
AEE,69.0,2026-02-11,100.85,0.2231,81.0,0.1702,63.0,0.1301,11.0,0.1885,48.0,0.2469,77.0,0.1424,23.0,0.1393,24.0,0.1785,55.0,0.1719,33.0,0.1653,20.0,20260116.0,35.0,245.0,0.9119363395225464
AEG,,,7.83,0.2692,50.0,0.1104,12.0,0.3873,61.0,0.3962,60.0,0.4051,59.0,0.2229,18.0,0.1165,4.0,0.3873,64.0,0.3615,55.0,0.3357,39.0,20260116.0,35.0,245.0,0.9124179707218576
AEHR,39.0,2026-01-12,25.32,0.6429,31.0,0.7072,47.0,0.8317,45.0,0.8854,54.0,0.9391,63.0,1.0558,82.0,0.809,57.0,0.7824,27.0,0.8644,59.0,0.9465,84.0,20270115.0,35.0,609.0,0.9762819064829455
AEIS,68.0,2026-02-10,215.07,0.1865,8.0,0.3558,47.0,0.4261,43.0,0.4384,47.0,0.4508,50.0,0.4282,47.0,0.3755,45.0,0.4654,63.0,0.4695,63.0,0.4736,63.0,20260116.0,35.0,245.0,1.0709397810218977
AEM,,,171.43,0.3086,37.0,0.28,39.0,0.3844,48.0,0.3842,48.0,0.3839,48.0,0.3705,39.0,0.2929,34.0,0.3618,32.0,0.3847,41.0,0.4076,46.0,20270617.0,7.0,762.0,1.0013014055179594
AEO,,,24.18,0.8119,94.0,0.426,75.0,0.4548,63.0,0.5,71.0,0.5451,78.0,0.7709,96.0,0.4887,84.0,0.5855,95.0,0.5849,94.0,0.5842,89.0,20270115.0,7.0,609.0,1.1698
AEP,69.0,2026-02-11,117.56,0.1986,69.0,0.1572,49.0,0.2,70.0,0.1857,57.0,0.1714,40.0,0.1749,48.0,0.1503,28.0,0.1539,32.0,0.2084,62.0,0.2629,74.0,20270115.0,35.0,609.0,1.122240172320948
AER,82.0,2026-02-24,139.92,0.2191,38.0,0.191,24.0,0.2555,28.0,0.2243,16.0,0.1931,6.0,0.2116,19.0,0.1782,8.0,0.258,21.0,0.264,21.0,0.2701,23.0,20270115.0,35.0,609.0,1.1769950958537674
AES,84.0,2026-02-26,13.93,0.1833,23.0,0.1828,16.0,0.3033,54.0,0.3216,57.0,0.3399,63.0,0.4798,87.0,0.3359,76.0,0.2348,20.0,0.3284,52.0,0.422,77.0,20270115.0,7.0,609.0,1.021144278606965
AESI,82.0,2026-02-24,10.05,0.4806,77.0,0.5525,96.0,0.5971,92.0,0.6067,90.0,0.6164,85.0,0.6232,100.0,0.5081,100.0,0.6024,100.0,0.6284,100.0,0.6544,99.0,20260116.0,35.0,245.0,1.0357672655348606
AETH,,,39.44,0.0125,8.0,0.0763,51.0,0.6631,62.0,0.6779,54.0,0.6927,45.0,0.4991,34.0,0.2392,56.0,0.445,14.0,0.6081,32.0,0.7712,80.0,20251219.0,35.0,217.0,0.8970349609086886
AEVA,103.0,2026-03-17,15.75,1.6348,97.0,0.9297,77.0,1.2507,90.0,1.2567,92.0,1.2627,93.0,1.1651,98.0,1.0315,93.0,0.9937,77.0,1.0931,94.0,1.1925,98.0,20270115.0,35.0,609.0,0.8698177767167979
AEYE,96.0,2026-03-10,12.93,0.3199,5.0,0.4322,2.0,0.703,4.0,0.7998,8.0,0.8967,32.0,0.568,1.0,0.5825,1.0,0.7134,3.0,0.7707,4.0,0.8279,15.0,20251219.0,35.0,217.0,0.9636159039759942
AFCG,97.0,2026-03-11,2.89,0.4791,85.0,0.4283,90.0,0.6678,96.0,0.8238,95.0,0.9799,90.0,0.6422,97.0,0.5438,100.0,0.6678,100.0,0.9196,100.0,1.1714,100.0,20260116.0,35.0,245.0,1.116290361738286
AFG,60.0,2026-02-02,133.34,0.1928,57.0,0.1908,66.0,0.1977,43.0,0.2344,59.0,0.2711,70.0,0.2076,56.0,0.1974,62.0,0.2003,49.0,0.2318,62.0,0.2634,70.0,20251219.0,35.0,217.0,0.9889078498293516
AFK,,,25.24,0.1363,25.0,0.1797,51.0,,,,,0.3724,68.0,0.1791,21.0,0.1803,42.0,,,,,0.3784,74.0,20251219.0,35.0,217.0,
AFL,61.0,2026-02-03,109.24,0.1139,22.0,0.1198,19.0,0.159,24.0,0.1518,16.0,0.1445,11.0,0.1689,26.0,0.163,35.0,0.2324,62.0,0.2286,55.0,0.2248,37.0,20270115.0,7.0,609.0,1.505928853754941
AFMDQ,,,0.0,61.6047,,26.4609,,,,,,,,40.5585,,24.7725,,,,,,,,,,,
AFRM,63.0,2026-02-05,68.78,0.456,13.0,0.4633,9.0,0.6221,16.0,0.6199,15.0,0.6177,15.0,0.6025,11.0,0.5138,11.0,0.6722,16.0,0.6828,20.0,0.6933,23.0,20270115.0,7.0,609.0,1.101467978706243
AFRU,,,13.05,0.9693,,0.8307,,1.1697,,1.9663,,2.7629,,0.0,,0.0,,1.2148,,1.2754,,1.336,,,,,0.6486294054823781
AFYA,97.0,2026-03-11,15.2,0.1209,2.0,0.1917,1.0,,,,,0.7029,79.0,0.259,7.0,0.2964,10.0,,,,,0.7029,95.0,20251219.0,35.0,217.0,
AG,,,15.02,0.8834,90.0,0.6287,85.0,0.7096,87.0,0.7055,86.0,0.7014,86.0,0.6407,63.0,0.5288,65.0,0.6929,83.0,0.6981,84.0,0.7033,85.0,20270115.0,7.0,609.0,0.9895109851169384
AGCO,62.0,2026-02-04,105.79,0.437,84.0,0.3042,69.0,0.3349,64.0,0.3564,70.0,0.3778,75.0,0.327,57.0,0.2901,54.0,0.3343,63.0,0.3514,64.0,0.3686,64.0,20251121.0,35.0,189.0,0.9859708193041526
AGEN,95.0,2026-03-09,4.08,0.516,42.0,0.47,25.0,1.3779,89.0,1.1473,84.0,0.9168,61.0,0.8427,76.0,0.7625,68.0,1.324,86.0,1.425,89.0,1.5259,94.0,20251121.0,35.0,189.0,1.2420465440599668
