symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ABBV,,,216.77,0.3644,90.0,0.235,70.0,0.2436,66.0,0.2354,57.0,0.2271,49.0,0.2374,47.0,0.2146,50.0,0.2798,92.0,0.2752,71.0,0.2707,24.0,20270115.0,7.0,609.0,1.1690739167374682
ABCB,,,73.14,0.168,20.0,0.2862,62.0,0.3234,53.0,0.3282,49.0,0.333,56.0,0.2538,35.0,0.2188,5.0,0.2867,46.0,0.2974,45.0,0.3081,50.0,20260116.0,35.0,245.0,0.9061547836684948
ABCL,112.0,2026-02-25,4.69,0.6476,64.0,0.5528,43.0,1.2342,95.0,1.2188,97.0,1.2034,98.0,0.7819,91.0,0.7597,93.0,1.1507,91.0,0.9803,91.0,0.8099,68.0,20260116.0,35.0,245.0,0.8043157203807022
ABEO,,,4.36,0.4527,23.0,0.5684,26.0,5.7046,100.0,3.5734,97.0,1.4421,77.0,0.4758,7.0,0.5027,5.0,1.4051,82.0,1.4236,83.0,1.4421,85.0,20251219.0,35.0,217.0,0.3983880897744445
ABEV,,,2.42,0.3411,70.0,0.2191,40.0,0.1952,2.0,0.6736,99.0,1.1521,100.0,0.239,12.0,0.2074,21.0,0.1952,6.0,0.6736,93.0,1.1521,98.0,20270115.0,35.0,609.0,1.0
ABFL,,,71.98,0.1593,,0.0905,,0.1305,,0.1571,,0.1837,,0.1351,,0.1348,,0.145,,0.1716,,0.1983,,20251219.0,35.0,217.0,1.0922978994271166
ABG,,,233.86,0.198,16.0,0.3573,62.0,0.3843,57.0,0.3701,52.0,0.3559,46.0,0.3295,39.0,0.3031,35.0,0.37,51.0,0.3658,46.0,0.3617,43.0,20260116.0,35.0,245.0,0.9883815185085112
ABL,,,5.3,0.5652,70.0,0.552,68.0,0.7634,,0.8096,,0.8558,,0.6359,65.0,0.6403,57.0,0.7516,,0.8082,,0.8649,,20270115.0,35.0,609.0,0.9982707509881424
ABM,,,43.69,0.3364,77.0,0.2804,70.0,0.3569,69.0,0.3882,76.0,0.4194,80.0,0.2642,48.0,0.2435,47.0,0.3365,73.0,0.3519,72.0,0.3673,76.0,20260116.0,35.0,245.0,0.9064914992272024
ABNB,,,122.5,0.2158,12.0,0.2197,13.0,0.6311,83.0,0.6371,85.0,0.6431,85.0,0.2755,11.0,0.2258,11.0,0.3802,18.0,0.384,11.0,0.3878,9.0,20270115.0,7.0,609.0,0.6027311254120232
ABNY,,,9.36,0.1251,5.0,0.1647,28.0,,,,,,,0.2404,44.0,0.1768,42.0,,,,,,,20260116.0,35.0,245.0,
ABOS,,,2.03,0.8461,71.0,0.8418,70.0,,,,,,,0.8581,59.0,0.8203,52.0,,,,,,,20260116.0,35.0,245.0,
ABR,106.0,2026-02-19,9.57,0.7558,97.0,0.6411,98.0,0.4077,78.0,0.5154,85.0,0.6231,89.0,0.3774,80.0,0.3268,74.0,0.3967,90.0,0.3668,56.0,0.3368,39.0,20270115.0,7.0,609.0,0.7116802483507956
ABSI,,,3.81,0.5647,19.0,0.584,9.0,1.2903,63.0,1.1486,41.0,1.0069,23.0,0.8276,4.0,0.7573,1.0,0.9592,22.0,0.8658,6.0,0.7723,2.0,20251121.0,35.0,189.0,0.7537872192234024
ABT,,,124.54,0.1697,50.0,0.1648,50.0,0.2096,62.0,0.2062,59.0,0.2028,55.0,0.216,64.0,0.1943,64.0,0.1979,38.0,0.2355,60.0,0.2731,77.0,20270115.0,7.0,609.0,1.1420950533462657
ABTC,,,4.79,0.5173,,0.833,,1.1151,,1.3369,,1.5586,,0.0,,0.0,,1.0166,,1.0694,,1.1223,,,,,0.7999102401077118
ABUS,,,4.61,0.4731,45.0,0.5355,43.0,2.8586,100.0,2.9436,100.0,3.0287,100.0,0.413,15.0,0.4377,16.0,1.3564,79.0,1.706,95.0,2.0557,99.0,20270115.0,35.0,609.0,0.5795624405489876
ABVC,,,2.89,0.6109,,0.5793,,4.7481,,,,,,1.338,,1.0762,,4.7481,,,,,,,,,
ABVE,,,3.56,0.8327,,1.4497,,2.7906,,2.568,,2.3455,,3.1943,,2.387,,1.7724,,2.2486,,2.7247,,,,,0.8756230529595016
ABVX,,,99.61,0.5232,,0.5188,,0.4883,,0.4878,,0.4872,,2.7943,,0.5662,,0.8827,,0.8729,,0.8631,,,,,1.7894628946289464
ACA,112.0,2026-02-25,100.55,0.6354,93.0,0.4225,87.0,0.3043,23.0,0.315,22.0,0.3258,28.0,0.3334,36.0,0.2488,18.0,0.3658,65.0,0.3581,59.0,0.3505,51.0,20251219.0,35.0,217.0,1.1368253968253967
ACAD,111.0,2026-02-24,22.33,0.2499,10.0,0.3111,10.0,0.7423,64.0,0.8162,71.0,0.8902,76.0,0.4854,18.0,0.4386,21.0,0.5213,19.0,0.5334,20.0,0.5456,21.0,20251219.0,35.0,217.0,0.6535162950257289
ACB,,,4.46,0.471,26.0,0.6177,45.0,0.7545,30.0,0.8548,37.0,0.9552,47.0,0.7924,41.0,0.5549,17.0,0.786,47.0,0.8706,43.0,0.9551,49.0,20270115.0,35.0,609.0,1.0184838558727187
ACCO,105.0,2026-02-18,3.73,0.4162,77.0,0.5374,95.0,1.0507,99.0,,,,,0.3539,37.0,0.3196,49.0,1.0507,100.0,,,,,20251219.0,35.0,217.0,
ACDC,119.0,2026-03-04,5.27,1.4528,99.0,1.0496,96.0,1.2016,98.0,1.1764,98.0,1.1513,97.0,1.1279,100.0,0.7527,88.0,0.8784,96.0,0.9334,99.0,0.9885,99.0,20251121.0,35.0,189.0,0.7934376062563755
ACEL,112.0,2026-02-25,10.14,0.2661,38.0,0.3002,50.0,,,,,0.3816,19.0,0.3386,35.0,0.2551,15.0,,,,,0.5183,54.0,20260116.0,35.0,245.0,
ACES,,,35.41,0.4961,88.0,0.2551,50.0,0.3285,33.0,0.3575,39.0,0.3864,49.0,0.3233,21.0,0.2154,8.0,0.3373,69.0,0.379,79.0,0.4206,84.0,20251219.0,35.0,217.0,1.0601398601398602
ACET,119.0,2026-03-04,0.69,0.8317,85.0,0.9146,91.0,3.717,100.0,,,,,0.8807,80.0,0.8279,89.0,3.717,100.0,,,,,20260116.0,35.0,245.0,
ACGL,,,87.55,0.1751,54.0,0.2621,85.0,0.2521,71.0,0.2561,71.0,0.2601,71.0,0.2289,68.0,0.207,62.0,0.2852,86.0,0.2853,86.0,0.2854,85.0,20251219.0,35.0,217.0,1.1140179617336978
ACHC,112.0,2026-02-25,20.68,0.3392,63.0,0.4175,81.0,1.504,100.0,1.4255,100.0,1.3469,100.0,0.5718,92.0,0.4932,89.0,0.7086,100.0,0.6889,100.0,0.6693,99.0,20260116.0,35.0,245.0,0.4832690284110838
ACHR,112.0,2026-02-25,9.57,0.6498,40.0,0.5779,26.0,0.9988,82.0,0.9853,77.0,0.9718,70.0,0.8517,50.0,0.6948,35.0,0.9061,86.0,0.9456,90.0,0.9852,91.0,20270115.0,7.0,609.0,0.9597077032375928
ACHV,,,4.93,0.626,67.0,0.665,64.0,0.8939,23.0,0.8554,13.0,0.8169,14.0,1.1245,100.0,0.7865,84.0,1.116,50.0,1.892,92.0,2.668,98.0,20251219.0,35.0,217.0,2.21183072246902
ACI,,,17.48,0.158,12.0,0.2423,20.0,0.34,22.0,0.2892,8.0,0.2383,5.0,0.2885,15.0,0.2171,12.0,0.2538,10.0,0.2717,6.0,0.2896,4.0,20270115.0,7.0,609.0,0.939488243430152
ACIC,112.0,2026-02-25,12.4,0.3116,51.0,0.2928,31.0,0.706,74.0,0.5808,52.0,0.4556,16.0,0.324,12.0,0.2965,12.0,0.4913,27.0,0.5389,27.0,0.5864,42.0,20251121.0,35.0,189.0,0.9278581267217632
ACIO,,,43.85,0.0849,,0.0919,,,,,,,,0.0805,,0.0708,,,,,,,,20251121.0,35.0,189.0,
ACIU,,,3.43,1.1323,92.0,1.3915,97.0,2.3144,97.0,2.0954,97.0,1.8764,95.0,0.8515,73.0,0.8555,96.0,1.7922,98.0,1.5334,95.0,1.2747,87.0,20251121.0,35.0,189.0,0.7317934523241386
ACIW,112.0,2026-02-25,48.24,0.3411,69.0,0.2848,54.0,0.5086,81.0,0.5509,88.0,0.5931,91.0,0.2673,24.0,0.2516,15.0,0.3449,63.0,0.3422,60.0,0.3396,57.0,20251121.0,35.0,189.0,0.6211653657651117
ACLS,,,84.45,0.4945,56.0,0.5073,61.0,0.5236,55.0,0.5001,44.0,0.4766,35.0,0.4677,37.0,0.4089,20.0,0.5483,66.0,0.5436,63.0,0.5389,60.0,20251219.0,35.0,217.0,1.0869826034793042
ACLX,,,87.51,0.4295,39.0,0.4994,48.0,0.6393,35.0,0.6014,28.0,0.5634,26.0,0.3578,1.0,0.4694,15.0,0.5493,6.0,0.546,5.0,0.5427,5.0,20251219.0,35.0,217.0,0.9078816095776522
ACM,,,132.21,0.1656,21.0,0.1851,24.0,0.3357,61.0,0.3306,57.0,0.3256,56.0,0.191,2.0,0.1792,3.0,0.2472,10.0,0.259,13.0,0.2707,22.0,20260417.0,35.0,336.0,0.7834240774349668
ACMR,111.0,2026-02-24,31.14,1.3616,95.0,0.5036,50.0,0.7838,80.0,0.7451,75.0,0.7064,70.0,0.7215,52.0,0.4665,57.0,0.6846,59.0,0.6672,53.0,0.6498,50.0,20270115.0,35.0,609.0,0.895450275130855
ACN,,,247.82,0.2582,68.0,0.2433,74.0,0.3471,84.0,0.3356,82.0,0.324,78.0,0.2762,71.0,0.2291,67.0,0.3003,82.0,0.3431,89.0,0.3859,91.0,20270115.0,7.0,609.0,1.0223480333730632
ACNB,,,46.91,0.1769,9.0,0.4218,82.0,0.3005,10.0,0.3766,41.0,0.4526,80.0,0.2386,1.0,0.2354,1.0,0.3005,28.0,0.3148,37.0,0.3292,48.0,20260116.0,35.0,245.0,0.8359001593202338
ACNT,117.0,2026-03-02,12.54,0.3631,67.0,0.2936,24.0,,,,,,,0.2691,9.0,0.29,1.0,,,,,,,20251219.0,35.0,217.0,
ACR,118.0,2026-03-03,21.69,0.5578,91.0,0.281,45.0,,,,,,,0.26,10.0,0.2644,12.0,,,,,,,20251121.0,35.0,189.0,
ACRE,,,4.62,0.4106,88.0,0.3426,87.0,,,,,,,0.3467,74.0,0.3048,80.0,,,,,,,20251121.0,35.0,189.0,
ACRS,112.0,2026-02-25,2.26,0.752,72.0,0.9076,83.0,1.7429,91.0,1.3929,85.0,1.0429,68.0,0.6425,40.0,0.693,59.0,0.9467,62.0,0.9532,69.0,0.9598,69.0,20251219.0,35.0,217.0,0.684327661712973
ACT,,,35.93,0.2146,55.0,0.2039,48.0,0.2708,39.0,0.3176,54.0,0.3643,67.0,0.2038,31.0,0.1984,30.0,0.2708,25.0,0.2922,42.0,0.3135,52.0,20260116.0,35.0,245.0,0.9200251889168768
ACTG,,,3.62,0.812,91.0,0.5383,72.0,0.5942,49.0,,,,,0.3957,27.0,0.3816,19.0,0.5942,52.0,,,,,20251121.0,35.0,189.0,
ACVA,104.0,2026-02-17,8.15,0.6868,83.0,0.5518,68.0,1.1762,99.0,1.2817,99.0,1.3872,97.0,0.4713,30.0,0.3778,13.0,0.6268,75.0,0.67,78.0,0.7133,81.0,20251121.0,35.0,189.0,0.5227432316454709
ACWI,,,140.56,0.1065,37.0,0.0745,32.0,0.1318,54.0,0.1504,61.0,0.1691,67.0,0.106,14.0,0.0852,28.0,0.1429,64.0,0.1667,59.0,0.1905,52.0,20270115.0,35.0,609.0,1.108377659574468
ACWV,,,118.22,0.0807,46.0,0.0645,46.0,0.135,81.0,0.1403,78.0,0.1456,74.0,0.0786,17.0,0.0591,10.0,0.0908,56.0,0.115,52.0,0.1391,42.0,20260116.0,35.0,245.0,0.819672131147541
ACWX,,,66.07,0.1044,28.0,0.073,35.0,0.14,55.0,0.1608,64.0,0.1815,66.0,0.1088,10.0,0.0688,14.0,0.14,59.0,0.1627,59.0,0.1853,53.0,20251219.0,35.0,217.0,1.01181592039801
AD,,,47.47,0.2536,,0.2891,,0.3674,,0.3537,,0.34,,0.0,,0.0,,0.3453,,0.3428,,0.3402,,,,,0.9691829233813966
ADAM,104.0,2026-02-17,6.9,0.3595,,0.3258,,,,,,0.4461,,0.0,,0.0,,,,,,0.4461,,,,,
ADAP,,,0.04,7.8963,100.0,0.0,1.0,,,,,,,3.097,100.0,0.0,1.0,,,,,,,20251219.0,35.0,217.0,
ADBE,,,335.53,0.3877,78.0,0.2808,69.0,0.3373,66.0,0.3381,66.0,0.3389,65.0,0.2718,35.0,0.2332,39.0,0.4023,90.0,0.4064,91.0,0.4105,91.0,20271217.0,7.0,945.0,1.20201123927832
ADBG,,,9.66,0.7944,,0.568,,0.6345,,0.7556,,0.8768,,0.548,,0.4469,,0.911,,0.8712,,0.8313,,,,,1.1529910005293804
ADC,,,72.45,0.1037,14.0,0.1787,47.0,0.256,62.0,0.2152,34.0,0.1745,9.0,0.1579,12.0,0.1526,3.0,0.1791,32.0,0.2104,44.0,0.2417,57.0,20260116.0,35.0,245.0,0.9776951672862454
ADCT,,,4.0,0.6125,60.0,0.6242,62.0,1.4447,95.0,,,,,0.9282,80.0,0.8372,85.0,1.6764,97.0,,,,,20260116.0,35.0,245.0,
ADEA,103.0,2026-02-16,13.78,1.3295,100.0,0.8787,100.0,0.4852,43.0,0.5499,38.0,0.6146,46.0,0.4888,76.0,0.383,70.0,0.493,65.0,0.5538,44.0,0.6146,43.0,20251219.0,35.0,217.0,1.0070921985815602
ADI,104.0,2026-02-17,236.0,0.267,54.0,0.2289,49.0,0.3508,74.0,0.3404,70.0,0.33,65.0,0.2755,46.0,0.2307,42.0,0.2939,64.0,0.3248,71.0,0.3557,77.0,20270617.0,7.0,762.0,0.954171562867215
ADM,,,56.29,0.3765,87.0,0.4474,97.0,0.3186,81.0,0.301,75.0,0.2833,66.0,0.2655,64.0,0.2703,81.0,0.2575,57.0,0.3143,82.0,0.371,92.0,20270115.0,7.0,609.0,1.044186046511628
ADMA,117.0,2026-03-02,15.37,0.4749,46.0,0.4485,31.0,1.1097,79.0,1.1266,84.0,1.1436,85.0,0.4102,3.0,0.4194,17.0,0.6503,26.0,0.674,31.0,0.6978,35.0,20270115.0,35.0,609.0,0.5982602520859223
ADNT,,,19.98,1.1577,96.0,0.5957,88.0,0.582,64.0,0.4872,46.0,0.3925,31.0,0.4691,45.0,0.367,42.0,0.5465,57.0,0.6074,70.0,0.6682,83.0,20260116.0,35.0,245.0,1.2467159277504103
ADP,,,259.57,0.411,95.0,0.2364,84.0,0.1899,55.0,0.191,54.0,0.1922,53.0,0.1824,44.0,0.1655,45.0,0.1849,35.0,0.231,62.0,0.2772,84.0,20270115.0,7.0,609.0,1.2094240837696335
ADPT,,,17.59,0.3514,12.0,0.4515,16.0,0.8683,56.0,1.3221,95.0,1.7759,99.0,0.53,10.0,0.5303,21.0,0.6301,17.0,0.7341,52.0,0.8381,72.0,20260116.0,35.0,245.0,0.5552530065804402
ADSE,,,10.07,0.9004,95.0,1.1083,98.0,,,,,1.298,,0.7216,100.0,0.8629,100.0,,,,,1.3829,,20251121.0,35.0,189.0,
ADSK,112.0,2026-02-25,300.96,0.3068,57.0,0.2053,22.0,0.2902,32.0,0.2788,26.0,0.2674,21.0,0.2619,9.0,0.2062,3.0,0.3444,37.0,0.3479,36.0,0.3514,36.0,20270617.0,7.0,762.0,1.247847919655667
ADT,112.0,2026-02-25,8.12,0.5426,87.0,0.3885,74.0,0.2194,5.0,0.3222,28.0,0.425,50.0,0.2474,10.0,0.2126,3.0,0.2802,22.0,0.286,20.0,0.2918,15.0,20251121.0,35.0,189.0,0.8876474239602731
ADTN,111.0,2026-02-24,8.4,1.8174,100.0,0.6879,97.0,0.388,41.0,0.5069,75.0,0.6258,91.0,0.6987,98.0,0.4564,85.0,0.5135,89.0,0.5893,97.0,0.665,99.0,20251121.0,35.0,189.0,1.162556717301243
ADUR,,,13.22,0.4858,,0.6116,,0.8656,,0.9452,,1.0248,,0.8806,,0.794,,0.8947,,0.9021,,0.9095,,,,,0.9544011849344054
ADUS,110.0,2026-02-23,119.86,0.6525,96.0,0.4946,91.0,0.2222,5.0,0.2488,7.0,0.2755,10.0,0.3078,25.0,0.3076,20.0,0.2498,3.0,0.251,3.0,0.2521,3.0,20260116.0,35.0,245.0,1.0088424437299035
ADV,120.0,2026-03-05,1.23,0.3156,21.0,0.553,53.0,,,,,,,0.9287,98.0,0.8629,98.0,,,,,,,20251121.0,35.0,189.0,
ADVM,,,4.29,0.1335,1.0,0.2545,1.0,1.946,89.0,1.4609,86.0,0.9758,56.0,0.9514,77.0,0.9939,90.0,0.434,1.0,0.5382,1.0,0.6424,2.0,20251219.0,35.0,217.0,0.3684030392223971
AEE,,,101.28,0.1086,22.0,0.1306,30.0,0.232,80.0,0.2296,76.0,0.2273,69.0,0.1394,20.0,0.1369,22.0,0.1899,64.0,0.1876,48.0,0.1854,35.0,20260116.0,35.0,245.0,0.8170731707317073
AEG,,,7.5,0.1058,4.0,0.11,12.0,0.388,61.0,0.432,64.0,0.476,70.0,0.2172,16.0,0.1186,5.0,0.3057,45.0,0.3329,48.0,0.3601,48.0,20260116.0,35.0,245.0,0.7706018518518518
AEHR,,,25.73,0.8052,51.0,0.6597,38.0,0.9294,63.0,0.939,64.0,0.9487,65.0,1.0593,82.0,0.794,55.0,0.7861,28.0,0.8636,59.0,0.9412,83.0,20270115.0,35.0,609.0,0.9197018104366348
AEIS,,,225.8,0.998,97.0,0.5281,83.0,0.5247,69.0,0.5114,66.0,0.498,63.0,0.4126,41.0,0.3386,31.0,0.4596,61.0,0.454,57.0,0.4484,53.0,20260116.0,35.0,245.0,0.8877590926867424
AEM,,,159.68,0.402,61.0,0.314,51.0,0.4821,79.0,0.4502,69.0,0.4183,57.0,0.391,45.0,0.2802,28.0,0.3888,47.0,0.3916,43.0,0.3945,41.0,20270617.0,7.0,762.0,0.8698356286095069
AEO,,,16.97,0.3991,60.0,0.4279,75.0,0.5879,83.0,0.6628,90.0,0.7377,94.0,0.7732,96.0,0.5005,88.0,0.5319,90.0,0.5417,88.0,0.5515,85.0,20270115.0,7.0,609.0,0.8172902836451418
AEP,,,119.76,0.3949,96.0,0.1665,55.0,0.1521,32.0,0.1957,64.0,0.2393,79.0,0.1809,55.0,0.1509,30.0,0.213,73.0,0.2126,65.0,0.2123,38.0,20270115.0,35.0,609.0,1.086356668369954
AER,111.0,2026-02-24,133.63,0.5123,83.0,0.242,44.0,0.2147,12.0,0.2226,15.0,0.2305,19.0,0.1998,14.0,0.17,7.0,0.2763,28.0,0.2696,24.0,0.263,19.0,20270115.0,35.0,609.0,1.211141060197664
AES,113.0,2026-02-26,14.22,0.427,80.0,0.3797,80.0,0.5601,90.0,0.5238,87.0,0.4874,85.0,0.5365,88.0,0.3607,81.0,0.1547,1.0,0.2799,31.0,0.4051,74.0,20270115.0,7.0,609.0,0.5343642611683848
AESI,111.0,2026-02-24,11.25,1.5731,100.0,0.8582,99.0,0.7396,98.0,0.7478,99.0,0.756,93.0,0.5463,86.0,0.4438,86.0,0.6063,100.0,0.6248,100.0,0.6434,98.0,20260116.0,35.0,245.0,0.8355175180529554
AETH,,,39.35,0.3521,23.0,0.2059,66.0,0.822,94.0,0.777,87.0,0.732,57.0,0.5504,41.0,0.2581,60.0,0.4563,16.0,0.6073,32.0,0.7583,78.0,20251219.0,35.0,217.0,0.7815958815958816
AEVA,,,13.78,1.0992,81.0,0.7756,49.0,1.2586,90.0,1.2506,92.0,1.2427,93.0,1.172,98.0,1.0647,97.0,1.0027,78.0,1.0252,81.0,1.0478,83.0,20270115.0,35.0,609.0,0.8197665120742044
AEYE,,,14.43,0.6139,37.0,0.7315,42.0,1.0093,60.0,0.884,26.0,0.7588,6.0,0.5824,1.0,0.5738,1.0,0.9033,49.0,0.8759,21.0,0.8485,18.0,20251219.0,35.0,217.0,0.9908371040723982
AFCG,,,3.21,0.2702,44.0,0.4345,91.0,,,,,0.933,87.0,0.6215,96.0,0.5254,100.0,,,,,0.933,100.0,20260116.0,35.0,245.0,
AFG,,,135.18,0.2377,71.0,0.2267,76.0,0.3223,84.0,0.2648,70.0,0.2073,44.0,0.2039,55.0,0.1883,60.0,0.221,60.0,0.2386,64.0,0.2562,68.0,20251219.0,35.0,217.0,0.9010574018126888
AFK,,,23.69,0.2307,73.0,0.1931,62.0,0.2234,,0.2976,,0.3718,68.0,0.1687,19.0,0.1891,46.0,0.2234,,0.2617,,0.3,43.0,20251219.0,35.0,217.0,0.8793682795698925
AFL,,,111.24,0.1941,55.0,0.2144,71.0,0.2094,55.0,0.1925,43.0,0.1756,28.0,0.17,26.0,0.1635,35.0,0.1845,36.0,0.2232,51.0,0.262,57.0,20270115.0,7.0,609.0,1.1594805194805196
AFMDQ,,,0.0,37.4063,,32.0341,,,,,,,,0.0,,0.0,,,,,,,,,,,
AFRM,,,71.52,0.5042,17.0,0.4572,8.0,1.1107,81.0,1.0768,78.0,1.043,75.0,0.6102,11.0,0.4927,11.0,0.696,23.0,0.6889,22.0,0.6819,21.0,20270115.0,7.0,609.0,0.6397659732540861
AFRU,,,15.05,1.1096,,0.7905,,1.6515,,1.8746,,2.0976,,0.0,,0.0,,1.3259,,1.4449,,1.5639,,,,,0.770777765923397
AFYA,,,14.33,0.1276,2.0,0.3056,21.0,0.5333,36.0,0.546,34.0,0.5588,46.0,0.2631,7.0,0.3113,16.0,0.5333,45.0,0.546,46.0,0.5588,55.0,20251219.0,35.0,217.0,1.0
AG,,,10.67,0.7023,78.0,0.5689,77.0,0.6922,85.0,0.668,81.0,0.6438,76.0,0.6323,61.0,0.5091,59.0,0.6765,79.0,0.6499,72.0,0.6233,63.0,20270115.0,7.0,609.0,0.9729041916167664
AGCO,,,106.77,0.2942,57.0,0.363,84.0,0.3448,68.0,0.3397,64.0,0.3346,60.0,0.3251,57.0,0.2769,48.0,0.3688,78.0,0.3709,73.0,0.373,67.0,20251121.0,35.0,189.0,1.0918457462466882
AGEN,,,3.69,0.5374,45.0,0.4707,25.0,1.098,79.0,0.9437,65.0,0.7893,35.0,1.0486,87.0,0.9031,85.0,1.4702,89.0,1.5344,92.0,1.5986,95.0,20251121.0,35.0,189.0,1.6259404471760093
AGG,,,99.87,0.035,48.0,0.0258,41.0,0.0509,71.0,0.051,59.0,0.0511,45.0,0.0414,61.0,0.027,40.0,0.0358,42.0,0.059,70.0,0.0821,77.0,20251219.0,35.0,217.0,1.156862745098039
AGGY,,,44.07,0.0292,4.0,0.03,33.0,,,,,,,0.044,1.0,0.0282,1.0,,,,,,,20260116.0,35.0,245.0,
AGI,,,30.99,0.4526,60.0,0.3965,59.0,0.4594,46.0,0.45,40.0,0.4405,38.0,0.423,35.0,0.3191,19.0,0.4461,36.0,0.4577,39.0,0.4693,44.0,20270115.0,35.0,609.0,1.017111111111111
AGIO,,,40.51,0.5528,65.0,0.5525,68.0,0.5752,43.0,0.5978,49.0,0.6205,56.0,0.4329,18.0,0.4968,49.0,1.2289,100.0,1.2856,100.0,1.3423,100.0,20251219.0,35.0,217.0,2.150552024088324
