symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AAPL,56.0,2026-01-28,284.15,0.1302,12.0,0.1753,31.0,0.1897,15.0,0.1874,14.0,0.1852,14.0,0.2201,19.0,0.2001,30.0,0.279,32.0,0.2863,32.0,0.2936,34.0,20271217.0,7.0,945.0,1.5277481323372464
AAPU,,,39.44,0.2651,28.0,0.3369,59.0,0.3814,31.0,0.3738,19.0,0.3663,14.0,0.4385,56.0,0.3923,70.0,0.4902,83.0,0.5263,80.0,0.5624,76.0,20260116.0,35.0,245.0,1.4079721776350989
AAPW,,,43.52,0.1221,,0.1966,,,,,,0.6307,,0.2789,,0.2274,,,,,,0.7237,,20251219.0,35.0,217.0,
AAPX,,,34.2,0.1924,,0.3033,,0.2469,,0.3945,,0.542,,0.4407,,0.3775,,0.4485,,0.4981,,0.5477,,20251219.0,35.0,217.0,1.2626108998732573
AAPY,,,25.96,0.0967,,0.0972,,,,,,0.3178,,0.1785,,0.1184,,,,,,0.3178,,20260116.0,35.0,245.0,
AAT,62.0,2026-02-03,19.5,0.0628,1.0,0.1295,6.0,0.261,54.0,0.3317,69.0,0.4024,79.0,0.2501,61.0,0.2139,54.0,0.4736,96.0,0.438,95.0,0.4024,86.0,20260116.0,35.0,245.0,1.320470304492011
AAXJ,,,92.49,0.0714,6.0,0.0867,46.0,0.146,27.0,0.195,65.0,0.2439,84.0,0.1449,17.0,0.0979,46.0,0.1517,25.0,0.1806,33.0,0.2096,47.0,20251219.0,35.0,217.0,0.9261538461538462
AB,63.0,2026-02-04,41.01,0.1973,33.0,0.1745,14.0,0.2627,48.0,0.22,16.0,0.1774,2.0,0.1785,4.0,0.18,1.0,0.126,3.0,0.2066,10.0,0.2873,32.0,20260116.0,35.0,245.0,0.9390909090909092
ABAT,71.0,2026-02-12,3.75,0.9124,75.0,0.6973,61.0,1.2446,,1.2875,,1.3304,,1.5491,92.0,1.2537,93.0,1.3566,,1.4169,,1.4772,,20251219.0,35.0,217.0,1.100504854368932
ABBV,57.0,2026-01-29,230.24,0.2885,78.0,0.2328,69.0,0.2323,59.0,0.232,55.0,0.2316,52.0,0.2337,44.0,0.212,47.0,0.2757,90.0,0.2742,69.0,0.2726,26.0,20270115.0,7.0,609.0,1.1818965517241378
ABCB,56.0,2026-01-28,76.71,0.197,31.0,0.193,17.0,0.3425,57.0,0.3292,50.0,0.3158,49.0,0.2552,36.0,0.2314,12.0,0.2676,31.0,0.2818,36.0,0.296,43.0,20260116.0,35.0,245.0,0.8560145808019441
ABCL,84.0,2026-02-25,3.49,0.5187,42.0,0.4392,16.0,1.2765,96.0,1.0515,94.0,0.8265,68.0,0.8204,94.0,0.7765,93.0,1.2361,94.0,1.146,97.0,1.056,99.0,20260116.0,35.0,245.0,1.0898716119828813
ABEO,105.0,2026-03-18,4.73,0.7796,66.0,0.5293,20.0,1.0861,56.0,,,,,0.5528,8.0,0.5116,5.0,1.0861,60.0,,,,,20251219.0,35.0,217.0,
ABEV,,,2.62,0.125,5.0,0.1713,13.0,0.2401,15.0,0.4308,76.0,0.6215,95.0,0.2484,21.0,0.2067,20.0,0.2401,22.0,0.3215,38.0,0.4029,47.0,20270115.0,35.0,609.0,0.7462859795728877
ABFL,,,71.73,0.1205,,0.0837,,0.1182,,0.1417,,0.1653,,0.1404,,0.1426,,0.1445,,0.1692,,0.1939,,20251219.0,35.0,217.0,1.1940719830628088
ABG,56.0,2026-01-28,236.23,0.2986,42.0,0.321,52.0,0.2955,21.0,0.3062,24.0,0.3168,28.0,0.3459,41.0,0.3187,43.0,0.3506,40.0,0.3505,39.0,0.3503,38.0,20260116.0,35.0,245.0,1.14467668190725
ABL,112.0,2026-03-25,6.86,0.4574,55.0,0.6846,83.0,0.6031,,0.6709,,0.7388,,0.6277,60.0,0.5756,45.0,0.664,,0.7354,,0.8069,,20270115.0,35.0,609.0,1.0961395140855568
ABM,14.0,2025-12-17,43.94,0.1509,23.0,0.179,27.0,0.5074,89.0,0.4663,85.0,0.4252,80.0,0.2382,33.0,0.2232,27.0,0.2909,57.0,0.316,61.0,0.3412,68.0,20260116.0,35.0,245.0,0.6776753163199657
ABNB,70.0,2026-02-11,120.13,0.258,23.0,0.2434,20.0,0.3067,18.0,0.3016,15.0,0.2964,14.0,0.2624,11.0,0.2368,16.0,0.3726,10.0,0.381,9.0,0.3894,10.0,20270115.0,7.0,609.0,1.2632625994694962
ABNY,,,44.59,0.1348,6.0,0.1816,40.0,,,,,0.4402,,0.4168,100.0,0.2584,99.0,,,,,0.6333,,20260116.0,35.0,245.0,
ABOS,112.0,2026-03-25,1.93,1.2211,92.0,0.8946,77.0,,,,,,,0.9063,66.0,0.8552,63.0,,,,,,,20260116.0,35.0,245.0,
ABR,78.0,2026-02-19,9.09,0.3393,80.0,0.3167,80.0,0.3316,64.0,0.3318,52.0,0.3321,49.0,0.3475,69.0,0.3089,66.0,0.1915,47.0,0.3379,45.0,0.4844,59.0,20270115.0,7.0,609.0,1.0183845690174804
ABSI,103.0,2026-03-16,3.29,0.6064,24.0,0.5383,5.0,0.6336,1.0,0.7792,1.0,0.9248,14.0,0.9201,30.0,0.7616,1.0,0.9089,14.0,1.1298,45.0,1.3506,81.0,20251121.0,35.0,189.0,1.4499486652977411
ABT,48.0,2026-01-20,125.29,0.1196,23.0,0.1802,59.0,0.2015,57.0,0.2022,56.0,0.2029,55.0,0.2179,66.0,0.2011,69.0,0.2127,50.0,0.2423,66.0,0.2719,76.0,20270115.0,7.0,609.0,1.198318496538081
ABTC,117.0,2026-03-30,2.39,3.071,,1.8186,,1.8938,,1.9966,,2.0995,,0.0,,0.0,,1.4699,,1.4615,,1.4532,,,,,0.7319943904637884
ABUS,112.0,2026-03-25,4.43,0.5202,52.0,0.4632,28.0,0.6624,17.0,0.9349,53.0,1.2074,84.0,0.4248,17.0,0.4498,18.0,1.5229,84.0,1.6031,92.0,1.6834,98.0,20270115.0,35.0,609.0,1.7147288480051344
ABVC,,,2.57,0.5576,,0.5572,,,,,,,,1.1634,,0.9679,,,,,,,,,,,
ABVE,,,2.66,1.5127,,1.4402,,2.0617,,2.3461,,2.6305,,3.1916,,2.3666,,1.9714,,1.9936,,2.0158,,,,,0.8497506500149185
ABVX,,,110.93,0.5688,,0.4923,,1.0358,,1.0242,,1.0127,,2.7855,,0.5407,,0.8274,,0.8246,,0.8217,,,,,0.8051161882444835
ACA,84.0,2026-02-25,107.03,0.149,6.0,0.2833,51.0,0.348,39.0,0.3359,30.0,0.3239,28.0,0.3286,35.0,0.2642,23.0,0.3485,51.0,0.3433,44.0,0.3381,39.0,20251219.0,35.0,217.0,1.0220303661804109
ACAD,83.0,2026-02-24,25.88,0.1629,2.0,0.2972,7.0,0.4531,11.0,0.5286,23.0,0.6042,39.0,0.3701,1.0,0.3618,3.0,0.4982,15.0,0.5104,16.0,0.5226,18.0,20251219.0,35.0,217.0,0.9655694286795308
ACB,,,4.54,0.3093,7.0,0.3922,8.0,0.7699,33.0,0.725,22.0,0.6802,15.0,0.784,40.0,0.548,15.0,0.9111,67.0,0.8566,40.0,0.802,17.0,20270115.0,35.0,609.0,1.1815172413793105
ACCO,77.0,2026-02-18,3.63,0.2542,32.0,0.2755,40.0,,,,,,,0.3553,38.0,0.3259,55.0,,,,,,,20251219.0,35.0,217.0,
ACDC,91.0,2026-03-04,4.27,0.9647,89.0,0.9205,93.0,0.9326,90.0,0.9687,92.0,1.0048,92.0,1.1565,100.0,0.7413,88.0,1.1594,100.0,1.0769,100.0,0.9944,99.0,20251121.0,35.0,189.0,1.111696087540002
ACEL,84.0,2026-02-25,10.59,0.2624,37.0,0.2736,41.0,0.5874,73.0,0.5906,67.0,0.5937,67.0,0.3508,37.0,0.2677,18.0,0.5874,81.0,0.5906,78.0,0.5937,73.0,20260116.0,35.0,245.0,1.0
ACES,,,32.86,0.2809,35.0,0.1809,10.0,0.3538,43.0,0.379,48.0,0.4042,57.0,0.3294,23.0,0.2427,28.0,0.3144,55.0,0.3628,73.0,0.4112,83.0,20251219.0,35.0,217.0,0.9572559366754616
ACET,91.0,2026-03-04,0.54,0.8521,86.0,0.8991,91.0,,,,,,,0.7936,75.0,0.8264,89.0,,,,,,,20260116.0,35.0,245.0,
ACGL,68.0,2026-02-09,92.72,0.151,43.0,0.1454,35.0,0.1721,21.0,0.1868,28.0,0.2014,39.0,0.2174,63.0,0.198,53.0,0.2245,54.0,0.2226,51.0,0.2208,49.0,20251219.0,35.0,217.0,1.1916488222698072
ACHC,84.0,2026-02-25,14.69,0.9155,97.0,0.7632,98.0,0.7109,95.0,0.8842,98.0,1.0576,100.0,0.6011,93.0,0.5243,92.0,0.6694,99.0,0.5811,94.0,0.4927,86.0,20260116.0,35.0,245.0,0.6572042524315765
ACHR,84.0,2026-02-25,8.35,0.6484,40.0,0.5439,19.0,0.6833,22.0,0.7083,17.0,0.7333,21.0,0.7965,45.0,0.6917,34.0,0.8913,83.0,0.8806,76.0,0.87,59.0,20270115.0,7.0,609.0,1.243258506282649
ACHV,96.0,2026-03-09,4.88,1.0286,91.0,0.7985,82.0,1.0887,46.0,1.0355,33.0,0.9823,28.0,1.0944,100.0,0.7655,79.0,0.9926,32.0,0.9874,19.0,0.9823,21.0,20251219.0,35.0,217.0,0.9535490101400288
ACI,,,17.94,0.2167,20.0,0.2134,15.0,0.3186,16.0,0.3325,17.0,0.3464,20.0,0.2907,15.0,0.2176,12.0,0.2331,8.0,0.3082,11.0,0.3832,28.0,20270115.0,7.0,609.0,0.9269172932330826
ACIC,84.0,2026-02-25,12.28,0.179,23.0,0.2264,20.0,0.3722,15.0,0.3933,7.0,0.4144,9.0,0.2932,12.0,0.2852,12.0,0.3722,2.0,0.411,2.0,0.4497,11.0,20251121.0,35.0,189.0,1.0450038138825324
ACIO,,,44.07,0.0703,,0.0672,,,,,,0.2152,,0.0786,,0.0755,,,,,,0.2152,,20251121.0,35.0,189.0,
ACIU,98.0,2026-03-11,2.85,0.7393,71.0,0.793,76.0,1.8744,95.0,2.7493,100.0,3.6243,100.0,0.8333,69.0,0.8568,96.0,1.8744,99.0,2.7493,100.0,3.6243,100.0,20251121.0,35.0,189.0,1.0
ACIW,84.0,2026-02-25,47.08,0.1571,14.0,0.1549,3.0,0.2906,27.0,0.3068,32.0,0.323,41.0,0.2686,25.0,0.2573,20.0,0.3281,52.0,0.3256,48.0,0.323,45.0,20251121.0,35.0,189.0,1.0612777053455018
ACLS,68.0,2026-02-09,88.02,0.4635,51.0,0.4253,41.0,0.4413,24.0,0.507,46.0,0.5727,67.0,0.4657,36.0,0.4232,26.0,0.4954,43.0,0.5084,48.0,0.5215,52.0,20251219.0,35.0,217.0,1.0027613412228795
ACLX,104.0,2026-03-17,72.94,1.1869,98.0,1.0606,99.0,0.5853,27.0,0.5543,23.0,0.5233,19.0,0.4346,2.0,0.4687,15.0,0.5032,2.0,0.5038,2.0,0.5045,2.0,20251219.0,35.0,217.0,0.9088941006675086
ACM,61.0,2026-02-02,103.89,0.2379,49.0,0.2298,50.0,0.2022,5.0,0.2378,14.0,0.2733,32.0,0.2805,43.0,0.2342,34.0,0.262,17.0,0.2716,23.0,0.2812,31.0,20260417.0,35.0,336.0,1.1421362489486964
ACMR,83.0,2026-02-24,33.94,0.4388,39.0,0.4669,45.0,0.5993,52.0,0.6378,57.0,0.6763,65.0,0.714,50.0,0.4933,57.0,0.6147,47.0,0.6645,52.0,0.7143,69.0,20270115.0,35.0,609.0,1.0418626528692378
ACN,15.0,2025-12-18,272.85,0.4008,88.0,0.2893,84.0,0.3554,85.0,0.3527,84.0,0.35,83.0,0.2943,74.0,0.2466,74.0,0.2925,80.0,0.3349,88.0,0.3773,90.0,20270115.0,7.0,609.0,0.9495321803232208
ACNB,49.0,2026-01-21,49.45,0.2147,19.0,0.2406,26.0,0.3658,41.0,0.3512,28.0,0.3365,36.0,0.2439,1.0,0.2493,1.0,0.2542,4.0,0.2912,13.0,0.3283,48.0,20260116.0,35.0,245.0,0.8291571753986333
ACNT,89.0,2026-03-02,15.16,0.4964,86.0,0.5075,77.0,,,,,0.7965,28.0,0.2776,11.0,0.3066,9.0,,,,,0.7965,39.0,20251219.0,35.0,217.0,
ACR,90.0,2026-03-03,22.52,0.5578,91.0,0.4585,88.0,0.4026,38.0,0.5185,70.0,0.6344,88.0,0.2919,17.0,0.2667,12.0,0.4026,44.0,0.4314,50.0,0.4602,63.0,20251121.0,35.0,189.0,0.8320154291224687
ACRE,69.0,2026-02-10,5.3,0.3423,81.0,0.2915,78.0,,,,,0.3863,73.0,0.397,88.0,0.3227,83.0,,,,,0.3863,76.0,20251121.0,35.0,189.0,
ACRS,84.0,2026-02-25,2.78,0.8843,82.0,0.7325,66.0,1.2687,78.0,1.3659,84.0,1.4631,87.0,0.6627,44.0,0.7263,61.0,1.4139,87.0,1.4385,90.0,1.4631,91.0,20251219.0,35.0,217.0,1.053151768065012
ACT,61.0,2026-02-02,38.61,0.1558,25.0,0.1354,6.0,0.2922,49.0,0.2774,40.0,0.2627,35.0,0.2015,31.0,0.1949,28.0,0.2318,10.0,0.2472,10.0,0.2627,14.0,20260116.0,35.0,245.0,0.8911319394376352
ACTG,98.0,2026-03-11,3.96,0.1722,6.0,0.3548,30.0,0.5813,47.0,,,,,0.3959,27.0,0.39,23.0,0.5813,49.0,,,,,20251121.0,35.0,189.0,
ACVA,76.0,2026-02-17,7.9,0.4515,51.0,0.4629,52.0,0.6427,55.0,0.7789,77.0,0.9151,86.0,0.8632,100.0,0.4748,50.0,0.5137,20.0,0.5844,48.0,0.655,72.0,20251121.0,35.0,189.0,0.7502888689177044
ACWI,,,141.68,0.0826,23.0,0.0818,40.0,0.1308,53.0,0.1672,71.0,0.2036,82.0,0.1079,15.0,0.0927,40.0,0.1341,57.0,0.1627,56.0,0.1912,52.0,20270115.0,35.0,609.0,0.973086124401914
ACWV,,,119.81,0.0782,43.0,0.0513,22.0,0.0513,5.0,0.1531,83.0,0.2549,97.0,0.0763,12.0,0.0563,7.0,0.0801,43.0,0.1098,44.0,0.1396,43.0,20260116.0,35.0,245.0,0.7171783148269104
ACWX,,,66.61,0.0737,12.0,0.0649,25.0,0.1229,36.0,0.1519,57.0,0.1809,66.0,0.1145,14.0,0.0738,19.0,0.1229,38.0,0.1519,42.0,0.1809,49.0,20251219.0,35.0,217.0,1.0
AD,,,49.6,0.1506,,0.1956,,0.3096,,0.3303,,0.351,,0.0,,0.0,,0.3315,,0.3163,,0.301,,,,,0.9576142900393584
ADAM,76.0,2026-02-17,7.61,0.2957,,0.2496,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADAPY,,,0.04,1.3436,,2.4599,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,7.0,2025-12-10,326.78,0.1607,18.0,0.2092,37.0,0.6402,96.0,0.6423,96.0,0.6444,96.0,0.2704,34.0,0.2423,44.0,0.3924,88.0,0.399,90.0,0.4056,91.0,20271217.0,7.0,945.0,0.6212050443717889
ADBG,,,9.03,0.3132,,0.3922,,1.0003,,1.016,,1.0318,,0.5469,,0.4657,,0.5774,,0.7046,,0.8319,,,,,0.693503937007874
ADC,68.0,2026-02-09,74.47,0.1035,14.0,0.1023,1.0,0.1695,16.0,0.1822,12.0,0.1948,21.0,0.1482,7.0,0.1456,1.0,0.1662,23.0,0.2074,40.0,0.2487,63.0,20260116.0,35.0,245.0,1.1383095499451152
ADCT,112.0,2026-03-25,3.95,1.2505,93.0,1.6616,100.0,1.0944,89.0,1.3648,96.0,1.6352,98.0,0.6846,56.0,0.7668,79.0,2.2402,99.0,1.7662,99.0,1.2922,98.0,20260116.0,35.0,245.0,1.2941090269636577
ADEA,75.0,2026-02-16,12.56,0.1041,1.0,0.2327,13.0,,,,,0.4375,6.0,0.4909,79.0,0.3983,85.0,,,,,0.6681,48.0,20251219.0,35.0,217.0,
ADI,76.0,2026-02-17,278.24,0.2237,40.0,0.4302,93.0,0.2691,44.0,0.2669,41.0,0.2647,39.0,0.278,48.0,0.2493,55.0,0.337,81.0,0.3342,76.0,0.3313,60.0,20270617.0,7.0,762.0,1.2521543649306854
ADM,61.0,2026-02-02,59.8,0.1542,25.0,0.1748,33.0,0.2468,51.0,0.2603,57.0,0.2739,62.0,0.2698,65.0,0.2779,84.0,0.2378,44.0,0.3083,80.0,0.3787,93.0,20270115.0,7.0,609.0,1.1844026123703422
ADMA,89.0,2026-03-02,19.72,0.4306,38.0,0.4363,28.0,0.521,9.0,0.702,25.0,0.883,60.0,0.4663,13.0,0.4396,18.0,0.5933,17.0,0.5998,18.0,0.6064,19.0,20270115.0,35.0,609.0,0.8544159544159544
ADNT,54.0,2026-01-26,19.23,0.2506,17.0,0.3258,35.0,0.4546,39.0,0.4087,32.0,0.3628,26.0,0.4811,46.0,0.3883,46.0,0.479,46.0,0.4822,46.0,0.4855,45.0,20260116.0,35.0,245.0,1.1798385123562516
ADP,55.0,2026-01-27,260.22,0.1923,61.0,0.1879,67.0,0.1833,51.0,0.204,62.0,0.2247,70.0,0.1886,47.0,0.1729,52.0,0.2427,74.0,0.2394,67.0,0.236,52.0,20270115.0,7.0,609.0,1.173529411764706
ADPT,68.0,2026-02-09,17.13,0.8798,79.0,0.7249,68.0,1.1388,84.0,0.9464,69.0,0.754,38.0,0.6384,27.0,0.5788,25.0,0.8408,71.0,0.7784,64.0,0.7161,47.0,20260116.0,35.0,245.0,0.8224852071005917
ADSE,,,12.46,0.3908,51.0,0.5134,32.0,,,,,2.2308,,0.625,94.0,0.7871,100.0,,,,,1.5048,,20251121.0,35.0,189.0,
ADSK,84.0,2026-02-25,307.24,0.1854,19.0,0.3154,68.0,0.2439,11.0,0.242,10.0,0.2402,9.0,0.2687,13.0,0.2186,6.0,0.3441,37.0,0.3439,32.0,0.3437,28.0,20270617.0,7.0,762.0,1.4210743801652892
ADT,84.0,2026-02-25,8.14,0.2023,23.0,0.1642,6.0,0.2776,20.0,0.2805,19.0,0.2834,20.0,0.2383,7.0,0.2067,2.0,0.3394,39.0,0.321,32.0,0.3026,22.0,20251121.0,35.0,189.0,1.1443850267379678
ADTN,83.0,2026-02-24,8.23,0.3094,47.0,0.4359,78.0,0.5816,88.0,0.5781,86.0,0.5747,85.0,0.694,98.0,0.4645,86.0,0.6316,99.0,0.6125,98.0,0.5933,96.0,20251121.0,35.0,189.0,1.059505275903823
ADUR,,,13.67,1.4564,,0.8352,,1.1813,,1.0543,,0.9274,,0.8784,,0.7755,,0.9226,,0.9488,,0.9751,,,,,0.8999336052357014
ADUS,82.0,2026-02-23,117.89,0.3212,62.0,0.293,48.0,0.2545,8.0,0.2338,6.0,0.2131,4.0,0.3201,34.0,0.3148,28.0,0.2562,5.0,0.2552,4.0,0.2543,4.0,20260116.0,35.0,245.0,1.09153122326775
ADV,92.0,2026-03-05,0.96,0.7186,78.0,0.6528,73.0,,,,,,,0.8415,96.0,0.8043,97.0,,,,,,,20251121.0,35.0,189.0,
ADVM,103.0,2026-03-16,4.17,0.1963,1.0,0.258,1.0,,,,,1.0486,67.0,0.8249,66.0,0.901,78.0,,,,,0.5686,1.0,20251219.0,35.0,217.0,
AEE,70.0,2026-02-11,101.47,0.2279,82.0,0.1751,67.0,0.1439,21.0,0.2108,65.0,0.2776,87.0,0.1421,22.0,0.1395,24.0,0.1675,45.0,0.1708,32.0,0.1742,25.0,20260116.0,35.0,245.0,0.8102466793168881
AEG,,,7.86,0.2607,47.0,0.1158,16.0,0.2871,34.0,0.3086,39.0,0.3301,39.0,0.2228,18.0,0.1164,4.0,0.2871,38.0,0.3154,43.0,0.3437,42.0,20260116.0,35.0,245.0,1.0220349967595594
AEHR,40.0,2026-01-12,24.76,0.6429,31.0,0.6875,43.0,0.9097,59.0,0.928,63.0,0.9462,64.0,1.0563,82.0,0.81,57.0,0.7864,28.0,0.8606,57.0,0.9348,81.0,20270115.0,35.0,609.0,0.9273706896551724
AEIS,69.0,2026-02-10,213.44,0.326,38.0,0.3774,52.0,0.4357,47.0,0.4308,44.0,0.426,41.0,0.4303,47.0,0.3753,45.0,0.4686,64.0,0.4696,63.0,0.4706,62.0,20260116.0,35.0,245.0,1.0900649953574744
AEM,,,169.18,0.3684,52.0,0.2897,43.0,0.3879,49.0,0.3849,48.0,0.3818,47.0,0.3703,39.0,0.2926,34.0,0.3703,37.0,0.3886,42.0,0.407,46.0,20270617.0,7.0,762.0,1.0096128864640166
AEO,,,23.97,0.7946,94.0,0.4285,75.0,0.4303,56.0,0.476,67.0,0.5217,75.0,0.7711,96.0,0.4892,84.0,0.5123,88.0,0.5643,91.0,0.6164,92.0,20270115.0,7.0,609.0,1.1855042016806725
AEP,70.0,2026-02-11,118.06,0.2167,75.0,0.1759,62.0,0.1982,69.0,0.1829,55.0,0.1675,37.0,0.1751,49.0,0.1502,28.0,0.1511,30.0,0.205,59.0,0.259,72.0,20270115.0,35.0,609.0,1.1208310552214324
AER,83.0,2026-02-24,138.14,0.2335,42.0,0.1734,17.0,0.1908,6.0,0.2128,11.0,0.2349,20.0,0.2114,19.0,0.1776,7.0,0.2493,16.0,0.2579,18.0,0.2665,21.0,20270115.0,35.0,609.0,1.211936090225564
AES,85.0,2026-02-26,13.71,0.1634,16.0,0.1742,13.0,0.2794,44.0,0.284,43.0,0.2886,43.0,0.4794,87.0,0.3368,76.0,0.2629,33.0,0.3001,40.0,0.3372,49.0,20270115.0,7.0,609.0,1.0566901408450704
AESI,83.0,2026-02-24,9.7,0.5264,85.0,0.56,96.0,0.5573,87.0,0.6491,93.0,0.7409,93.0,0.6221,100.0,0.5068,100.0,0.6254,100.0,0.6476,100.0,0.6698,99.0,20260116.0,35.0,245.0,0.9976891079956862
AETH,,,39.42,0.0021,1.0,0.0179,39.0,0.6794,71.0,0.6986,64.0,0.7177,54.0,0.5019,35.0,0.2391,56.0,0.4384,12.0,0.5984,26.0,0.7585,78.0,20251219.0,35.0,217.0,0.8565702834239909
AEVA,104.0,2026-03-17,13.69,1.5215,95.0,0.8275,61.0,1.2524,90.0,1.263,92.0,1.2735,93.0,1.1465,98.0,1.0252,92.0,1.0264,82.0,1.0558,88.0,1.0851,89.0,20270115.0,35.0,609.0,0.8359461599366589
AEYE,97.0,2026-03-10,12.6,0.298,4.0,0.4744,7.0,0.7174,4.0,0.8834,26.0,1.0494,53.0,0.5669,1.0,0.5825,1.0,0.9278,62.0,0.8411,15.0,0.7544,3.0,20251219.0,35.0,217.0,0.952116821371972
AFCG,98.0,2026-03-11,2.96,0.432,81.0,0.4202,90.0,,,,,1.0054,91.0,0.6418,97.0,0.5426,100.0,,,,,1.0054,100.0,20260116.0,35.0,245.0,
AFG,61.0,2026-02-02,131.7,0.1695,49.0,0.1902,66.0,0.203,46.0,0.2154,50.0,0.2279,55.0,0.2071,56.0,0.1981,63.0,0.2059,53.0,0.2338,62.0,0.2617,70.0,20251219.0,35.0,217.0,1.085422469823584
AFK,,,24.98,0.1358,25.0,0.1739,45.0,0.2204,,0.2795,,0.3386,52.0,0.1787,20.0,0.1801,41.0,0.2204,,0.2848,,0.3492,60.0,20251219.0,35.0,217.0,1.0189624329159213
AFL,62.0,2026-02-03,109.04,0.1134,21.0,0.125,22.0,0.1594,24.0,0.162,23.0,0.1646,22.0,0.1697,26.0,0.164,35.0,0.2309,61.0,0.227,54.0,0.2232,36.0,20270115.0,7.0,609.0,1.4012345679012346
AFMDQ,,,0.0,61.6047,,0.0,,,,,,,,40.5585,,0.0,,,,,,,,,,,
AFRM,64.0,2026-02-05,69.64,0.4782,15.0,0.4706,10.0,0.6517,21.0,0.6396,18.0,0.6275,17.0,0.6047,11.0,0.5141,11.0,0.6971,24.0,0.6998,24.0,0.7025,24.0,20270115.0,7.0,609.0,1.0941213258286429
AFRU,,,13.48,1.0396,,0.8408,,1.2066,,1.8832,,2.5598,,0.0,,0.0,,1.3152,,1.3226,,1.33,,,,,0.7023152081563296
AFYA,98.0,2026-03-11,15.18,0.1348,2.0,0.2035,1.0,,,,,0.6766,74.0,0.259,7.0,0.2993,11.0,,,,,0.6766,92.0,20251219.0,35.0,217.0,
AG,,,15.69,0.7449,82.0,0.6764,90.0,0.7558,93.0,0.7401,91.0,0.7244,90.0,0.6369,62.0,0.5291,65.0,0.7413,92.0,0.7064,86.0,0.6715,78.0,20270115.0,7.0,609.0,0.9544656127550332
AGCO,63.0,2026-02-04,105.13,0.4436,85.0,0.3063,70.0,0.399,83.0,0.3587,71.0,0.3183,53.0,0.3282,59.0,0.2904,55.0,0.343,67.0,0.356,66.0,0.3691,65.0,20251121.0,35.0,189.0,0.9924728185112908
