symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AAPX,,,30.09,0.3766,,0.3228,,0.2086,,1.049,,1.8894,,0.4399,,0.3734,,0.2332,,0.6054,,0.9775,,20251219.0,35.0,217.0,0.5771210676835082
AAPY,,,24.46,0.1071,,0.1228,,,,,,0.2943,,0.1773,,0.1176,,,,,,0.3106,,20260116.0,35.0,245.0,
AAT,75.0,2026-02-03,18.56,0.1821,42.0,0.1991,49.0,0.3979,77.0,,,,,0.251,61.0,0.2159,55.0,0.3979,90.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,90.58,0.0921,13.0,0.2317,99.0,0.1835,59.0,0.1924,63.0,0.2012,65.0,0.1477,19.0,0.0959,43.0,0.1872,62.0,0.208,68.0,0.2289,70.0,20251219.0,35.0,217.0,1.0810810810810811
AB,76.0,2026-02-04,38.51,0.1718,22.0,0.1745,14.0,0.3354,75.0,0.2944,51.0,0.2533,25.0,0.1725,3.0,0.1784,1.0,0.1701,17.0,0.2391,24.0,0.3081,44.0,20260116.0,35.0,245.0,0.8121603260869565
ABAT,84.0,2026-02-12,3.51,1.7115,96.0,1.3142,93.0,1.2412,,1.2886,,1.336,,1.5404,92.0,1.2489,93.0,1.4248,,1.3864,,1.3481,,20251219.0,35.0,217.0,1.0758963215893218
ABBV,70.0,2026-01-29,229.45,0.2504,69.0,0.2774,84.0,0.2526,70.0,0.2503,66.0,0.248,61.0,0.2228,35.0,0.2078,41.0,0.2756,90.0,0.2772,75.0,0.2789,34.0,20270115.0,7.0,609.0,1.10747103475829
ABCB,69.0,2026-01-28,71.76,0.2761,59.0,0.2991,67.0,0.3413,57.0,0.3147,44.0,0.2882,35.0,0.2522,34.0,0.2275,9.0,0.3012,53.0,0.3022,47.0,0.3032,47.0,20260116.0,35.0,245.0,0.9602796313949796
ABCL,97.0,2026-02-25,3.41,0.6334,62.0,0.7226,81.0,2.6993,99.0,1.9039,100.0,1.1085,96.0,0.8266,94.0,0.7824,94.0,1.0972,89.0,1.2511,98.0,1.405,100.0,20260116.0,35.0,245.0,0.6571248489941699
ABEO,118.0,2026-03-18,4.22,1.3111,94.0,0.9362,76.0,0.8713,35.0,0.8303,25.0,0.7893,18.0,0.5246,8.0,0.5032,5.0,2.2349,95.0,1.5121,85.0,0.7893,22.0,20251219.0,35.0,217.0,1.821148982295556
ABEV,,,2.43,0.183,19.0,0.2033,30.0,0.2501,18.0,0.2836,19.0,0.3172,16.0,0.2477,20.0,0.2067,20.0,0.2501,26.0,0.2836,19.0,0.3172,12.0,20270115.0,35.0,609.0,1.0
ABFL,,,68.0,0.1634,,0.1333,,0.0977,,0.385,,0.6723,,0.1333,,0.1376,,0.0977,,0.2356,,0.3736,,20251219.0,35.0,217.0,0.6119480519480519
ABG,69.0,2026-01-28,210.94,0.3712,59.0,0.3492,60.0,0.4278,71.0,0.4123,66.0,0.3968,63.0,0.3321,39.0,0.312,40.0,0.3763,54.0,0.3721,50.0,0.3679,46.0,20260116.0,35.0,245.0,0.9024981809362116
ABL,,,5.62,0.4498,54.0,0.5901,74.0,0.6168,,0.7156,,0.8144,,0.7089,100.0,0.6703,100.0,0.6421,,0.7564,,0.8707,,20270115.0,35.0,609.0,1.057015092230296
ABM,27.0,2025-12-17,41.65,0.3406,78.0,0.2536,61.0,0.4111,79.0,0.3799,71.0,0.3487,64.0,0.2725,51.0,0.2504,53.0,0.2826,54.0,0.3348,68.0,0.387,82.0,20260116.0,35.0,245.0,0.8812845485654118
ABNB,83.0,2026-02-11,111.54,0.233,16.0,0.2631,27.0,0.3251,25.0,0.3249,25.0,0.3248,24.0,0.2608,11.0,0.2373,17.0,0.3899,23.0,0.3913,19.0,0.3928,11.0,20270115.0,7.0,609.0,1.2043705755617111
ABNY,,,8.56,0.2151,40.0,0.2266,70.0,,,,,,,0.2283,43.0,0.1855,53.0,,,,,,,20260116.0,35.0,245.0,
ABOS,,,1.56,0.8023,66.0,1.0266,88.0,,,,,,,0.8791,63.0,0.8437,60.0,,,,,,,20260116.0,35.0,245.0,
ABR,91.0,2026-02-19,8.32,0.5663,93.0,0.4145,90.0,0.4459,84.0,0.4376,74.0,0.4292,72.0,0.3465,69.0,0.3093,66.0,0.171,35.0,0.38,62.0,0.589,75.0,20270115.0,7.0,609.0,0.8683729433272395
ABSI,116.0,2026-03-16,2.77,1.6267,96.0,1.0286,73.0,1.1827,50.0,1.488,75.0,1.7933,89.0,0.9128,27.0,0.7596,1.0,1.3736,73.0,1.2764,66.0,1.1792,60.0,20251121.0,35.0,189.0,0.8577956989247312
ABT,61.0,2026-01-20,123.97,0.2478,77.0,0.2615,87.0,0.2096,62.0,0.183,42.0,0.1563,18.0,0.2118,60.0,0.1973,67.0,0.2082,46.0,0.2422,66.0,0.2761,79.0,20270115.0,7.0,609.0,1.323497267759563
ABTC,,,4.58,0.6093,,1.03,,1.4765,,1.5718,,1.6672,,0.0,,0.0,,0.9679,,1.0303,,1.0926,,,,,0.6554905204224456
ABUS,,,4.2,0.4533,41.0,0.5585,47.0,0.9681,57.0,0.8834,45.0,0.7987,33.0,0.4128,15.0,0.4429,17.0,1.7285,88.0,1.8498,97.0,1.9712,99.0,20270115.0,35.0,609.0,2.093955173194476
ABVC,,,2.66,0.7061,,0.7435,,,,,,,,1.1769,,0.9918,,,,,,,,,,,
ABVE,,,1.9,1.8517,,1.6559,,,,,,,,3.1793,,2.3621,,,,,,,,,,,
ABVX,,,122.9,0.857,,0.6064,,1.4172,,1.3769,,1.3366,,2.7915,,0.5689,,0.9158,,0.9114,,0.9069,,,,,0.6619217081850534
ACA,97.0,2026-02-25,99.41,0.2415,35.0,0.3385,71.0,0.3846,53.0,0.3591,39.0,0.3337,31.0,0.3266,34.0,0.2587,22.0,0.3697,69.0,0.3682,69.0,0.3666,65.0,20251219.0,35.0,217.0,1.0253411306042886
ACAD,96.0,2026-02-24,22.9,0.2777,14.0,0.3643,23.0,0.3466,2.0,0.3742,2.0,0.4019,5.0,0.3722,1.0,0.3649,3.0,0.5465,24.0,0.5384,21.0,0.5303,19.0,20251219.0,35.0,217.0,1.4388027792624265
ACB,,,4.08,0.4191,19.0,0.4371,14.0,0.7753,33.0,0.847,36.0,0.9187,43.0,0.789,40.0,0.5478,15.0,0.9286,70.0,0.9396,57.0,0.9506,48.0,20270115.0,35.0,609.0,1.1093270365997638
ACCO,90.0,2026-02-18,3.27,0.2274,24.0,0.3008,52.0,,,,,,,0.3542,37.0,0.3258,55.0,,,,,,,20251219.0,35.0,217.0,
ACDC,104.0,2026-03-04,3.31,0.763,76.0,0.8208,88.0,1.2621,99.0,1.1168,97.0,0.9714,91.0,1.1496,100.0,0.7427,88.0,0.9073,98.0,0.9764,100.0,1.0455,100.0,20251121.0,35.0,189.0,0.8742836676217766
ACEL,97.0,2026-02-25,9.64,0.2364,28.0,0.2269,25.0,,,,,,,0.3411,35.0,0.2604,17.0,,,,,,,20260116.0,35.0,245.0,
ACES,,,30.81,0.3232,50.0,0.4481,97.0,0.4427,75.0,0.3782,48.0,0.3138,21.0,0.328,23.0,0.2412,27.0,0.4031,88.0,0.3883,83.0,0.3735,64.0,20251219.0,35.0,217.0,1.0267054468535166
ACET,104.0,2026-03-04,0.58,0.8439,86.0,0.9457,92.0,,,,,,,0.7944,75.0,0.825,89.0,,,,,,,20260116.0,35.0,245.0,
ACGL,81.0,2026-02-09,91.88,0.1313,32.0,0.1569,43.0,0.2399,65.0,0.24,63.0,0.2401,62.0,0.2192,64.0,0.2032,57.0,0.2261,55.0,0.2286,55.0,0.2311,55.0,20251219.0,35.0,217.0,0.9525
ACHC,97.0,2026-02-25,14.36,0.4444,82.0,0.4796,88.0,2.1587,100.0,1.6968,100.0,1.235,100.0,0.568,92.0,0.4953,89.0,0.6295,97.0,0.6796,99.0,0.7298,100.0,20260116.0,35.0,245.0,0.4005186232909005
ACHR,97.0,2026-02-25,6.87,0.6417,39.0,0.8553,76.0,0.8972,68.0,0.8814,57.0,0.8656,48.0,0.7918,45.0,0.6907,33.0,0.9971,98.0,0.9573,92.0,0.9175,72.0,20270115.0,7.0,609.0,1.0861130020422056
ACHV,109.0,2026-03-09,3.88,0.6059,64.0,0.707,72.0,1.4767,84.0,1.3632,77.0,1.2496,68.0,1.106,100.0,0.7807,83.0,1.4382,78.0,1.3439,73.0,1.2496,70.0,20251219.0,35.0,217.0,0.9858421361502347
ACI,,,17.57,0.1757,15.0,0.1755,10.0,0.2754,10.0,0.2907,8.0,0.306,10.0,0.2884,15.0,0.2152,12.0,0.2341,8.0,0.2802,7.0,0.3264,9.0,20270115.0,7.0,609.0,0.9638802889576884
ACIC,97.0,2026-02-25,11.23,0.1641,20.0,0.2198,20.0,0.6061,60.0,0.5832,53.0,0.5603,38.0,0.3196,12.0,0.2928,12.0,0.6061,65.0,0.5832,54.0,0.5603,28.0,20251121.0,35.0,189.0,1.0
ACIO,,,42.71,0.1029,,0.1153,,,,,,,,0.0774,,0.0752,,,,,,,,20251121.0,35.0,189.0,
ACIU,111.0,2026-03-11,2.91,0.5615,53.0,0.7204,69.0,,,,,3.2284,100.0,0.8509,73.0,0.8601,97.0,,,,,1.1321,80.0,20251121.0,35.0,189.0,
ACIW,97.0,2026-02-25,45.66,0.0979,3.0,0.2324,32.0,0.3702,57.0,0.3868,61.0,0.4034,67.0,0.2662,24.0,0.258,20.0,0.3732,72.0,0.3422,60.0,0.3112,39.0,20251121.0,35.0,189.0,0.8846949327817994
ACLS,81.0,2026-02-09,74.12,0.3029,19.0,0.4571,49.0,0.5385,59.0,0.5646,65.0,0.5908,72.0,0.4664,37.0,0.4222,25.0,0.5452,64.0,0.524,55.0,0.5027,43.0,20251219.0,35.0,217.0,0.9280906836698548
ACLX,117.0,2026-03-17,89.57,0.2762,13.0,0.4053,19.0,0.7198,47.0,0.6867,44.0,0.6536,41.0,0.3419,1.0,0.412,1.0,0.5255,4.0,0.526,4.0,0.5265,4.0,20251219.0,35.0,217.0,0.7659822338721421
ACM,74.0,2026-02-02,106.14,0.7321,96.0,0.6102,97.0,0.2636,28.0,0.2932,43.0,0.3229,55.0,0.2754,41.0,0.2299,32.0,0.2896,38.0,0.2805,30.0,0.2714,22.0,20260417.0,35.0,336.0,0.9566848567530696
ACMR,96.0,2026-02-24,29.67,0.5446,52.0,0.6009,64.0,0.9094,91.0,0.7798,79.0,0.6503,60.0,0.7112,49.0,0.4865,57.0,0.6696,56.0,0.6613,52.0,0.653,50.0,20270115.0,35.0,609.0,0.8480379584508848
ACN,28.0,2025-12-18,240.79,0.168,39.0,0.1811,48.0,0.3405,83.0,0.3395,82.0,0.3385,81.0,0.2695,70.0,0.2345,69.0,0.2977,82.0,0.3481,90.0,0.3985,92.0,20270115.0,7.0,609.0,1.0253313696612665
ACNB,62.0,2026-01-21,47.19,0.2887,38.0,0.3354,61.0,0.4124,61.0,0.3933,55.0,0.3742,54.0,0.2437,1.0,0.2456,1.0,0.3203,45.0,0.2947,16.0,0.2691,6.0,20260116.0,35.0,245.0,0.7493007882023901
ACNT,102.0,2026-03-02,13.74,0.3108,52.0,0.3256,32.0,0.3815,,0.3813,,0.3812,1.0,0.2514,2.0,0.286,1.0,0.3815,,0.3813,,0.3812,1.0,20251219.0,35.0,217.0,1.0
ACR,103.0,2026-03-03,19.78,0.2992,56.0,0.2921,49.0,0.8142,97.0,0.7316,95.0,0.6489,89.0,0.2677,14.0,0.2545,10.0,0.4944,73.0,0.5716,88.0,0.6489,94.0,20251121.0,35.0,189.0,0.7813012575177692
ACRE,82.0,2026-02-10,4.78,0.1749,49.0,0.2957,79.0,0.4961,85.0,,,,,0.3895,85.0,0.3182,82.0,0.4961,91.0,,,,,20251121.0,35.0,189.0,
ACRS,97.0,2026-02-25,2.41,0.7034,68.0,0.82,76.0,1.3252,81.0,1.338,83.0,1.3507,84.0,0.663,44.0,0.7313,62.0,1.6092,90.0,1.5734,92.0,1.5377,93.0,20251219.0,35.0,217.0,1.1759342301943196
ACT,74.0,2026-02-02,38.15,0.1873,40.0,0.1785,32.0,0.3252,61.0,0.2996,50.0,0.2739,39.0,0.2001,31.0,0.1949,28.0,0.2504,16.0,0.2622,13.0,0.2739,22.0,20260116.0,35.0,245.0,0.8751668891855808
ACTG,111.0,2026-03-11,3.49,0.3351,39.0,0.4115,46.0,0.6472,59.0,,,,,0.3929,26.0,0.3835,20.0,0.5342,37.0,,,,,20251121.0,35.0,189.0,
ACVA,89.0,2026-02-17,6.64,0.8952,94.0,0.6025,77.0,0.6968,68.0,0.729,68.0,0.7612,71.0,0.8514,100.0,0.4645,49.0,0.9019,100.0,0.8063,96.0,0.7107,80.0,20251121.0,35.0,189.0,1.1060356652949246
ACWI,,,135.5,0.1209,45.0,0.1686,86.0,0.3004,98.0,0.2581,95.0,0.2158,85.0,0.1063,14.0,0.0919,39.0,0.1516,71.0,0.1797,71.0,0.2078,67.0,20270115.0,35.0,609.0,0.696241766757071
ACWV,,,118.59,0.0519,16.0,0.0618,41.0,0.1791,93.0,0.1922,94.0,0.2053,92.0,0.0746,10.0,0.0578,9.0,0.1037,68.0,0.1307,70.0,0.1577,69.0,20260116.0,35.0,245.0,0.6800208116545265
ACWX,,,64.07,0.1107,33.0,0.1241,78.0,0.1108,22.0,0.4066,98.0,0.7023,100.0,0.1144,14.0,0.0732,18.0,0.1108,19.0,0.2154,88.0,0.32,96.0,20251219.0,35.0,217.0,0.529758976881456
AD,,,45.18,0.3326,,0.2749,,0.3173,,0.3098,,0.3023,,0.0,,0.0,,0.3453,,0.3472,,0.3492,,,,,1.1207230471271787
ADAM,89.0,2026-02-17,6.95,0.1632,,0.1772,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADAPY,,,0.06,3.4682,,3.5914,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,21.0,2025-12-11,312.4,0.1787,25.0,0.2202,42.0,0.3347,65.0,0.341,67.0,0.3473,68.0,0.2675,33.0,0.2376,41.0,0.4153,91.0,0.414,91.0,0.4127,91.0,20271217.0,7.0,945.0,1.2140762463343109
ADBG,,,8.3,0.3701,,0.4333,,0.8354,,0.792,,0.7487,,0.5406,,0.457,,1.1008,,0.9784,,0.8561,,,,,1.2353535353535354
ADC,81.0,2026-02-09,73.69,0.0863,7.0,0.1176,4.0,0.2547,62.0,0.2334,46.0,0.212,32.0,0.1497,7.0,0.1477,1.0,0.1993,47.0,0.2153,49.0,0.2313,47.0,20260116.0,35.0,245.0,0.9224507283633248
ADCT,,,3.99,0.2093,8.0,0.5804,56.0,1.2887,94.0,,,,,0.6925,57.0,0.7381,76.0,1.2887,95.0,,,,,20260116.0,35.0,245.0,
ADEA,88.0,2026-02-16,11.74,0.2478,28.0,0.436,79.0,0.6588,86.0,0.7386,65.0,0.8185,64.0,0.4915,79.0,0.3959,85.0,0.4685,55.0,0.6435,52.0,0.8185,53.0,20251219.0,35.0,217.0,0.8712428919577578
ADI,5.0,2025-11-25,225.2,0.3444,73.0,0.2801,70.0,0.493,93.0,0.475,92.0,0.4571,91.0,0.2562,35.0,0.2305,42.0,0.2946,64.0,0.3329,75.0,0.3712,84.0,20270617.0,7.0,762.0,0.7008421052631578
ADM,74.0,2026-02-02,57.87,0.4135,90.0,0.3521,93.0,0.3053,77.0,0.2941,72.0,0.2828,66.0,0.2723,66.0,0.2766,83.0,0.2613,60.0,0.3067,80.0,0.3521,88.0,20270115.0,7.0,609.0,1.0428425705542332
ADMA,102.0,2026-03-02,16.36,0.4227,37.0,0.3688,15.0,0.5143,8.0,0.5438,10.0,0.5734,14.0,0.4509,12.0,0.4303,18.0,0.5549,9.0,0.5718,10.0,0.5887,15.0,20270115.0,35.0,609.0,1.0514895182052226
ADNT,67.0,2026-01-26,17.8,0.5067,65.0,0.4985,73.0,0.4554,39.0,0.464,41.0,0.4727,44.0,0.4801,46.0,0.3852,46.0,0.474,45.0,0.4854,46.0,0.4969,47.0,20260116.0,35.0,245.0,1.0461206896551725
ADP,68.0,2026-01-27,249.06,0.0629,3.0,0.1508,47.0,0.1806,49.0,0.1756,44.0,0.1706,38.0,0.181,43.0,0.1684,47.0,0.2509,80.0,0.2471,73.0,0.2433,57.0,20270115.0,7.0,609.0,1.4071753986332574
ADPT,81.0,2026-02-09,16.32,0.779,69.0,0.6284,48.0,0.8476,53.0,0.8686,56.0,0.8895,61.0,0.5812,20.0,0.5495,23.0,0.7729,61.0,0.7522,57.0,0.7314,51.0,20260116.0,35.0,245.0,0.8659912502878194
ADSE,,,9.96,0.2842,31.0,0.6033,52.0,,,,,1.3195,,0.7027,100.0,0.8377,100.0,,,,,1.3195,,20251121.0,35.0,189.0,
ADSK,5.0,2025-11-25,286.94,0.1813,17.0,0.2257,31.0,0.52,88.0,0.5117,87.0,0.5034,86.0,0.2644,10.0,0.2075,3.0,0.3533,48.0,0.357,46.0,0.3607,46.0,20270617.0,7.0,762.0,0.6976744186046511
ADT,97.0,2026-02-25,7.8,0.2663,41.0,0.2146,22.0,0.5626,85.0,0.466,63.0,0.3694,37.0,0.2462,9.0,0.2116,3.0,0.3492,42.0,0.335,35.0,0.3209,28.0,20251121.0,35.0,189.0,0.7188841201716738
ADTN,96.0,2026-02-24,7.4,0.3793,63.0,0.4152,74.0,0.7213,96.0,0.676,95.0,0.6306,91.0,0.693,98.0,0.4611,86.0,0.648,99.0,0.6401,99.0,0.6322,98.0,20251121.0,35.0,189.0,0.9468934911242602
ADUR,,,10.65,0.797,,1.0496,,1.5221,,1.2908,,1.0595,,0.8702,,0.7957,,1.1241,,0.9853,,0.8465,,,,,0.763325069724202
ADUS,95.0,2026-02-23,110.07,0.2182,26.0,0.2546,31.0,0.2702,10.0,0.2648,8.0,0.2594,8.0,0.313,28.0,0.3101,23.0,0.2734,10.0,0.2717,8.0,0.27,7.0,20260116.0,35.0,245.0,1.026057401812689
ADV,105.0,2026-03-05,0.96,0.3978,37.0,0.7958,86.0,,,,,,,0.8728,97.0,0.824,97.0,,,,,,,20251121.0,35.0,189.0,
ADVM,116.0,2026-03-16,4.19,0.1078,1.0,0.1324,1.0,,,,,1.23,81.0,0.8649,71.0,0.9218,82.0,,,,,0.6326,1.0,20251219.0,35.0,217.0,
AEE,83.0,2026-02-11,103.46,0.1394,43.0,0.1203,21.0,0.1773,48.0,0.2199,71.0,0.2625,83.0,0.1344,17.0,0.1369,22.0,0.1991,71.0,0.2023,63.0,0.2055,52.0,20260116.0,35.0,245.0,0.9199636198271942
AEG,,,7.43,0.1991,28.0,0.1635,49.0,0.4041,64.0,,,,,0.2187,17.0,0.117,4.0,0.3674,60.0,,,,,20260116.0,35.0,245.0,
AEHR,53.0,2026-01-12,19.4,0.6383,30.0,0.791,57.0,1.2048,92.0,1.0996,83.0,0.9944,72.0,1.0667,82.0,0.8099,57.0,0.9094,75.0,0.8829,66.0,0.8564,39.0,20270115.0,35.0,609.0,0.8029283375773009
AEIS,82.0,2026-02-10,188.88,0.3565,44.0,0.6254,92.0,0.4985,64.0,0.5178,67.0,0.537,70.0,0.4241,46.0,0.3676,42.0,0.4754,65.0,0.4706,63.0,0.4659,60.0,20260116.0,35.0,245.0,0.9088451139436076
AEM,,,158.6,0.4452,69.0,0.424,81.0,0.4253,61.0,0.4189,57.0,0.4125,56.0,0.373,39.0,0.2914,34.0,0.3949,50.0,0.3922,44.0,0.3894,39.0,20270617.0,7.0,762.0,0.9362616376223444
AEO,12.0,2025-12-02,17.54,0.1722,7.0,0.3723,63.0,0.8046,96.0,0.7978,96.0,0.7911,96.0,0.7443,95.0,0.4929,85.0,0.5488,92.0,0.6007,94.0,0.6527,95.0,20270115.0,7.0,609.0,0.7529456004011031
AEP,83.0,2026-02-11,120.9,0.1739,57.0,0.1404,36.0,0.2118,75.0,0.204,69.0,0.1961,59.0,0.1702,43.0,0.1478,25.0,0.1544,33.0,0.2102,63.0,0.2659,75.0,20270115.0,35.0,609.0,1.0303921568627452
AER,96.0,2026-02-24,131.34,0.202,32.0,0.2154,34.0,0.2409,23.0,0.2544,28.0,0.268,31.0,0.2061,17.0,0.1754,7.0,0.2615,22.0,0.267,23.0,0.2724,24.0,20270115.0,35.0,609.0,1.0495283018867925
AES,98.0,2026-02-26,13.51,0.239,43.0,0.3463,75.0,0.4131,78.0,0.3462,65.0,0.2792,38.0,0.4879,87.0,0.3453,78.0,0.2816,42.0,0.2704,27.0,0.2593,20.0,20270115.0,7.0,609.0,0.7810514153668399
AESI,96.0,2026-02-24,8.57,1.221,100.0,0.9891,100.0,0.9237,100.0,0.8673,100.0,0.8109,97.0,0.6075,100.0,0.4996,98.0,0.8444,100.0,0.7521,100.0,0.6598,99.0,20260116.0,35.0,245.0,0.8671739882393635
AETH,,,39.39,0.017,9.0,0.0166,39.0,0.672,67.0,0.7002,65.0,0.7284,57.0,0.5127,37.0,0.2424,56.0,0.4599,17.0,0.6147,35.0,0.7695,80.0,20251219.0,35.0,217.0,0.877892030848329
AEVA,117.0,2026-03-17,9.93,0.7805,52.0,0.8639,67.0,1.1549,85.0,1.1344,85.0,1.1139,86.0,1.1205,97.0,1.0326,94.0,1.2561,97.0,1.1379,96.0,1.0197,77.0,20270115.0,35.0,609.0,1.00308533145275
AEYE,110.0,2026-03-10,11.33,0.5089,20.0,0.6777,34.0,1.1788,84.0,0.8761,25.0,0.5734,1.0,0.5703,1.0,0.5823,1.0,0.9488,70.0,0.8824,23.0,0.8159,12.0,20251219.0,35.0,217.0,1.0071909599360804
AFCG,111.0,2026-03-11,2.53,0.5455,91.0,0.662,98.0,,,,,,,0.6334,96.0,0.5345,100.0,,,,,,,20260116.0,35.0,245.0,
AFG,74.0,2026-02-02,137.15,0.1717,50.0,0.1808,61.0,0.2974,79.0,0.2856,76.0,0.2739,71.0,0.208,56.0,0.1966,62.0,0.2319,63.0,0.2478,67.0,0.2637,71.0,20251219.0,35.0,217.0,0.8676470588235293
AFK,,,23.36,0.2424,78.0,0.2104,77.0,,,,,0.5313,98.0,0.1798,22.0,0.1812,42.0,,,,,0.4366,94.0,20251219.0,35.0,217.0,
AFL,75.0,2026-02-03,110.55,0.1942,55.0,0.1664,47.0,0.1745,34.0,0.188,41.0,0.2014,46.0,0.1728,28.0,0.1655,36.0,0.2243,59.0,0.2283,55.0,0.2323,43.0,20270115.0,7.0,609.0,1.2143617021276596
AFMDQ,,,0.0,39.6548,,33.13,,,,,,,,37.7388,,23.5169,,,,,,,,,,,
AFRM,77.0,2026-02-05,62.54,0.6232,32.0,0.6822,44.0,0.7246,36.0,0.7142,34.0,0.7038,32.0,0.6035,11.0,0.5066,11.0,0.7016,26.0,0.7156,28.0,0.7295,32.0,20270115.0,7.0,609.0,1.0019602352282275
AFRU,,,11.05,1.1903,,1.2604,,0.969,,1.574,,2.179,,0.0,,0.0,,1.468,,1.3877,,1.3074,,,,,0.8816391359593392
AFYA,111.0,2026-03-11,14.6,0.2567,21.0,0.3165,23.0,0.6161,55.0,0.5029,21.0,0.3897,6.0,0.2601,7.0,0.3008,11.0,0.5609,57.0,0.4753,21.0,0.3897,6.0,20251219.0,35.0,217.0,0.9451183137800756
AG,,,11.02,0.6418,71.0,0.6655,89.0,0.6206,71.0,0.6173,71.0,0.614,70.0,0.6476,64.0,0.5253,64.0,0.6874,82.0,0.6938,83.0,0.7001,85.0,20270115.0,7.0,609.0,1.1239267779037745
AGCO,76.0,2026-02-04,100.14,0.168,18.0,0.2539,52.0,0.3681,75.0,0.3494,68.0,0.3307,59.0,0.3078,48.0,0.2809,49.0,0.3586,73.0,0.3718,74.0,0.3849,73.0,20251121.0,35.0,189.0,1.0641099026903265
AGEN,109.0,2026-03-09,4.29,0.3455,17.0,0.638,54.0,0.9377,63.0,0.9705,69.0,1.0033,72.0,1.004,84.0,0.8675,83.0,1.1275,80.0,1.1332,80.0,1.1389,81.0,20251121.0,35.0,189.0,1.1676455435342603
AGG,,,100.2,0.0219,15.0,0.021,25.0,0.0318,24.0,0.0503,57.0,0.0688,72.0,0.0383,56.0,0.0253,33.0,0.0191,5.0,0.051,54.0,0.083,78.0,20251219.0,35.0,217.0,1.013916500994036
