symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AAPL,79.0,2026-01-28,269.43,0.0588,1.0,0.1999,42.0,0.2172,25.0,0.2173,25.0,0.2174,25.0,0.2259,21.0,0.1985,28.0,0.2864,34.0,0.2804,28.0,0.2743,21.0,20271217.0,7.0,945.0,1.2903819604233775
AAPU,,,35.78,0.1323,4.0,0.3921,71.0,0.4405,49.0,0.4474,40.0,0.4542,37.0,0.4507,60.0,0.3897,69.0,0.4798,80.0,0.5234,80.0,0.5671,78.0,20260116.0,35.0,245.0,1.1698703620920876
AAPW,,,41.88,0.1467,,0.2221,,0.4405,,0.6018,,0.7632,,0.2849,,0.2221,,0.4405,,0.5931,,0.7457,,20251219.0,35.0,217.0,0.985543369890329
AAPX,,,30.96,0.1606,,0.3371,,0.3755,,0.4186,,0.4617,,0.4536,,0.3731,,0.4621,,0.5146,,0.5671,,20251219.0,35.0,217.0,1.2293358815097943
AAPY,,,24.88,0.0817,,0.0776,,0.1002,,,,,,0.1878,,0.1174,,0.1002,,,,,,20260116.0,35.0,245.0,
AAT,85.0,2026-02-03,19.19,0.167,36.0,0.1774,33.0,0.3817,75.0,,,,,0.2581,64.0,0.2164,55.0,0.2628,61.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,95.01,0.1963,70.0,0.0976,60.0,0.1549,35.0,0.2036,70.0,0.2524,86.0,0.1434,17.0,0.0802,15.0,0.1699,44.0,0.1925,49.0,0.2151,54.0,20251219.0,35.0,217.0,0.9454813359528488
AB,86.0,2026-02-04,39.39,0.1821,26.0,0.1508,5.0,0.2708,52.0,0.2923,50.0,0.3138,51.0,0.179,4.0,0.1839,2.0,0.2179,38.0,0.2538,33.0,0.2896,34.0,20260116.0,35.0,245.0,0.868286007526514
ABAT,2.0,2025-11-12,4.28,1.8172,96.0,1.2961,93.0,1.5836,,1.65,,1.7164,,1.5009,90.0,1.2321,93.0,1.2988,,1.4095,,1.5203,,20251219.0,35.0,217.0,0.8542424242424242
ABBV,80.0,2026-01-29,218.71,0.3599,89.0,0.2382,72.0,0.225,55.0,0.2276,52.0,0.2301,51.0,0.2178,32.0,0.2006,32.0,0.2752,90.0,0.276,73.0,0.2767,31.0,20270115.0,7.0,609.0,1.2126537785588754
ABCB,79.0,2026-01-28,73.85,0.0877,3.0,0.2055,22.0,0.3193,52.0,0.3137,44.0,0.3081,46.0,0.2469,30.0,0.219,5.0,0.2949,51.0,0.2931,43.0,0.2912,40.0,20260116.0,35.0,245.0,0.9343321644883648
ABCL,107.0,2026-02-25,4.03,1.0335,94.0,0.8643,91.0,0.8983,74.0,1.0456,94.0,1.1929,98.0,0.8135,94.0,0.7699,93.0,1.2347,94.0,1.0865,96.0,0.9383,94.0,20260116.0,35.0,245.0,1.0391162968630452
ABEO,7.0,2025-11-17,4.23,0.4151,18.0,0.5267,19.0,1.5604,81.0,1.5136,79.0,1.4667,78.0,0.4667,6.0,0.4937,5.0,1.0974,62.0,1.2008,70.0,1.3041,81.0,20251219.0,35.0,217.0,0.7933403805496829
ABEV,,,2.44,0.1442,8.0,0.1681,11.0,,,,,,,0.2392,12.0,0.2072,21.0,,,,,,,20270115.0,35.0,609.0,
ABFL,,,72.51,0.206,,0.1079,,0.1382,,0.1574,,0.1767,,0.1321,,0.1357,,0.1496,,0.1723,,0.1949,,20251219.0,35.0,217.0,1.0946632782719186
ABG,79.0,2026-01-28,222.61,0.2502,28.0,0.2491,24.0,0.4088,66.0,0.386,57.0,0.3633,49.0,0.3245,38.0,0.3037,35.0,0.3692,50.0,0.3687,48.0,0.3682,46.0,20260116.0,35.0,245.0,0.9551813471502592
ABL,,,6.55,1.2205,96.0,0.7572,87.0,0.6748,,0.6894,,0.704,,0.699,98.0,0.6581,86.0,0.6064,,0.6552,,0.704,,20270115.0,35.0,609.0,0.9503916449086162
ABM,36.0,2025-12-16,42.29,0.2856,67.0,0.2532,61.0,0.4473,84.0,0.4126,80.0,0.378,72.0,0.2688,50.0,0.2464,50.0,0.3479,75.0,0.3765,79.0,0.4051,87.0,20260116.0,35.0,245.0,0.9125060591371787
ABNB,93.0,2026-02-11,120.2,0.2276,15.0,0.336,50.0,0.3153,22.0,0.316,21.0,0.3167,22.0,0.2615,11.0,0.233,14.0,0.3742,12.0,0.38,8.0,0.3857,7.0,20270115.0,7.0,609.0,1.2025316455696202
ABNY,,,9.33,0.2052,35.0,0.2659,86.0,,,,,,,0.2344,44.0,0.1835,51.0,,,,,,,20260116.0,35.0,245.0,
ABOS,2.0,2025-11-12,1.89,0.8372,70.0,0.7549,53.0,,,,,,,0.8531,57.0,0.8204,52.0,,,,,,,20260116.0,35.0,245.0,
ABR,101.0,2026-02-19,9.25,0.7563,97.0,0.6537,98.0,0.4753,87.0,0.4152,71.0,0.3552,57.0,0.3707,77.0,0.3265,73.0,0.5868,96.0,0.3722,59.0,0.1576,1.0,20270115.0,7.0,609.0,0.8964354527938342
ABSI,2.0,2025-11-12,3.32,0.6279,26.0,0.6918,22.0,1.9343,87.0,1.4616,74.0,0.989,22.0,0.8341,5.0,0.7296,1.0,1.7214,82.0,1.3116,70.0,0.9019,14.0,20251121.0,35.0,189.0,0.8973727422003285
ABT,71.0,2026-01-20,125.89,0.1533,42.0,0.1488,37.0,0.2114,63.0,0.2098,61.0,0.2081,57.0,0.214,62.0,0.1927,63.0,0.1941,35.0,0.2316,56.0,0.2691,73.0,20270115.0,7.0,609.0,1.103908484270734
ABTC,4.0,2025-11-14,4.89,0.6936,,1.0135,,1.0216,,1.2608,,1.5,,0.0,,0.0,,1.0302,,1.0817,,1.1332,,,,,0.8579473350253809
ABUS,,,4.59,0.4121,34.0,0.4431,25.0,1.3506,85.0,1.357,87.0,1.3635,90.0,0.4082,13.0,0.4356,16.0,1.5334,84.0,1.4484,86.0,1.3635,90.0,20270115.0,35.0,609.0,1.0673544583640382
ABVC,2.0,2025-11-12,2.85,0.5576,,0.5775,,,,,,,,1.28,,1.0429,,,,,,,,,,,
ABVE,,,2.69,1.3436,,1.6565,,2.9611,,2.629,,2.2969,,3.1774,,2.3662,,1.7522,,1.9829,,2.2136,,,,,0.7542411563332065
ABVX,,,106.12,0.3919,,0.4885,,0.5332,,0.5302,,0.5273,,2.7903,,0.5637,,0.9117,,0.8961,,0.8805,,,,,1.6901169370049038
ACA,107.0,2026-02-25,100.05,0.6428,93.0,0.4366,89.0,0.3545,42.0,0.38,49.0,0.4056,60.0,0.3286,35.0,0.2501,19.0,0.3629,63.0,0.3604,61.0,0.3579,57.0,20251219.0,35.0,217.0,0.9484210526315788
ACAD,106.0,2026-02-24,22.2,0.4161,41.0,0.5813,67.0,0.7295,62.0,0.6852,55.0,0.6408,46.0,0.4908,19.0,0.4507,24.0,0.5302,21.0,0.5236,19.0,0.5169,17.0,20251219.0,35.0,217.0,0.7641564506713368
ACB,,,4.67,0.6298,49.0,0.6648,55.0,0.8422,40.0,0.8053,32.0,0.7684,25.0,0.7928,41.0,0.5565,17.0,0.8181,51.0,0.9988,69.0,1.1794,82.0,20270115.0,35.0,609.0,1.2402831243015024
ACCO,100.0,2026-02-18,3.44,0.5106,87.0,0.581,97.0,,,,,,,0.3626,45.0,0.3253,55.0,,,,,,,20251219.0,35.0,217.0,
ACDC,0.0,2025-11-10,4.01,1.4495,99.0,0.8098,87.0,1.0964,96.0,0.8724,85.0,0.6484,33.0,1.1382,100.0,0.7411,88.0,0.9935,100.0,0.9547,99.0,0.9159,93.0,20251121.0,35.0,189.0,1.094337459880789
ACEL,107.0,2026-02-25,10.41,0.2586,36.0,0.3164,55.0,,,,,0.8463,96.0,0.3376,34.0,0.2567,16.0,,,,,0.8463,99.0,20260116.0,35.0,245.0,
ACES,,,35.81,0.5089,89.0,0.3119,73.0,0.36,46.0,0.3826,50.0,0.4052,57.0,0.3206,20.0,0.22,11.0,0.3584,78.0,0.381,80.0,0.4036,80.0,20251219.0,35.0,217.0,0.9958180867746994
ACET,114.0,2026-03-04,0.66,0.478,56.0,0.8785,90.0,5.9144,100.0,,,,,0.8443,78.0,0.8285,89.0,5.9144,100.0,,,,,20260116.0,35.0,245.0,
ACGL,91.0,2026-02-09,89.79,0.1536,44.0,0.1643,47.0,0.2429,66.0,0.2468,67.0,0.2507,68.0,0.2268,67.0,0.2046,59.0,0.2575,73.0,0.2648,77.0,0.272,79.0,20251219.0,35.0,217.0,1.072933549432739
ACHC,107.0,2026-02-25,18.17,0.3778,71.0,0.6272,95.0,0.7495,96.0,0.7259,96.0,0.7022,95.0,0.5641,91.0,0.4924,89.0,0.7232,100.0,0.7094,100.0,0.6957,100.0,20260116.0,35.0,245.0,0.9772695963631356
ACHR,107.0,2026-02-25,8.45,0.8493,63.0,0.7471,59.0,0.8231,49.0,0.8245,39.0,0.8259,37.0,0.8093,47.0,0.6813,32.0,0.9183,88.0,0.9106,82.0,0.9029,68.0,20270115.0,7.0,609.0,1.1044269254093388
ACHV,119.0,2026-03-09,4.45,0.4363,43.0,0.682,67.0,1.1656,57.0,1.0453,34.0,0.925,22.0,1.1186,100.0,0.7873,84.0,1.3669,75.0,1.1106,39.0,0.8542,15.0,20251219.0,35.0,217.0,1.0624701042762843
ACI,,,17.48,0.1897,16.0,0.2423,20.0,0.2964,12.0,0.2872,8.0,0.278,7.0,0.2875,15.0,0.2149,12.0,0.2221,7.0,0.2716,6.0,0.3211,8.0,20270115.0,7.0,609.0,0.945682451253482
ACIC,107.0,2026-02-25,11.97,0.2973,48.0,0.3666,52.0,0.929,96.0,0.713,75.0,0.4969,25.0,0.325,12.0,0.2993,12.0,0.4214,9.0,0.4592,10.0,0.4969,16.0,20251121.0,35.0,189.0,0.6440392706872371
ACIO,,,44.08,0.1202,,0.1174,,,,,,,,0.0765,,0.0732,,,,,,,,20251121.0,35.0,189.0,
ACIU,,,3.35,0.6083,59.0,1.0802,93.0,1.8554,94.0,1.5468,92.0,1.2383,77.0,0.8496,73.0,0.8545,96.0,1.8843,99.0,1.5613,96.0,1.2383,85.0,20251121.0,35.0,189.0,1.0093741918800103
ACIW,107.0,2026-02-25,47.48,0.4511,84.0,0.3516,72.0,0.505,81.0,0.4126,67.0,0.3201,40.0,0.2756,28.0,0.2594,22.0,0.3761,73.0,0.3503,65.0,0.3245,46.0,20251121.0,35.0,189.0,0.849006301502666
ACLS,91.0,2026-02-09,87.42,0.5697,67.0,0.5924,74.0,0.4713,34.0,0.4626,28.0,0.4538,26.0,0.4622,35.0,0.4138,22.0,0.5446,64.0,0.5361,60.0,0.5277,55.0,20251219.0,35.0,217.0,1.1588845654993516
ACLX,,,85.69,0.4204,38.0,0.5054,51.0,0.5085,16.0,0.4774,7.0,0.4464,4.0,0.3551,1.0,0.4305,1.0,0.5141,3.0,0.5151,3.0,0.5161,3.0,20251219.0,35.0,217.0,1.0789694176790952
ACM,8.0,2025-11-18,130.67,0.1794,26.0,0.2044,36.0,0.3919,77.0,0.3594,68.0,0.3269,57.0,0.1916,2.0,0.1814,3.0,0.2503,11.0,0.2588,13.0,0.2672,18.0,20260417.0,35.0,336.0,0.7200890372843628
ACMR,106.0,2026-02-24,32.95,1.4432,96.0,0.5611,57.0,0.7257,73.0,0.7246,72.0,0.7234,73.0,0.7108,49.0,0.473,57.0,0.668,55.0,0.6708,54.0,0.6737,55.0,20270115.0,35.0,609.0,0.9257521391112336
ACN,38.0,2025-12-18,244.55,0.2877,74.0,0.2678,80.0,0.3348,82.0,0.338,82.0,0.3413,81.0,0.2716,71.0,0.2327,68.0,0.2958,81.0,0.3455,90.0,0.3951,92.0,20270115.0,7.0,609.0,1.022189349112426
ACNB,72.0,2026-01-21,47.89,0.1513,5.0,0.394,75.0,0.292,8.0,0.3755,41.0,0.459,83.0,0.239,1.0,0.236,1.0,0.292,23.0,0.2981,18.0,0.3042,27.0,20260116.0,35.0,245.0,0.7938748335552596
ACNT,0.0,2025-11-10,12.69,0.3285,59.0,0.3359,37.0,,,,,0.394,2.0,0.2473,1.0,0.2814,1.0,,,,,0.394,2.0,20251219.0,35.0,217.0,
ACR,113.0,2026-03-03,21.71,0.1585,13.0,0.1797,10.0,0.4003,37.0,0.4237,37.0,0.4471,51.0,0.261,11.0,0.261,11.0,0.4003,42.0,0.4237,46.0,0.4471,57.0,20251121.0,35.0,189.0,1.0
ACRE,92.0,2026-02-10,4.76,0.9388,99.0,0.5161,97.0,0.4499,80.0,,,,,0.3952,87.0,0.3185,82.0,0.4499,88.0,,,,,20251121.0,35.0,189.0,
ACRS,107.0,2026-02-25,2.13,0.7444,72.0,1.1908,94.0,1.4044,84.0,1.1866,77.0,0.9687,61.0,0.6519,42.0,0.7191,61.0,1.186,79.0,1.0774,73.0,0.9687,69.0,20251219.0,35.0,217.0,0.9079723579976402
ACT,84.0,2026-02-02,37.4,0.1862,40.0,0.2674,75.0,0.2176,17.0,0.3041,51.0,0.3907,70.0,0.2052,31.0,0.2033,30.0,0.2965,54.0,0.2998,49.0,0.3031,47.0,20260116.0,35.0,245.0,0.9858599145018088
ACTG,,,3.65,0.7877,91.0,0.5464,73.0,,,,,,,0.3912,26.0,0.3823,20.0,,,,,,,20251121.0,35.0,189.0,
ACVA,99.0,2026-02-17,5.58,2.9533,100.0,1.1402,100.0,0.7915,83.0,0.689,60.0,0.5866,43.0,0.8207,100.0,0.4446,48.0,0.7541,98.0,0.7316,90.0,0.7091,80.0,20251121.0,35.0,189.0,1.0618287373004356
ACWI,,,141.58,0.1423,57.0,0.0935,51.0,0.1184,42.0,0.1483,60.0,0.1783,71.0,0.1035,12.0,0.0861,30.0,0.1379,60.0,0.1633,56.0,0.1887,50.0,20270115.0,35.0,609.0,1.1011463250168578
ACWV,,,119.24,0.0561,21.0,0.0509,21.0,0.1345,81.0,0.1561,84.0,0.1776,86.0,0.0777,15.0,0.0585,9.0,0.0844,48.0,0.1086,41.0,0.1329,28.0,20260116.0,35.0,245.0,0.6957078795643818
ACWX,,,66.8,0.1355,47.0,0.0754,38.0,0.1219,36.0,0.1499,55.0,0.1779,64.0,0.1096,10.0,0.0693,14.0,0.1219,36.0,0.1522,42.0,0.1824,50.0,20251219.0,35.0,217.0,1.0153435623749163
AD,,,45.92,0.25,,0.3621,,0.3597,,0.3345,,0.3092,,0.0,,0.0,,0.3235,,0.3296,,0.3358,,,,,0.9853512705530644
ADAM,99.0,2026-02-17,7.03,0.1091,,0.2001,,,,,,0.4701,,0.0,,0.0,,,,,,0.4701,,,,,
ADAPY,,,0.03,0.7936,,2.0102,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,31.0,2025-12-11,328.85,0.1622,19.0,0.2071,36.0,0.3166,57.0,0.316,57.0,0.3155,57.0,0.2695,34.0,0.2349,40.0,0.4155,91.0,0.4166,91.0,0.4176,92.0,20271217.0,7.0,945.0,1.318354430379747
ADBG,,,9.27,0.328,,0.4117,,0.6594,,0.8744,,1.0894,,0.5455,,0.4509,,0.7989,,0.8882,,0.9774,,,,,1.0157822506861849
ADC,91.0,2026-02-09,73.43,0.0993,12.0,0.1502,24.0,0.2142,43.0,0.1958,21.0,0.1774,10.0,0.155,10.0,0.1491,1.0,0.1687,25.0,0.2118,46.0,0.2548,67.0,20260116.0,35.0,245.0,1.0817160367722165
ADCT,0.0,2025-11-10,4.21,0.6415,64.0,0.7957,79.0,1.0777,88.0,,,,,0.8182,67.0,0.8066,82.0,1.9313,98.0,,,,,20260116.0,35.0,245.0,
ADEA,98.0,2026-02-16,14.19,1.3852,100.0,0.8794,100.0,0.5715,69.0,,,,,0.4856,73.0,0.3857,72.0,0.5267,78.0,,,,,20251219.0,35.0,217.0,
ADI,15.0,2025-11-25,232.0,0.2861,57.0,0.2424,55.0,0.349,73.0,0.3387,69.0,0.3284,65.0,0.2578,36.0,0.2307,42.0,0.2883,60.0,0.3244,70.0,0.3606,80.0,20270617.0,7.0,762.0,0.9577797460879836
ADM,84.0,2026-02-02,56.0,0.4021,89.0,0.4569,97.0,0.264,60.0,0.2737,63.0,0.2834,66.0,0.2607,62.0,0.2686,80.0,0.3205,86.0,0.3077,80.0,0.295,56.0,20270115.0,7.0,609.0,1.124223602484472
ADMA,112.0,2026-03-02,14.71,0.7824,82.0,0.5927,60.0,0.5466,11.0,0.624,17.0,0.7015,30.0,0.4293,8.0,0.4222,17.0,0.683,30.0,0.6884,32.0,0.6938,34.0,20270115.0,35.0,609.0,1.1032051282051285
ADNT,77.0,2026-01-26,19.72,1.2197,97.0,0.66,93.0,0.5409,57.0,0.4846,45.0,0.4282,36.0,0.469,45.0,0.3719,43.0,0.513,50.0,0.5016,48.0,0.4902,46.0,20260116.0,35.0,245.0,1.0350804787453571
ADP,78.0,2026-01-27,254.06,0.2006,65.0,0.2052,75.0,0.2012,61.0,0.1924,55.0,0.1835,48.0,0.1863,45.0,0.1677,47.0,0.186,36.0,0.2329,63.0,0.2798,85.0,20270115.0,7.0,609.0,1.2104989604989609
ADPT,91.0,2026-02-09,14.71,0.8614,77.0,0.6549,53.0,0.7322,35.0,0.8744,57.0,1.0165,79.0,0.5589,16.0,0.5375,22.0,1.0532,91.0,1.026,93.0,0.9989,89.0,20260116.0,35.0,245.0,1.1733760292772188
ADSE,,,10.15,0.8534,93.0,1.0346,97.0,,,,,1.7162,,0.7216,100.0,0.8629,100.0,,,,,1.5178,,20251121.0,35.0,189.0,
ADSK,15.0,2025-11-25,298.72,0.1648,13.0,0.1633,6.0,0.3171,43.0,0.3312,48.0,0.3453,53.0,0.2617,9.0,0.2066,3.0,0.3448,38.0,0.3501,39.0,0.3554,41.0,20270617.0,7.0,762.0,1.0570652173913044
ADT,107.0,2026-02-25,8.13,0.5432,87.0,0.4004,77.0,0.2906,23.0,0.3081,25.0,0.3255,28.0,0.2463,9.0,0.2122,3.0,0.4981,84.0,0.4072,51.0,0.3164,27.0,20251121.0,35.0,189.0,1.3216488153197017
ADTN,106.0,2026-02-24,8.02,1.7352,100.0,0.6907,97.0,0.5697,86.0,0.5456,82.0,0.5214,77.0,0.6888,98.0,0.4551,85.0,0.6396,99.0,0.6,98.0,0.5605,92.0,20251121.0,35.0,189.0,1.099706744868035
ADUR,,,11.81,0.5866,,0.8287,,1.0565,,1.0664,,1.0762,,0.8932,,0.8009,,0.94,,0.9575,,0.9751,,,,,0.897880720180045
ADUS,105.0,2026-02-23,112.83,0.6588,96.0,0.5365,94.0,0.2301,6.0,0.29,13.0,0.3499,38.0,0.3152,30.0,0.3112,24.0,0.2588,5.0,0.2575,4.0,0.2563,4.0,20260116.0,35.0,245.0,0.8879310344827587
ADV,115.0,2026-03-05,1.27,0.894,89.0,0.9881,91.0,,,,,,,0.8998,97.0,0.8498,98.0,,,,,,,20251121.0,35.0,189.0,
ADVM,,,4.28,0.1493,1.0,0.1971,1.0,,,,,1.0569,68.0,0.896,73.0,0.9587,87.0,,,,,0.6167,1.0,20251219.0,35.0,217.0,
AEE,93.0,2026-02-11,104.34,0.1834,66.0,0.1818,70.0,0.1902,57.0,0.2324,77.0,0.2747,86.0,0.1396,21.0,0.1391,24.0,0.1892,64.0,0.187,48.0,0.1849,35.0,20260116.0,35.0,245.0,0.8046471600688468
AEG,,,7.65,0.1358,9.0,0.0994,6.0,,,,,0.3909,56.0,0.2171,16.0,0.1186,5.0,,,,,0.3117,32.0,20260116.0,35.0,245.0,
AEHR,63.0,2026-01-12,24.59,0.7292,42.0,0.6447,35.0,0.943,66.0,1.0652,80.0,1.1875,90.0,1.0634,82.0,0.7995,56.0,0.8379,54.0,0.879,65.0,0.9202,75.0,20270115.0,35.0,609.0,0.8251971460758544
AEIS,92.0,2026-02-10,219.3,1.028,97.0,0.5445,84.0,0.4738,59.0,0.4673,56.0,0.4608,53.0,0.412,41.0,0.3407,32.0,0.4664,63.0,0.4576,57.0,0.4488,54.0,20260116.0,35.0,245.0,0.9792424566659532
AEM,,,167.92,0.416,63.0,0.2486,27.0,0.4125,56.0,0.4012,52.0,0.3898,49.0,0.3661,37.0,0.2786,28.0,0.3915,48.0,0.3919,44.0,0.3923,40.0,20270617.0,7.0,762.0,0.9768195413758723
AEO,22.0,2025-12-02,17.78,0.4625,70.0,0.4356,76.0,0.6537,89.0,0.6365,88.0,0.6193,86.0,0.7591,96.0,0.4921,85.0,0.5389,91.0,0.6068,95.0,0.6746,96.0,20270115.0,7.0,609.0,0.953338570306363
AEP,93.0,2026-02-11,122.56,0.1525,47.0,0.1572,49.0,0.1772,56.0,0.1662,39.0,0.1553,26.0,0.1722,45.0,0.1491,27.0,0.2164,75.0,0.2138,66.0,0.2111,38.0,20270115.0,35.0,609.0,1.2864019253910952
AER,106.0,2026-02-24,136.27,0.1973,31.0,0.2165,35.0,0.2373,22.0,0.2358,21.0,0.2344,20.0,0.2019,15.0,0.1724,7.0,0.2673,25.0,0.2685,24.0,0.2697,22.0,20270115.0,35.0,609.0,1.138676844783715
AES,108.0,2026-02-26,14.21,0.3916,76.0,0.4196,84.0,0.4277,80.0,0.4223,78.0,0.4169,78.0,0.5231,88.0,0.3592,80.0,0.166,1.0,0.2712,27.0,0.3763,63.0,20270115.0,7.0,609.0,0.6421974899360644
AESI,106.0,2026-02-24,10.64,1.1971,100.0,0.6567,98.0,0.9339,100.0,0.7896,99.0,0.6454,88.0,0.5448,86.0,0.447,86.0,0.6702,100.0,0.6499,100.0,0.6296,97.0,20260116.0,35.0,245.0,0.8230749746707194
AETH,,,39.36,0.0382,12.0,0.0364,47.0,0.6862,72.0,0.692,59.0,0.6977,47.0,0.5276,38.0,0.2511,57.0,0.4447,14.0,0.596,25.0,0.7473,75.0,20251219.0,35.0,217.0,0.8612716763005781
AEVA,,,13.6,0.9249,67.0,0.9748,82.0,1.2672,91.0,1.2389,92.0,1.2106,91.0,1.1501,98.0,1.0691,97.0,1.0156,81.0,1.0215,81.0,1.0274,79.0,20270115.0,35.0,609.0,0.8245217531681331
AEYE,120.0,2026-03-10,12.97,0.6186,38.0,0.7938,54.0,1.3395,94.0,1.0689,56.0,0.7983,13.0,0.5764,1.0,0.5751,1.0,0.8599,32.0,0.8226,13.0,0.7853,8.0,20251219.0,35.0,217.0,0.7695761998316026
AFCG,2.0,2025-11-12,3.13,0.3412,65.0,0.4384,92.0,,,,,1.0222,92.0,0.6185,96.0,0.5244,100.0,,,,,1.0222,100.0,20260116.0,35.0,245.0,
AFG,84.0,2026-02-02,142.25,0.3035,82.0,0.3316,92.0,0.3198,83.0,0.2866,76.0,0.2535,64.0,0.2115,57.0,0.1961,62.0,0.2702,77.0,0.243,65.0,0.2157,51.0,20251219.0,35.0,217.0,0.8478715980460572
AFK,,,24.55,0.3159,95.0,0.1651,37.0,,,,,0.3054,43.0,0.1693,19.0,0.1845,43.0,,,,,0.2975,42.0,20251219.0,35.0,217.0,
AFL,85.0,2026-02-03,113.58,0.1797,50.0,0.2293,75.0,0.217,57.0,0.1972,46.0,0.1774,30.0,0.1718,28.0,0.164,35.0,0.2316,62.0,0.2336,57.0,0.2356,45.0,20270115.0,7.0,609.0,1.184584178498986
AFMDQ,,,0.0,81.5139,,29.5211,,,,,,,,0.0,,0.0,,,,,,,,,,,
AFRM,87.0,2026-02-05,76.09,0.9209,64.0,0.5628,27.0,0.6521,21.0,0.6464,20.0,0.6408,19.0,0.6047,11.0,0.4932,11.0,0.6758,17.0,0.676,18.0,0.6762,19.0,20270115.0,7.0,609.0,1.045792079207921
AFRU,,,16.59,1.8448,,1.0193,,0.9754,,1.2894,,1.6035,,0.0,,0.0,,1.3818,,1.4407,,1.4996,,,,,1.117341399100357
AFYA,3.0,2025-11-13,14.22,0.1509,3.0,0.2651,11.0,,,,,0.4611,19.0,0.2635,7.0,0.3009,11.0,,,,,0.6969,95.0,20251219.0,35.0,217.0,
AG,,,11.88,0.8331,87.0,0.5638,76.0,0.6873,84.0,0.6847,83.0,0.6821,83.0,0.6346,62.0,0.5105,60.0,0.633,66.0,0.6147,60.0,0.5964,50.0,20270115.0,7.0,609.0,0.8977654447203155
AGCO,86.0,2026-02-04,105.23,0.2699,51.0,0.3872,88.0,0.3535,71.0,0.3336,61.0,0.3136,51.0,0.3137,51.0,0.2793,48.0,0.3555,72.0,0.3587,68.0,0.3618,61.0,20251121.0,35.0,189.0,1.0752398081534773
AGEN,0.0,2025-11-10,4.21,0.6577,60.0,0.7775,72.0,1.1844,83.0,1.2095,87.0,1.2346,88.0,1.019,84.0,0.8777,83.0,1.0526,75.0,1.0221,72.0,0.9915,68.0,20251121.0,35.0,189.0,0.8450599421248449
AGG,,,100.16,0.0406,60.0,0.0187,17.0,0.0317,24.0,0.05,57.0,0.0684,72.0,0.041,61.0,0.0267,39.0,0.0317,31.0,0.0676,83.0,0.1034,91.0,20251219.0,35.0,217.0,1.352
