symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AAPL,77.0,2026-01-28,273.0,0.1065,6.0,0.1766,32.0,0.2117,23.0,0.2068,21.0,0.202,20.0,0.2265,21.0,0.1984,28.0,0.279,32.0,0.287,32.0,0.295,35.0,20271217.0,7.0,945.0,1.387814313346228
AAPU,,,36.74,0.2195,18.0,0.3456,61.0,0.4037,38.0,0.4077,28.0,0.4117,26.0,0.4518,61.0,0.3894,69.0,0.4825,81.0,0.5316,81.0,0.5807,82.0,20260116.0,35.0,245.0,1.3038999264164826
AAPW,,,42.54,0.227,,0.2123,,,,,,1.301,,0.2869,,0.2237,,,,,,0.8041,,20251219.0,35.0,217.0,
AAPX,,,31.77,0.2176,,0.3182,,0.4754,,0.4764,,0.4775,,0.4542,,0.3741,,0.2709,,0.6222,,0.9735,,20251219.0,35.0,217.0,1.3060453400503778
AAPY,,,25.26,0.1158,,0.0843,,,,,,0.4661,,0.1887,,0.1176,,,,,,0.292,,20260116.0,35.0,245.0,
AAT,83.0,2026-02-03,19.5,0.1716,38.0,0.1663,26.0,0.2934,61.0,0.4132,82.0,0.5329,92.0,0.2576,64.0,0.2161,55.0,0.2811,66.0,0.407,91.0,0.5329,98.0,20260116.0,35.0,245.0,0.9849951597289448
AAXJ,,,94.05,0.1959,70.0,0.0974,60.0,0.1607,40.0,0.279,93.0,0.3972,98.0,0.1434,17.0,0.0802,15.0,0.1724,47.0,0.1886,42.0,0.2049,41.0,20251219.0,35.0,217.0,0.6759856630824371
AB,84.0,2026-02-04,39.64,0.1734,23.0,0.1347,3.0,0.2261,28.0,0.2204,16.0,0.2146,10.0,0.1781,4.0,0.1823,2.0,0.1977,30.0,0.241,25.0,0.2842,30.0,20260116.0,35.0,245.0,1.0934664246823955
ABAT,0.0,2025-11-12,3.65,1.827,96.0,1.2975,93.0,1.4669,,1.5488,,1.6307,,1.501,90.0,1.2316,93.0,1.4219,,1.4882,,1.5546,,20251219.0,35.0,217.0,0.9608729338842976
ABBV,78.0,2026-01-29,238.31,0.4467,95.0,0.2425,74.0,0.2246,54.0,0.2208,46.0,0.2169,42.0,0.2333,44.0,0.2015,33.0,0.2669,83.0,0.271,63.0,0.2752,30.0,20270115.0,7.0,609.0,1.2273550724637683
ABCB,77.0,2026-01-28,72.9,0.0845,3.0,0.2195,28.0,0.3287,54.0,0.3033,41.0,0.2779,28.0,0.2469,30.0,0.2203,6.0,0.2955,51.0,0.2876,40.0,0.2797,31.0,20260116.0,35.0,245.0,0.948236069897791
ABCL,105.0,2026-02-25,3.69,0.9172,90.0,0.8499,91.0,3.2945,100.0,1.9865,100.0,0.6785,31.0,0.8135,94.0,0.7694,93.0,1.1438,91.0,1.0159,93.0,0.8881,89.0,20260116.0,35.0,245.0,0.5114019632519506
ABEO,0.0,2025-11-12,4.51,1.1352,89.0,0.9112,74.0,1.0404,51.0,,,,,0.5088,8.0,0.518,6.0,0.9549,50.0,,,,,20251219.0,35.0,217.0,
ABEV,,,2.54,0.2154,31.0,0.1315,1.0,0.1918,2.0,0.2768,17.0,0.3619,37.0,0.2446,17.0,0.2067,20.0,0.1918,5.0,0.2697,4.0,0.3476,23.0,20270115.0,35.0,609.0,0.974349710982659
ABFL,,,71.31,0.2061,,0.1119,,0.1031,,0.3335,,0.564,,0.1317,,0.1358,,0.1031,,0.217,,0.331,,20251219.0,35.0,217.0,0.6506746626686656
ABG,77.0,2026-01-28,223.53,0.2705,34.0,0.2841,38.0,0.3922,60.0,0.3929,60.0,0.3936,61.0,0.3247,38.0,0.3058,37.0,0.3668,49.0,0.3635,44.0,0.3602,42.0,20260116.0,35.0,245.0,0.925171799440061
ABL,,,6.49,1.1726,96.0,0.7523,87.0,0.6099,,0.6562,,0.7026,,0.7004,98.0,0.6586,86.0,0.5874,,0.645,,0.7026,,20270115.0,35.0,609.0,0.9829320329167937
ABM,34.0,2025-12-16,42.51,0.2834,66.0,0.2524,61.0,0.4616,85.0,0.4394,83.0,0.4172,79.0,0.2678,49.0,0.2467,51.0,0.377,82.0,0.3866,85.0,0.3961,84.0,20260116.0,35.0,245.0,0.8798361401911697
ABNB,91.0,2026-02-11,121.53,0.2526,22.0,0.3377,51.0,0.3121,20.0,0.3097,18.0,0.3074,17.0,0.2622,11.0,0.2329,14.0,0.3767,15.0,0.3813,9.0,0.386,7.0,20270115.0,7.0,609.0,1.2311914756215692
ABNY,,,9.37,0.2312,47.0,0.261,85.0,,,,,,,0.2353,44.0,0.1834,51.0,,,,,,,20260116.0,35.0,245.0,
ABOS,0.0,2025-11-12,1.81,0.8958,75.0,0.7751,57.0,,,,,,,0.8532,57.0,0.8224,54.0,,,,,,,20260116.0,35.0,245.0,
ABR,99.0,2026-02-19,9.2,0.2292,56.0,0.3691,86.0,0.4812,87.0,0.46,77.0,0.4389,73.0,0.3706,77.0,0.3263,73.0,0.6029,96.0,0.4533,83.0,0.3037,31.0,20270115.0,7.0,609.0,0.9854347826086955
ABSI,0.0,2025-11-12,2.73,0.524,14.0,0.6704,18.0,1.3046,64.0,1.1309,37.0,0.9572,18.0,0.8344,5.0,0.7293,1.0,2.351,91.0,1.6958,85.0,1.0405,34.0,20251121.0,35.0,189.0,1.4995136616853832
ABT,69.0,2026-01-20,128.82,0.182,56.0,0.1572,44.0,0.1996,56.0,0.1969,52.0,0.1942,49.0,0.21,59.0,0.1911,62.0,0.1964,37.0,0.2324,57.0,0.2684,73.0,20270115.0,7.0,609.0,1.1802945657694262
ABTC,2.0,2025-11-14,4.83,0.6987,,1.0089,,1.1289,,1.2382,,1.3475,,0.0,,0.0,,1.1322,,1.1389,,1.1455,,,,,0.9198029397512518
ABUS,,,4.62,0.5286,54.0,0.4562,27.0,1.7386,94.0,1.4356,89.0,1.1325,78.0,0.4137,15.0,0.4339,16.0,1.4634,82.0,1.7188,95.0,1.9742,99.0,20270115.0,35.0,609.0,1.1972694343828365
ABVC,0.0,2025-11-12,2.82,0.6166,,0.5722,,,,,,,,1.2509,,1.0193,,,,,,,,,,,
ABVE,,,2.01,1.3587,,1.5942,,2.1008,,2.3343,,2.5678,,3.177,,2.3658,,1.7788,,2.017,,2.2552,,,,,0.8640705993231376
ABVX,,,101.49,0.4108,,0.5094,,0.5733,,0.5714,,0.5694,,2.7906,,0.5654,,0.9133,,0.9077,,0.9021,,,,,1.588554427721386
ACA,105.0,2026-02-25,101.48,0.1661,10.0,0.2546,41.0,0.4413,74.0,0.4499,79.0,0.4585,79.0,0.3286,35.0,0.2502,19.0,0.3632,63.0,0.3566,57.0,0.35,50.0,20251219.0,35.0,217.0,0.7926205823516336
ACAD,104.0,2026-02-24,23.89,0.6678,74.0,0.5918,68.0,0.431,9.0,0.4494,10.0,0.4678,13.0,0.5032,21.0,0.4509,24.0,0.5089,17.0,0.5074,16.0,0.5059,14.0,20251219.0,35.0,217.0,1.1290609701824654
ACB,,,4.42,0.5992,44.0,0.6534,52.0,0.9262,50.0,0.8084,32.0,0.6907,16.0,0.7936,41.0,0.556,17.0,0.7243,34.0,0.923,55.0,1.1217,78.0,20270115.0,35.0,609.0,1.1417615042058389
ACCO,98.0,2026-02-18,3.5,0.5047,87.0,0.395,79.0,,,,,,,0.3624,45.0,0.3257,55.0,,,,,,,20251219.0,35.0,217.0,
ACDC,112.0,2026-03-04,3.73,1.3481,98.0,0.8473,91.0,1.0135,93.0,0.982,93.0,0.9505,90.0,1.1396,100.0,0.7441,88.0,0.9579,99.0,0.9537,99.0,0.9495,96.0,20251121.0,35.0,189.0,0.9711812627291242
ACEL,105.0,2026-02-25,10.28,0.2472,33.0,0.2866,46.0,,,,,0.6073,70.0,0.3376,34.0,0.2563,16.0,,,,,0.6079,76.0,20260116.0,35.0,245.0,
ACES,,,32.92,0.52,90.0,0.3341,80.0,0.3914,59.0,0.3912,55.0,0.391,51.0,0.3234,21.0,0.2217,13.0,0.3596,78.0,0.3705,76.0,0.3814,69.0,20251219.0,35.0,217.0,0.9470858895705522
ACET,112.0,2026-03-04,0.64,0.6136,71.0,0.8333,88.0,,,,,,,0.8465,78.0,0.8295,89.0,,,,,,,20260116.0,35.0,245.0,
ACGL,89.0,2026-02-09,92.97,0.1678,51.0,0.1652,48.0,0.2754,78.0,0.2668,75.0,0.2583,71.0,0.2251,66.0,0.2037,57.0,0.2494,68.0,0.2616,75.0,0.2738,80.0,20251219.0,35.0,217.0,0.9805097451274364
ACHC,105.0,2026-02-25,16.29,0.3785,71.0,0.6461,96.0,0.6562,93.0,0.8564,98.0,1.0566,100.0,0.567,92.0,0.4916,88.0,0.6595,99.0,0.6903,100.0,0.7211,100.0,20260116.0,35.0,245.0,0.8060485754320411
ACHR,105.0,2026-02-25,7.98,0.8492,63.0,0.786,66.0,0.8398,54.0,0.8424,44.0,0.845,43.0,0.8088,47.0,0.6836,32.0,0.9033,85.0,0.9013,80.0,0.8993,68.0,20270115.0,7.0,609.0,1.0699192782526117
ACHV,117.0,2026-03-09,4.63,0.6588,71.0,0.6546,62.0,1.0307,39.0,,,,,1.1136,100.0,0.7841,84.0,1.1672,62.0,,,,,20251219.0,35.0,217.0,
ACI,,,18.13,0.228,21.0,0.2192,16.0,0.2797,10.0,0.2739,7.0,0.268,7.0,0.2883,15.0,0.2145,12.0,0.2273,8.0,0.267,5.0,0.3066,6.0,20270115.0,7.0,609.0,0.9748083242059148
ACIC,105.0,2026-02-25,11.96,0.2948,48.0,0.355,49.0,0.4366,24.0,0.4356,14.0,0.4347,12.0,0.3251,12.0,0.2991,12.0,0.3146,1.0,0.3853,1.0,0.456,12.0,20251121.0,35.0,189.0,0.8845270890725436
ACIO,,,43.7,0.1231,,0.1207,,,,,,0.1788,,0.0763,,0.0735,,,,,,0.1788,,20251121.0,35.0,189.0,
ACIU,119.0,2026-03-11,3.28,0.6195,60.0,0.9413,87.0,1.9759,96.0,1.5875,93.0,1.1991,74.0,0.8501,73.0,0.8563,96.0,2.6189,100.0,1.909,100.0,1.1991,83.0,20251121.0,35.0,189.0,1.2025196850393702
ACIW,105.0,2026-02-25,46.84,0.4481,84.0,0.3595,74.0,0.4384,72.0,0.3879,61.0,0.3374,48.0,0.2754,28.0,0.2598,22.0,0.3726,72.0,0.3527,66.0,0.3328,52.0,20251121.0,35.0,189.0,0.9092549626192318
ACLS,89.0,2026-02-09,84.42,0.5562,65.0,0.5942,75.0,0.5282,56.0,0.5109,48.0,0.4936,40.0,0.4636,36.0,0.4141,22.0,0.5388,62.0,0.5265,56.0,0.5142,49.0,20251219.0,35.0,217.0,1.030534351145038
ACLX,,,88.29,0.497,54.0,0.4945,48.0,0.597,28.0,0.5738,27.0,0.5507,23.0,0.3611,1.0,0.4291,1.0,0.5091,3.0,0.5116,3.0,0.5142,3.0,20251219.0,35.0,217.0,0.891599860578599
ACM,6.0,2025-11-18,134.3,0.2084,38.0,0.2033,35.0,0.3436,64.0,0.3574,67.0,0.3712,70.0,0.1921,2.0,0.1813,3.0,0.2522,12.0,0.2648,18.0,0.2774,28.0,20260417.0,35.0,336.0,0.7409065472859541
ACMR,104.0,2026-02-24,32.9,1.4699,96.0,0.5701,59.0,0.6913,68.0,0.6307,55.0,0.5701,47.0,0.7097,49.0,0.4726,57.0,0.621,48.0,0.6554,50.0,0.6898,61.0,20270115.0,35.0,609.0,1.0391628349452988
ACN,36.0,2025-12-18,247.66,0.2932,75.0,0.2734,81.0,0.3153,78.0,0.3154,77.0,0.3156,76.0,0.2716,71.0,0.233,68.0,0.2946,81.0,0.3394,89.0,0.3842,91.0,20270115.0,7.0,609.0,1.0760938490805323
ACNB,70.0,2026-01-21,47.36,0.1607,6.0,0.3894,75.0,0.303,11.0,0.3363,21.0,0.3696,52.0,0.239,1.0,0.2361,1.0,0.3141,40.0,0.304,24.0,0.2939,19.0,20260116.0,35.0,245.0,0.903954802259887
ACNT,110.0,2026-03-02,13.46,0.5262,88.0,0.3841,53.0,0.3751,,0.3995,,0.4239,4.0,0.2667,9.0,0.2839,1.0,0.3751,,0.3995,,0.4239,8.0,20251219.0,35.0,217.0,1.0
ACR,111.0,2026-03-03,21.57,0.18,19.0,0.1833,11.0,,,,,,,0.2613,11.0,0.2602,11.0,,,,,,,20251121.0,35.0,189.0,
ACRE,90.0,2026-02-10,4.86,0.9466,99.0,0.5096,97.0,0.3882,71.0,,,,,0.3976,88.0,0.3186,82.0,0.4024,82.0,,,,,20251121.0,35.0,189.0,
ACRS,105.0,2026-02-25,2.31,1.1503,93.0,1.199,94.0,1.2255,76.0,1.3232,83.0,1.4209,86.0,0.6724,46.0,0.7202,61.0,1.2473,82.0,1.1976,83.0,1.148,80.0,20251219.0,35.0,217.0,0.9050785973397824
ACT,82.0,2026-02-02,37.73,0.1861,40.0,0.2688,75.0,0.3297,63.0,0.3043,51.0,0.2789,41.0,0.2032,31.0,0.2024,30.0,0.3297,77.0,0.3043,53.0,0.2789,25.0,20260116.0,35.0,245.0,1.0
ACTG,119.0,2026-03-11,3.64,0.7717,90.0,0.5295,70.0,0.6238,55.0,,,,,0.3912,26.0,0.3836,20.0,0.6238,61.0,,,,,20251121.0,35.0,189.0,
ACVA,97.0,2026-02-17,6.19,2.9178,100.0,1.1481,100.0,0.6511,56.0,0.6158,46.0,0.5806,42.0,0.8205,100.0,0.4459,48.0,0.6759,88.0,0.6918,83.0,0.7078,80.0,20251121.0,35.0,189.0,1.123416693731731
ACWI,,,140.48,0.1452,59.0,0.0904,48.0,0.1227,47.0,0.13,46.0,0.1374,47.0,0.1035,12.0,0.0859,30.0,0.1445,65.0,0.167,60.0,0.1895,50.0,20270115.0,35.0,609.0,1.2846153846153847
ACWV,,,120.6,0.0765,41.0,0.0505,21.0,0.1475,86.0,0.1645,87.0,0.1815,87.0,0.0764,12.0,0.0572,8.0,0.0909,56.0,0.1164,54.0,0.1418,47.0,20260116.0,35.0,245.0,0.7075987841945288
ACWX,,,66.85,0.1436,51.0,0.0739,36.0,0.0919,8.0,0.2296,86.0,0.3673,96.0,0.11,10.0,0.0692,14.0,0.0919,4.0,0.1977,83.0,0.3035,95.0,20251219.0,35.0,217.0,0.8610627177700348
AD,,,45.83,0.3184,,0.3662,,0.3527,,0.3581,,0.3636,,0.0,,0.0,,0.3354,,0.3454,,0.3553,,,,,0.964535046076515
ADAM,97.0,2026-02-17,7.04,0.1052,,0.1909,,,,,,0.3799,,0.0,,0.0,,,,,,0.3799,,,,,
ADAPY,,,0.03,1.6487,,2.3121,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,29.0,2025-12-11,334.89,0.2379,45.0,0.2093,37.0,0.3062,55.0,0.3034,53.0,0.3006,51.0,0.2713,35.0,0.235,40.0,0.413,91.0,0.4132,91.0,0.4133,91.0,20271217.0,7.0,945.0,1.3618984838497037
ADBG,,,9.57,0.4738,,0.4151,,0.7339,,0.7981,,0.8623,,0.5464,,0.4502,,0.7405,,0.8014,,0.8623,,,,,1.00413482019797
ADC,89.0,2026-02-09,73.7,0.1,12.0,0.1408,17.0,0.2477,59.0,0.2376,48.0,0.2275,43.0,0.1525,8.0,0.1487,1.0,0.1988,46.0,0.2029,36.0,0.207,25.0,20260116.0,35.0,245.0,0.8539562289562289
ADCT,,,4.09,0.6436,64.0,0.7759,77.0,1.2959,94.0,,,,,0.8137,66.0,0.8053,82.0,1.2959,95.0,,,,,20260116.0,35.0,245.0,
ADEA,96.0,2026-02-16,13.0,1.3768,100.0,0.8853,100.0,0.8033,95.0,,,,,0.4869,74.0,0.3866,72.0,0.5633,87.0,,,,,20251219.0,35.0,217.0,
ADI,13.0,2025-11-25,238.27,0.3767,79.0,0.2519,59.0,0.3491,73.0,0.343,71.0,0.3369,67.0,0.2639,41.0,0.2311,43.0,0.2912,62.0,0.3254,71.0,0.3595,79.0,20270617.0,7.0,762.0,0.9486880466472304
ADM,82.0,2026-02-02,59.69,0.4761,94.0,0.4564,97.0,0.2028,25.0,0.2735,63.0,0.3442,85.0,0.2635,63.0,0.2676,80.0,0.3138,85.0,0.3095,81.0,0.3052,64.0,20270115.0,7.0,609.0,1.1316270566727604
ADMA,110.0,2026-03-02,16.14,1.0587,92.0,0.6062,62.0,0.6927,23.0,0.7365,28.0,0.7802,41.0,0.459,12.0,0.423,17.0,0.6464,26.0,0.6234,24.0,0.6004,18.0,20270115.0,35.0,609.0,0.8464358452138492
ADNT,75.0,2026-01-26,21.68,1.3346,98.0,0.6755,93.0,0.6736,80.0,0.6049,69.0,0.5362,57.0,0.4768,46.0,0.3739,43.0,0.4706,45.0,0.4992,48.0,0.5278,54.0,20260116.0,35.0,245.0,0.8252603736154736
ADP,76.0,2026-01-27,254.27,0.2037,66.0,0.202,74.0,0.2036,63.0,0.2098,65.0,0.2159,66.0,0.1837,44.0,0.1672,47.0,0.1873,37.0,0.2255,57.0,0.2637,77.0,20270115.0,7.0,609.0,1.074833174451859
ADPT,89.0,2026-02-09,13.99,0.8024,72.0,0.6468,52.0,2.0087,99.0,1.8599,100.0,1.711,99.0,0.5589,16.0,0.5382,22.0,0.7857,63.0,0.7727,62.0,0.7597,57.0,20260116.0,35.0,245.0,0.4154524436797677
ADSE,,,9.98,0.5033,65.0,0.5599,42.0,,,,,1.1052,,0.7122,100.0,0.8519,100.0,,,,,1.4037,,20251121.0,35.0,189.0,
ADSK,13.0,2025-11-25,297.42,0.1776,17.0,0.1568,5.0,0.3142,42.0,0.3135,41.0,0.3128,41.0,0.2621,9.0,0.2066,3.0,0.3412,33.0,0.3469,35.0,0.3526,38.0,20270617.0,7.0,762.0,1.1065390749601276
ADT,105.0,2026-02-25,8.46,0.5642,88.0,0.4046,78.0,0.2578,14.0,0.3388,32.0,0.4197,49.0,0.2478,10.0,0.2124,3.0,0.3379,39.0,0.3317,34.0,0.3255,30.0,20251121.0,35.0,189.0,0.9790436835891382
ADTN,104.0,2026-02-24,7.64,1.7465,100.0,0.6847,97.0,0.8664,99.0,0.7048,96.0,0.5433,80.0,0.6888,98.0,0.456,85.0,0.5973,98.0,0.5817,97.0,0.5661,93.0,20251121.0,35.0,189.0,0.8253405221339387
ADUR,,,11.37,0.6198,,0.8673,,1.3182,,1.178,,1.0379,,0.8908,,0.8037,,0.9038,,0.9494,,0.9949,,,,,0.8059422750424449
ADUS,103.0,2026-02-23,110.98,0.6636,96.0,0.529,94.0,0.381,49.0,0.3055,17.0,0.23,5.0,0.3146,30.0,0.3109,24.0,0.2546,4.0,0.2518,4.0,0.249,3.0,20260116.0,35.0,245.0,0.8242225859247136
ADV,113.0,2026-03-05,1.25,0.9041,89.0,1.0189,92.0,,,,,,,0.8995,97.0,0.8489,98.0,,,,,,,20251121.0,35.0,189.0,
ADVM,,,4.29,0.1128,1.0,0.1684,1.0,,,,,1.1381,75.0,0.8959,73.0,0.9503,87.0,,,,,0.6181,1.0,20251219.0,35.0,217.0,
AEE,91.0,2026-02-11,104.79,0.1808,65.0,0.1825,71.0,0.1515,26.0,0.1864,46.0,0.2214,66.0,0.1384,20.0,0.1388,23.0,0.1787,55.0,0.1774,38.0,0.1762,26.0,20260116.0,35.0,245.0,0.9517167381974247
AEG,,,7.91,0.1918,25.0,0.1049,9.0,,,,,0.6262,86.0,0.2177,17.0,0.1179,5.0,,,,,0.6262,90.0,20260116.0,35.0,245.0,
AEHR,61.0,2026-01-12,21.31,0.7383,44.0,0.6804,42.0,0.9036,57.0,0.8577,49.0,0.8118,39.0,1.0672,82.0,0.8014,56.0,0.8503,60.0,0.8878,67.0,0.9252,77.0,20270115.0,35.0,609.0,1.0350938556604874
AEIS,90.0,2026-02-10,202.41,1.0476,98.0,0.5559,86.0,0.4338,46.0,0.4418,48.0,0.4497,49.0,0.4149,42.0,0.343,33.0,0.4613,61.0,0.4562,57.0,0.451,54.0,20260116.0,35.0,245.0,1.0325939339067451
AEM,,,170.69,0.4246,65.0,0.2827,40.0,0.3933,51.0,0.3844,48.0,0.3755,45.0,0.3676,38.0,0.281,28.0,0.3954,50.0,0.391,43.0,0.3866,39.0,20270617.0,7.0,762.0,1.0171696149843912
AEO,20.0,2025-12-02,17.57,0.4654,71.0,0.43,75.0,0.6059,85.0,0.592,84.0,0.5782,82.0,0.7591,96.0,0.492,85.0,0.6529,98.0,0.6412,96.0,0.6294,93.0,20270115.0,7.0,609.0,1.0831081081081082
AEP,91.0,2026-02-11,122.85,0.1406,40.0,0.1568,48.0,0.1722,52.0,0.2016,68.0,0.2309,76.0,0.1684,41.0,0.148,26.0,0.1467,28.0,0.2024,57.0,0.2582,72.0,20270115.0,35.0,609.0,1.003968253968254
AER,104.0,2026-02-24,137.18,0.1911,28.0,0.2243,38.0,0.209,10.0,0.2117,11.0,0.2144,12.0,0.2021,15.0,0.1725,7.0,0.2722,27.0,0.2668,23.0,0.2613,19.0,20270115.0,35.0,609.0,1.2602739726027397
AES,106.0,2026-02-26,13.74,0.4002,77.0,0.4132,84.0,0.4022,77.0,0.3936,74.0,0.385,73.0,0.5231,88.0,0.3589,80.0,0.1715,2.0,0.2837,33.0,0.3959,71.0,20270115.0,7.0,609.0,0.7207825203252033
AESI,104.0,2026-02-24,9.01,1.6495,100.0,0.896,99.0,1.007,100.0,0.8825,100.0,0.758,93.0,0.6281,100.0,0.4709,86.0,0.6756,100.0,0.6649,100.0,0.6543,99.0,20260116.0,35.0,245.0,0.7534277620396601
AETH,,,39.37,0.032,12.0,0.0358,47.0,0.6255,49.0,0.6408,35.0,0.6561,32.0,0.5258,37.0,0.2494,57.0,0.459,17.0,0.6034,28.0,0.7479,75.0,20251219.0,35.0,217.0,0.9416354556803996
AEVA,,,10.57,1.2474,89.0,0.9894,82.0,1.1839,87.0,1.1584,87.0,1.1329,87.0,1.1563,98.0,1.0457,95.0,1.0058,79.0,0.9992,75.0,0.9925,71.0,20270115.0,35.0,609.0,0.8625690607734806
AEYE,118.0,2026-03-10,11.84,0.4879,19.0,0.788,52.0,0.9186,42.0,0.9026,28.0,0.8866,30.0,0.5727,1.0,0.5736,1.0,0.851,28.0,0.8499,16.0,0.8488,18.0,20251219.0,35.0,217.0,0.9416131176600931
AFCG,0.0,2025-11-12,3.15,0.4228,79.0,0.4371,92.0,,,,,0.8856,86.0,0.6197,96.0,0.5221,100.0,,,,,0.8856,100.0,20260116.0,35.0,245.0,
AFG,82.0,2026-02-02,142.36,0.3119,83.0,0.3342,92.0,0.3454,87.0,0.2577,67.0,0.17,18.0,0.2102,56.0,0.1964,62.0,0.2627,75.0,0.2378,64.0,0.2128,49.0,20251219.0,35.0,217.0,0.9227784245246412
AFK,,,24.62,0.3141,95.0,0.1781,49.0,0.2209,,0.279,,0.337,52.0,0.1693,19.0,0.1845,43.0,0.2209,,0.2901,,0.3593,64.0,20251219.0,35.0,217.0,1.0397849462365591
AFL,83.0,2026-02-03,114.92,0.1757,49.0,0.2234,74.0,0.1683,30.0,0.2027,50.0,0.2372,62.0,0.1704,27.0,0.1634,35.0,0.2314,62.0,0.2313,56.0,0.2312,42.0,20270115.0,7.0,609.0,1.1410952146028617
AFMDQ,,,0.0,61.4253,,29.9815,,,,,,,,0.0,,0.0,,,,,,,,,,,
AFRM,85.0,2026-02-05,71.24,0.9145,64.0,0.5729,28.0,0.5857,9.0,0.5815,8.0,0.5773,7.0,0.5923,11.0,0.4904,11.0,0.6684,15.0,0.6702,16.0,0.6719,18.0,20270115.0,7.0,609.0,1.152536543422184
AFRU,,,14.35,1.8061,,1.0216,,1.0633,,1.2242,,1.3852,,0.0,,0.0,,1.2591,,1.2996,,1.34,,,,,1.0615912432609051
AFYA,1.0,2025-11-13,14.6,0.1754,5.0,0.2732,13.0,,,,,0.6707,73.0,0.2632,7.0,0.3005,11.0,,,,,0.6707,91.0,20251219.0,35.0,217.0,
AG,,,12.45,0.9279,93.0,0.6049,82.0,0.68,83.0,0.6722,82.0,0.6643,80.0,0.6387,63.0,0.5131,60.0,0.6738,78.0,0.6629,76.0,0.652,72.0,20270115.0,7.0,609.0,0.9861648318952692
AGCO,84.0,2026-02-04,107.77,0.2517,45.0,0.3095,71.0,0.3083,52.0,0.3188,55.0,0.3294,57.0,0.3162,52.0,0.2788,48.0,0.3584,73.0,0.3692,73.0,0.3799,71.0,20251121.0,35.0,189.0,1.1580928481806776
AGEN,117.0,2026-03-09,4.32,0.6769,63.0,0.8389,78.0,1.1566,82.0,1.2734,88.0,1.3902,92.0,1.0207,84.0,0.8804,83.0,1.2865,85.0,1.2234,84.0,1.1602,82.0,20251121.0,35.0,189.0,0.9607350400502592
AGG,,,100.19,0.035,48.0,0.0181,15.0,0.0899,95.0,0.0677,84.0,0.0455,33.0,0.0399,59.0,0.0266,39.0,0.03,27.0,0.056,63.0,0.0819,77.0,20251219.0,35.0,217.0,0.827178729689808
