symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ACB,,,4.43,0.3828,14.0,0.3477,4.0,0.7944,34.0,0.8005,32.0,0.8066,28.0,0.7848,40.0,0.5453,15.0,0.7904,47.0,0.8821,45.0,0.9738,54.0,20270115.0,35.0,609.0,1.1019362898188632
ACCO,92.0,2026-02-18,3.34,0.2257,24.0,0.2596,33.0,,,,,,,0.3594,42.0,0.3247,55.0,,,,,,,20251219.0,35.0,217.0,
ACDC,106.0,2026-03-04,3.78,1.5372,99.0,0.8312,90.0,0.8842,87.0,0.9423,90.0,1.0004,92.0,1.1493,100.0,0.7394,88.0,0.7622,86.0,0.9712,100.0,1.1802,100.0,20251121.0,35.0,189.0,1.0306696381194949
ACEL,99.0,2026-02-25,9.79,0.2908,45.0,0.2242,24.0,0.4336,38.0,,,,,0.3404,35.0,0.2591,17.0,0.4336,46.0,,,,,20260116.0,35.0,245.0,
ACES,,,32.07,0.4131,74.0,0.3962,93.0,0.4104,65.0,0.4456,76.0,0.4807,82.0,0.3251,22.0,0.2346,21.0,0.3664,80.0,0.4015,86.0,0.4366,87.0,20251219.0,35.0,217.0,0.901032315978456
ACET,106.0,2026-03-04,0.6,0.8582,86.0,0.9321,92.0,2.3854,99.0,,,,,0.794,75.0,0.8236,89.0,2.3854,100.0,,,,,20260116.0,35.0,245.0,
ACGL,83.0,2026-02-09,91.79,0.12,26.0,0.1619,46.0,0.2705,77.0,0.2464,67.0,0.2222,52.0,0.2223,65.0,0.2043,59.0,0.2371,61.0,0.2428,63.0,0.2484,65.0,20251219.0,35.0,217.0,0.9853896103896104
ACHC,99.0,2026-02-25,15.01,0.5038,87.0,0.5113,91.0,0.9167,99.0,0.8013,98.0,0.6859,94.0,0.5691,92.0,0.494,89.0,0.7716,100.0,0.7538,100.0,0.736,100.0,20260116.0,35.0,245.0,0.9407213278422564
ACHR,99.0,2026-02-25,7.61,0.8158,61.0,0.757,60.0,0.8372,53.0,0.8278,39.0,0.8184,34.0,0.7845,45.0,0.6818,32.0,0.9496,94.0,0.9139,82.0,0.8782,62.0,20270115.0,7.0,609.0,1.1040106305870985
ACHV,111.0,2026-03-09,4.33,0.6005,63.0,0.6826,67.0,1.1899,59.0,,,,,1.0964,100.0,0.7736,81.0,1.2845,72.0,,,,,20251219.0,35.0,217.0,
ACI,,,18.14,0.1776,15.0,0.1696,10.0,0.2861,10.0,0.2744,7.0,0.2628,6.0,0.2877,15.0,0.2148,12.0,0.2386,9.0,0.293,8.0,0.3474,15.0,20270115.0,7.0,609.0,1.0677842565597668
ACIC,99.0,2026-02-25,11.64,0.154,20.0,0.2303,21.0,0.4011,18.0,0.4667,23.0,0.5323,32.0,0.3176,12.0,0.2917,12.0,0.5808,59.0,0.5566,39.0,0.5323,19.0,20251121.0,35.0,189.0,1.192629097921577
ACIO,,,42.97,0.1386,,0.0933,,,,,,0.2346,,0.078,,0.073,,,,,,0.2346,,20251121.0,35.0,189.0,
ACIU,113.0,2026-03-11,3.05,0.4558,36.0,0.5844,42.0,4.7393,100.0,3.0002,100.0,1.2611,79.0,0.8439,71.0,0.8534,96.0,4.7393,100.0,3.5041,100.0,2.2689,100.0,20251121.0,35.0,189.0,1.1679554696353578
ACIW,99.0,2026-02-25,46.26,0.2027,28.0,0.2476,38.0,0.3883,61.0,0.3755,57.0,0.3627,55.0,0.2656,24.0,0.2573,20.0,0.3641,70.0,0.3424,60.0,0.3208,44.0,20251121.0,35.0,189.0,0.9118508655126496
ACLS,83.0,2026-02-09,77.7,0.3017,19.0,0.4106,38.0,0.5881,73.0,0.5828,71.0,0.5776,68.0,0.462,35.0,0.4185,24.0,0.5477,65.0,0.5365,61.0,0.5253,54.0,20251219.0,35.0,217.0,0.9205559368565546
ACLX,119.0,2026-03-17,89.99,0.4277,39.0,0.4523,34.0,0.6219,33.0,0.6392,36.0,0.6564,41.0,0.3467,1.0,0.4131,1.0,0.5161,4.0,0.5162,3.0,0.5162,3.0,20251219.0,35.0,217.0,0.8075719649561952
ACM,0.0,2025-11-18,127.14,0.2582,55.0,0.282,68.0,0.2462,19.0,0.254,21.0,0.2617,26.0,0.1987,3.0,0.1904,5.0,0.2705,23.0,0.2583,13.0,0.2461,5.0,20260417.0,35.0,336.0,1.0169291338582676
ACMR,98.0,2026-02-24,30.77,0.5665,55.0,0.5374,55.0,0.7679,78.0,0.7458,75.0,0.7236,73.0,0.7069,48.0,0.4777,57.0,0.6363,49.0,0.659,51.0,0.6817,57.0,20270115.0,35.0,609.0,0.8836149101635827
ACN,30.0,2025-12-18,240.0,0.1676,39.0,0.212,63.0,0.3227,79.0,0.3255,79.0,0.3283,79.0,0.2724,71.0,0.2337,68.0,0.2981,82.0,0.3516,90.0,0.4052,92.0,20270115.0,7.0,609.0,1.080184331797235
ACNB,64.0,2026-01-21,46.71,0.2877,38.0,0.3371,62.0,0.3413,28.0,0.3135,10.0,0.2857,7.0,0.2423,1.0,0.2445,1.0,0.3413,63.0,0.3135,35.0,0.2857,13.0,20260116.0,35.0,245.0,1.0
ACNT,104.0,2026-03-02,14.03,0.2855,45.0,0.3381,38.0,0.3859,,0.3874,,0.3889,2.0,0.2506,2.0,0.2843,1.0,0.3859,,0.3874,,0.3889,2.0,20251219.0,35.0,217.0,1.0
ACR,105.0,2026-03-03,21.34,0.0855,2.0,0.194,14.0,,,,,,,0.2554,7.0,0.2503,9.0,,,,,,,20251121.0,35.0,189.0,
ACRE,84.0,2026-02-10,4.9,0.4601,91.0,0.4208,93.0,,,,,,,0.3915,86.0,0.3184,82.0,,,,,,,20251121.0,35.0,189.0,
ACRS,99.0,2026-02-25,2.49,1.0042,88.0,1.0042,88.0,1.3671,82.0,1.3952,85.0,1.4234,86.0,0.6616,44.0,0.7296,61.0,1.4104,86.0,1.4169,89.0,1.4234,90.0,20251219.0,35.0,217.0,1.015553325688073
ACT,76.0,2026-02-02,37.32,0.1758,35.0,0.1935,41.0,0.2961,51.0,0.3063,52.0,0.3165,54.0,0.2001,31.0,0.1992,30.0,0.2961,53.0,0.3063,54.0,0.3165,53.0,20260116.0,35.0,245.0,1.0
ACTG,113.0,2026-03-11,3.45,0.3963,52.0,0.3998,43.0,0.6162,53.0,,,,,0.396,27.0,0.3841,20.0,0.5994,53.0,,,,,20251121.0,35.0,189.0,
ACVA,91.0,2026-02-17,6.54,0.9192,95.0,0.5968,75.0,0.6455,55.0,0.6206,47.0,0.5957,44.0,0.8518,100.0,0.4615,49.0,0.7251,96.0,0.6814,80.0,0.6378,65.0,20251121.0,35.0,189.0,1.0979697067354173
ACWI,,,137.39,0.1613,66.0,0.1213,69.0,0.2326,93.0,0.2194,88.0,0.2061,82.0,0.1063,14.0,0.088,34.0,0.1489,68.0,0.1745,66.0,0.2002,61.0,20270115.0,35.0,609.0,0.7953509571558796
ACWV,,,119.6,0.0752,40.0,0.0618,41.0,0.0997,57.0,0.1489,82.0,0.1981,91.0,0.0745,10.0,0.0574,8.0,0.0997,64.0,0.1246,65.0,0.1496,59.0,20260116.0,35.0,245.0,0.8368032236400269
ACWX,,,65.14,0.1567,57.0,0.0916,55.0,,,,,0.6821,100.0,0.113,12.0,0.0707,16.0,,,,,0.3175,96.0,20251219.0,35.0,217.0,
AD,,,44.53,0.3409,,0.3131,,0.3211,,0.3258,,0.3306,,0.0,,0.0,,0.3411,,0.3503,,0.3595,,,,,1.0751995089011663
ADAM,91.0,2026-02-17,6.97,0.2257,,0.1863,,,,,,0.511,,0.0,,0.0,,,,,,0.511,,,,,
ADAPY,,,0.05,3.3478,,3.3786,,,,,,,,0.0,,0.0,,,,,,,,,,,
ADBE,23.0,2025-12-11,324.47,0.1872,28.0,0.1728,19.0,0.3225,61.0,0.3177,57.0,0.3129,56.0,0.267,33.0,0.235,40.0,0.4106,91.0,0.4103,91.0,0.41,91.0,20271217.0,7.0,945.0,1.2914699401951528
ADBG,,,8.99,0.3741,,0.3323,,0.7088,,0.7878,,0.8669,,0.5419,,0.4512,,0.6073,,0.7371,,0.8669,,,,,0.9356435643564356
ADC,83.0,2026-02-09,73.91,0.0565,1.0,0.1043,1.0,0.2763,69.0,0.2618,63.0,0.2473,55.0,0.1499,7.0,0.1476,1.0,0.2152,57.0,0.209,42.0,0.2028,21.0,20260116.0,35.0,245.0,0.7983193277310925
ADCT,,,4.0,0.506,48.0,0.6865,69.0,0.8883,74.0,,,,,0.7029,57.0,0.7555,79.0,1.3576,96.0,,,,,20260116.0,35.0,245.0,
ADEA,90.0,2026-02-16,12.35,0.3674,66.0,0.3974,72.0,0.374,5.0,,,,,0.4922,79.0,0.3926,78.0,0.491,64.0,,,,,20251219.0,35.0,217.0,
ADI,7.0,2025-11-25,230.13,0.3076,64.0,0.2262,47.0,0.4909,93.0,0.4825,92.0,0.4741,91.0,0.2558,35.0,0.2279,39.0,0.2997,67.0,0.335,76.0,0.3704,84.0,20270617.0,7.0,762.0,0.694300518134715
ADM,76.0,2026-02-02,61.03,0.3094,77.0,0.2928,84.0,0.3093,78.0,0.2987,74.0,0.2881,68.0,0.2636,63.0,0.2713,81.0,0.3174,86.0,0.314,82.0,0.3105,67.0,20270115.0,7.0,609.0,1.0512219618346166
ADMA,104.0,2026-03-02,15.69,0.6511,71.0,0.4699,37.0,0.725,27.0,0.7639,34.0,0.8029,45.0,0.4503,12.0,0.4294,18.0,0.5729,12.0,0.6016,19.0,0.6303,26.0,20270115.0,35.0,609.0,0.7875376358162063
ADNT,69.0,2026-01-26,18.9,0.5714,73.0,0.4026,55.0,0.4777,43.0,0.4755,43.0,0.4733,44.0,0.4797,46.0,0.3786,44.0,0.4952,48.0,0.4864,46.0,0.4776,44.0,20260116.0,35.0,245.0,1.0229232386961091
ADP,70.0,2026-01-27,249.69,0.07,5.0,0.1462,44.0,0.2226,71.0,0.2122,66.0,0.2019,57.0,0.1823,44.0,0.168,47.0,0.2511,80.0,0.2463,72.0,0.2415,57.0,20270115.0,7.0,609.0,1.1606974552309142
ADPT,83.0,2026-02-09,13.75,0.1902,2.0,0.4494,16.0,1.0462,78.0,1.0108,78.0,0.9753,74.0,0.5575,15.0,0.5391,22.0,0.9384,82.0,0.8295,72.0,0.7206,48.0,20260116.0,35.0,245.0,0.8206371191135735
ADSE,,,10.26,0.2337,15.0,0.5595,42.0,,,,,1.5432,,0.711,100.0,0.8463,100.0,,,,,1.4151,,20251121.0,35.0,189.0,
ADSK,7.0,2025-11-25,292.23,0.2066,24.0,0.203,21.0,0.5446,91.0,0.5246,89.0,0.5045,86.0,0.2647,11.0,0.2093,3.0,0.3488,43.0,0.3539,43.0,0.359,45.0,20270617.0,7.0,762.0,0.6746092260770111
ADT,99.0,2026-02-25,7.97,0.2723,43.0,0.2126,21.0,0.2887,22.0,0.2898,21.0,0.291,22.0,0.2458,9.0,0.2116,3.0,0.3898,55.0,0.3534,39.0,0.3169,27.0,20251121.0,35.0,189.0,1.2194616977225672
ADTN,98.0,2026-02-24,7.25,0.301,45.0,0.3976,71.0,0.6033,90.0,0.6124,90.0,0.6215,90.0,0.6929,98.0,0.4586,85.0,0.6636,100.0,0.6204,99.0,0.5771,95.0,20251121.0,35.0,189.0,1.0130633572828216
ADUR,,,10.35,0.515,,0.8772,,1.091,,1.2129,,1.3348,,0.8697,,0.7912,,0.9159,,0.9976,,1.0794,,,,,0.8224915491796521
ADUS,97.0,2026-02-23,107.65,0.2033,22.0,0.2842,43.0,0.2689,10.0,0.3608,39.0,0.4526,78.0,0.3154,30.0,0.3102,23.0,0.2721,9.0,0.271,8.0,0.27,7.0,20260116.0,35.0,245.0,0.7511086474501109
ADV,107.0,2026-03-05,1.07,1.1086,95.0,0.9134,90.0,,,,,,,0.8879,97.0,0.8279,97.0,,,,,,,20251121.0,35.0,189.0,
ADVM,118.0,2026-03-16,4.25,0.1316,1.0,0.1422,1.0,,,,,2.2318,98.0,0.8653,71.0,0.9248,83.0,,,,,0.6182,1.0,20251219.0,35.0,217.0,
AEE,85.0,2026-02-11,104.9,0.0955,15.0,0.11,14.0,0.1386,17.0,0.1783,39.0,0.218,64.0,0.1321,15.0,0.1365,21.0,0.1922,66.0,0.1886,49.0,0.1851,35.0,20260116.0,35.0,245.0,1.0577678070667416
AEG,,,7.51,0.232,38.0,0.1363,31.0,,,,,0.3975,57.0,0.2196,17.0,0.1172,4.0,,,,,0.3618,49.0,20260116.0,35.0,245.0,
AEHR,55.0,2026-01-12,19.74,0.6669,34.0,0.7337,51.0,1.0699,81.0,1.0284,77.0,0.9869,71.0,1.0767,83.0,0.8101,57.0,0.8838,69.0,0.8778,64.0,0.8719,50.0,20270115.0,35.0,609.0,0.853558926487748
AEIS,84.0,2026-02-10,199.22,0.3096,34.0,0.4693,74.0,0.5568,75.0,0.5289,69.0,0.501,63.0,0.4193,44.0,0.3544,39.0,0.483,67.0,0.4728,64.0,0.4626,59.0,20260116.0,35.0,245.0,0.893930799773114
AEM,,,166.49,0.3813,55.0,0.3576,65.0,0.4156,57.0,0.4164,57.0,0.4171,57.0,0.3656,37.0,0.285,31.0,0.397,51.0,0.3935,44.0,0.39,40.0,20270617.0,7.0,762.0,0.9450048030739674
AEO,14.0,2025-12-02,17.5,0.3197,42.0,0.3696,63.0,0.578,83.0,0.586,83.0,0.5939,84.0,0.7462,95.0,0.4922,85.0,0.5666,94.0,0.6143,95.0,0.662,95.0,20270115.0,7.0,609.0,1.0482935153583617
AEP,85.0,2026-02-11,123.51,0.1709,57.0,0.1447,39.0,0.2383,84.0,0.2213,77.0,0.2043,64.0,0.1687,42.0,0.1474,25.0,0.1569,35.0,0.2098,63.0,0.2626,74.0,20270115.0,35.0,609.0,0.948034342521464
AER,98.0,2026-02-24,132.04,0.2656,50.0,0.2111,33.0,0.2393,23.0,0.2296,18.0,0.2199,14.0,0.2067,17.0,0.1755,7.0,0.2669,25.0,0.2705,25.0,0.2741,24.0,20270115.0,35.0,609.0,1.1781358885017423
AES,100.0,2026-02-26,13.72,0.237,42.0,0.3246,71.0,0.4749,85.0,0.4445,81.0,0.4141,78.0,0.4894,87.0,0.3462,78.0,0.2117,12.0,0.2354,15.0,0.259,19.0,20270115.0,7.0,609.0,0.5295838020247469
AESI,98.0,2026-02-24,9.05,1.2323,100.0,0.9829,100.0,0.7611,98.0,0.7897,99.0,0.8184,97.0,0.6061,100.0,0.4929,94.0,0.6748,100.0,0.7207,100.0,0.7666,100.0,20260116.0,35.0,245.0,0.9126250474863872
AETH,,,39.38,0.0253,11.0,0.0207,42.0,0.6557,57.0,0.6833,56.0,0.711,51.0,0.5187,37.0,0.2428,56.0,0.4613,17.0,0.6183,38.0,0.7753,81.0,20251219.0,35.0,217.0,0.9048734084589491
AEVA,119.0,2026-03-17,9.54,1.2512,89.0,0.9848,82.0,1.2484,90.0,1.1756,88.0,1.1028,84.0,1.1191,97.0,1.0317,93.0,1.1,93.0,1.0882,93.0,1.0763,88.0,20270115.0,35.0,609.0,0.9256549846886696
AEYE,112.0,2026-03-10,11.84,0.5494,26.0,0.6008,24.0,1.0343,64.0,1.1566,64.0,1.2789,67.0,0.574,1.0,0.573,1.0,0.8077,18.0,0.8149,11.0,0.8221,13.0,20251219.0,35.0,217.0,0.7045651046169807
AFCG,113.0,2026-03-11,2.82,0.5933,94.0,0.5824,97.0,,,,,0.93,87.0,0.6288,96.0,0.5291,100.0,,,,,0.93,100.0,20260116.0,35.0,245.0,
AFG,76.0,2026-02-02,138.44,0.1618,46.0,0.1815,62.0,0.3885,91.0,0.3884,91.0,0.3883,90.0,0.2081,56.0,0.1961,62.0,0.232,63.0,0.2515,68.0,0.271,74.0,20251219.0,35.0,217.0,0.6475283213182286
AFK,,,23.75,0.3205,96.0,0.1725,44.0,,,,,0.5192,97.0,0.1761,20.0,0.1802,41.0,,,,,0.4638,96.0,20251219.0,35.0,217.0,
AFL,77.0,2026-02-03,111.76,0.132,30.0,0.1547,40.0,0.1927,46.0,0.1844,38.0,0.176,28.0,0.1697,26.0,0.1642,35.0,0.2288,61.0,0.2249,53.0,0.221,35.0,20270115.0,7.0,609.0,1.219631236442516
AFMDQ,,,0.0,51.5103,,38.6655,,,,,,,,37.7594,,23.5498,,,,,,,,,,,
AFRM,79.0,2026-02-05,65.69,0.6947,42.0,0.6074,34.0,0.6518,21.0,0.6498,21.0,0.6479,21.0,0.602,11.0,0.5017,11.0,0.7151,31.0,0.7161,28.0,0.7172,27.0,20270115.0,7.0,609.0,1.1020313942751614
AFRU,,,12.3,1.3415,,1.1028,,1.235,,1.5621,,1.8891,,0.0,,0.0,,1.3615,,1.3931,,1.4246,,,,,0.8918123039498111
AFYA,113.0,2026-03-11,14.77,0.2371,17.0,0.3175,23.0,,,,,0.7295,83.0,0.2619,7.0,0.3021,12.0,,,,,0.7295,97.0,20251219.0,35.0,217.0,
AG,,,11.7,0.5422,55.0,0.5481,73.0,0.6774,82.0,0.6728,82.0,0.6681,81.0,0.6409,63.0,0.5196,62.0,0.6767,79.0,0.7062,86.0,0.7358,92.0,20270115.0,7.0,609.0,1.0496432818073724
AGCO,78.0,2026-02-04,102.1,0.2381,40.0,0.2279,41.0,0.3914,81.0,0.3792,77.0,0.3671,72.0,0.309,48.0,0.2786,48.0,0.3531,71.0,0.3608,69.0,0.3685,64.0,20251121.0,35.0,189.0,0.9514767932489452
AGEN,111.0,2026-03-09,4.23,0.466,34.0,0.8468,79.0,1.2936,87.0,1.622,94.0,1.9505,98.0,1.0092,84.0,0.8708,83.0,1.22,84.0,1.1553,81.0,1.0905,77.0,20251121.0,35.0,189.0,0.712268803945746
AGG,,,100.08,0.0289,32.0,0.0206,23.0,0.0407,48.0,0.0903,94.0,0.1399,98.0,0.0388,57.0,0.0255,34.0,0.0223,10.0,0.0616,75.0,0.1009,89.0,20251219.0,35.0,217.0,0.6821705426356589
AGGY,,,44.15,0.0346,10.0,0.0218,3.0,,,,,,,0.0418,1.0,0.0266,1.0,,,,,,,20260116.0,35.0,245.0,
